,Time,Target,Number of Features,ROC AUC,Average Precision,Brier Score Loss
0,2019-04-05-1941,length_of_stay_over_5_days,170,0.8537951476814333,0.7327156581167507,0.14316589745166544
0,2019-04-05-2020,length_of_stay_over_7_days,170,0.8460128299192078,0.583099282416787,0.11549030619164878
0,2019-04-05-2100,financialclass_binary,274,0.922169808315796,0.9608316021324494,0.09703111154148107
0,2019-04-05-2138,age_gt_10_y,282,0.999734430709075,0.9999764211603784,0.003221912297780161
0,2019-04-05-2216,age_gt_30_y,282,0.9810669565962848,0.9959018016143214,0.039309624128085904
0,2019-04-05-2317,age_gt_65_y,282,0.9431521257638378,0.9220372617840364,0.09368168991605583
0,2019-04-06-0032,gender_binary,291,0.8728873234529295,0.8466714921821096,0.14421794932217516
0,2019-04-06-0151,race_binary,289,0.9137155512643905,0.84772811833512,0.0921671880794144
0,2019-04-06-0231,readmitted30d,10,0.7590673674594424,0.36399756428614993,0.10362496464981993
0,2019-04-06-0248,readmitted5d,10,0.6874542072874991,0.07160064880651455,0.030042195371655596
0,2019-04-06-0305,readmitted7d,10,0.6983601586125375,0.10689041833098804,0.0424492942715728
0,2019-04-06-0321,readmitted3d,10,0.6365160154355225,0.02844573291682424,0.015951489974829786
0,2019-04-06-0346,length_of_stay_over_3_days,10,0.8316440913692009,0.8585777154328625,0.16293762489585645
0,2019-04-06-0410,length_of_stay_over_5_days,10,0.8346143963102297,0.7013375279571198,0.15195697763477892
0,2019-04-06-0434,length_of_stay_over_7_days,10,0.8358637057003159,0.5614542215876136,0.11896282042446174
0,2019-04-06-0513,financialclass_binary,10,0.9217187072959253,0.9613464828909145,0.09796033687445091
0,2019-04-06-0650,age_gt_10_y,10,0.998398946292594,0.9998559211718172,0.007461496176877391
0,2019-04-06-0718,age_gt_30_y,10,0.9737286827699219,0.9942172352003188,0.04596649373740941
0,2019-04-06-0748,age_gt_65_y,10,0.8941141070566789,0.8506764317216092,0.12960331732105268
0,2019-04-06-0819,gender_binary,10,0.7891668825284033,0.7382610364363464,0.18584385581177992
0,2019-04-06-0914,race_binary,10,0.9079263327710396,0.8361535403230146,0.09578778123297577
0,2019-04-06-1008,readmitted30d,20,0.7612826112012878,0.368475915443095,0.10331505308958729
0,2019-04-06-1030,readmitted5d,20,0.6819131074955537,0.07221060819267468,0.030043448743848056
0,2019-04-06-1051,readmitted7d,20,0.6974186692199756,0.11288511646589702,0.04235557388962936
0,2019-04-06-1112,readmitted3d,20,0.6473050926367157,0.033130083452099245,0.015918154862252246
0,2019-04-06-1136,length_of_stay_over_3_days,20,0.8368680907066248,0.8631040094597183,0.16090372094746977
0,2019-04-06-1207,length_of_stay_over_5_days,20,0.8435812370383076,0.7147894452476493,0.14791104419254636
0,2019-04-06-1236,length_of_stay_over_7_days,20,0.8346970904184967,0.5598873352733239,0.11883677373117299
0,2019-04-06-1304,financialclass_binary,20,0.9193478034136232,0.9594959892428507,0.09908369741370684
0,2019-04-06-1330,age_gt_10_y,20,0.9987761788691245,0.9998903318420981,0.006624909183805464
0,2019-04-06-1359,age_gt_30_y,20,0.9748345611116077,0.9944775496789898,0.045024749739251406
0,2019-04-06-1431,age_gt_65_y,20,0.9037620257195772,0.8661452351747966,0.12292978622353223
0,2019-04-06-1504,gender_binary,20,0.8248476194267624,0.7850869497104215,0.17014745059613096
0,2019-04-06-1613,race_binary,20,0.9074356590039436,0.8360536541642865,0.09594422933883913
0,2019-04-06-1649,readmitted30d,30,0.7624444181080918,0.36953048387524834,0.10314287557824547
0,2019-04-06-1708,readmitted5d,30,0.6796848354372174,0.07205674087077168,0.03004088074251096
0,2019-04-06-1730,readmitted7d,30,0.6969547617519039,0.11216144785942067,0.04235509497961011
0,2019-04-06-1753,readmitted3d,30,0.650335334129343,0.0330671247132097,0.015922553935320306
0,2019-04-06-1821,length_of_stay_over_3_days,30,0.8368354740078663,0.8631103894271803,0.16106612321975589
0,2019-04-06-1850,length_of_stay_over_5_days,30,0.8479066791882564,0.7221440492530448,0.14585528291741454
0,2019-04-06-1914,length_of_stay_over_7_days,30,0.8396734488139208,0.5694368983964626,0.11734343484699332
0,2019-04-06-1939,financialclass_binary,30,0.9190360724088613,0.9591520552134242,0.09924683685852194
0,2019-04-06-2007,age_gt_10_y,30,0.9991994269207055,0.9999288987339198,0.005843027739133066
0,2019-04-06-2036,age_gt_30_y,30,0.9762237111619554,0.9947721652715713,0.043557609137908265
0,2019-04-06-2108,age_gt_65_y,30,0.9120024837101897,0.8776680431481027,0.11747723346262977
0,2019-04-06-2150,gender_binary,30,0.8421284658678221,0.806165927142595,0.16138296431075547
0,2019-04-06-2235,race_binary,30,0.9084910749593812,0.8384284084431609,0.09505524201494862
0,2019-04-06-2308,readmitted30d,40,0.7626055747325341,0.3701932452876471,0.10309195158688045
0,2019-04-06-2328,readmitted5d,40,0.6795553232706282,0.07215800838494912,0.03005679738859151
0,2019-04-06-2351,readmitted7d,40,0.6975766781655677,0.11320879612443917,0.04233759922251204
0,2019-04-07-0012,readmitted3d,40,0.6487201343379836,0.03296042758178447,0.015919155048512584
0,2019-04-07-0041,length_of_stay_over_3_days,40,0.8401139799480031,0.8662475589146614,0.15953752008308167
0,2019-04-07-0112,length_of_stay_over_5_days,40,0.8516645559868616,0.7289341738457028,0.14399483482766537
0,2019-04-07-0143,length_of_stay_over_7_days,40,0.8405777878377235,0.5710908473976729,0.1171143407488235
0,2019-04-07-0213,financialclass_binary,40,0.91992752618968,0.9595906829063493,0.09847619845544205
0,2019-04-07-0245,age_gt_10_y,40,0.9992518476751752,0.9999336497839904,0.005694556474588842
0,2019-04-07-0316,age_gt_30_y,40,0.9775063084592881,0.9950701561715212,0.042380085308118
0,2019-04-07-0355,age_gt_65_y,40,0.917583431946166,0.884827103341209,0.11374118838258308
0,2019-04-07-0445,gender_binary,40,0.8532739467837933,0.8195714123631886,0.1555656444298492
0,2019-04-07-0532,race_binary,40,0.9103591434836776,0.8420118266083211,0.09417884121168206
0,2019-04-07-0609,readmitted30d,50,0.7627655785279353,0.3706142487713888,0.10305045362455453
0,2019-04-07-0628,readmitted5d,50,0.6790964102666386,0.07196141109628587,0.03007457644906572
0,2019-04-07-0651,readmitted7d,50,0.6976513828231294,0.11327432768510792,0.04236043828068472
0,2019-04-07-0713,readmitted3d,50,0.6477021088048407,0.032466865584734314,0.015921956641829122
0,2019-04-07-0742,length_of_stay_over_3_days,50,0.8463264175542311,0.8725340874058806,0.15648751608613215
0,2019-04-07-0816,length_of_stay_over_5_days,50,0.8525999304681791,0.7305524142690634,0.14358018131770417
0,2019-04-07-0849,length_of_stay_over_7_days,50,0.8446575883229916,0.5803535204421457,0.11587424827251917
0,2019-04-07-0918,financialclass_binary,50,0.920875905927086,0.9602770873288836,0.09801638127075034
0,2019-04-07-0947,age_gt_10_y,50,0.9993708771721901,0.9999442364030647,0.00525977074261074
0,2019-04-07-1017,age_gt_30_y,50,0.9779335387133847,0.9951705558094244,0.041915362598569685
0,2019-04-07-1054,age_gt_65_y,50,0.9188753891792503,0.886720923677658,0.1127735985099214
0,2019-04-07-1144,gender_binary,50,0.865612852163413,0.8382774278757892,0.14870526949225665
0,2019-04-07-1235,race_binary,50,0.9106948173984857,0.8423623316511862,0.09377207043949735
0,2019-04-07-1308,readmitted30d,60,0.7630350391509617,0.3710249435458798,0.10302682633734807
0,2019-04-07-1327,readmitted5d,60,0.6808198929339981,0.07275350368169313,0.03006374426303446
0,2019-04-07-1348,readmitted7d,60,0.6982143418406586,0.11298171521205466,0.042355654335556776
0,2019-04-07-1410,readmitted3d,60,0.6493444957520432,0.032825517583767894,0.015920861831719233
0,2019-04-07-1441,length_of_stay_over_3_days,60,0.8468675904703624,0.8729409996651355,0.1561818633072584
0,2019-04-07-1516,length_of_stay_over_5_days,60,0.8532366148367627,0.731930819067288,0.1433565697335621
0,2019-04-07-1550,length_of_stay_over_7_days,60,0.8454607022591782,0.5825699229021261,0.115661865841314
0,2019-04-07-1622,financialclass_binary,60,0.9222721550755153,0.9609990345338296,0.097136593654313
0,2019-04-07-1652,age_gt_10_y,60,0.9994028867599791,0.9999471018535454,0.005150538594212141
0,2019-04-07-1724,age_gt_30_y,60,0.9786374295083131,0.9953471158402216,0.04141122500197951
0,2019-04-07-1801,age_gt_65_y,60,0.9260313350425287,0.8984836408805336,0.10764695125210773
0,2019-04-07-1849,gender_binary,60,0.8674392486985488,0.8398699754889628,0.14768499519024925
0,2019-04-07-1943,race_binary,60,0.9115175699112692,0.8435681445118987,0.09337783979763059
0,2019-04-08-1525,readmitted30d,283,0.7598086017720054,0.3796525704349534,0.10730242460519972
0,2019-04-08-1623,readmitted30d,283,0.7598086017720054,0.3796525704349534,0.10730242460519972
0,2019-04-09-1045,readmitted30d,285,0.760916431642189,0.3840455463317832,0.107158753614689
0,2019-04-09-1121,readmitted30d,285,0.760916431642189,0.3840455463317832,0.107158753614689
0,2019-04-09-1450,readmitted30d,285,0.760916431642189,0.3840455463317832,0.107158753614689
0,_2019-04-09-1529_,readmitted30d,285,0.760916431642189,0.3840455463317832,0.107158753614689
0,_2019-04-10-1555_,readmitted30d,285,0.7626700001176787,0.3825804127391309,0.10689303158986711
0,_2019-04-11-2136_,readmitted30d,285,0.7626700001176787,0.3825804127391309,0.10689303158986711
0,_2019-04-11-2325_,readmitted30d,285,0.7626700001176787,0.3825804127391309,0.10689303158986711
0,_2019-04-19-1725_,died_within_48_72h_of_admission_combined,174,0.8527424801636386,0.0230214981825509,0.000589045159783688
0,_2019-04-24-1950_,discharged_in_past_30d,284,0.9999998406140975,0.9999989882030785,1.676883675320054e-05
0,_2019-04-24-2023_,discharged_in_past_30d,283,0.9070403364703934,0.5576021406032357,0.07947604078921215
0,_2019-04-24-2204_,discharged_in_past_30d,281,0.8635050187586464,0.49179039247851664,0.08821496826778111
0,_2019-04-24-2245_,discharged_in_past_30d,279,0.8116936836908749,0.4172050102487115,0.09671742924490095
0,_2019-05-10-1158_,discharged_in_past_30d,279,0.8116936836908749,0.4172050102487115,0.09671742924490095
0,_2019-05-10-1213_,discharged_in_past_30d,279,0.8116936836908749,0.4172050102487115,0.09671742924490095
0,_2019-05-10-1244_,discharged_in_past_30d,279,0.8116936836908749,0.4172050102487115,0.09671742924490095
0,_2019-05-10-1315_,discharged_in_past_30d,279,0.8116936836908749,0.4172050102487115,0.09671742924490095
0,_2019-05-10-1336_,discharged_in_past_30d,279,0.8116936836908749,0.4172050102487115,0.09671742924490095
0,_2019-05-10-1404_,discharged_in_past_30d,279,0.8116936836908749,0.4172050102487115,0.09671742924490095
