,index,hours_from_admission_to_death_socialsecurity
269,316.9,1
270,33.81666666666667,1
271,3419.5333333333333,1
272,31.883333333333333,1
273,306.65,1
274,32.18333333333333,1
275,56.65,1
276,1594.75,1
277,1592.0,1
278,4832.85,1
279,486.1333333333333,1
280,299.4,1
281,251.33333333333334,1
282,97.25,1
283,1559.0,1
284,933.1,1
285,218.53333333333333,1
286,1565.0,1
287,7858.633333333333,1
288,289.1,1
289,221.78333333333333,1
290,291.65,1
291,959.1,1
292,186.41666666666666,1
293,1585.0,1
294,1310.9333333333334,1
295,514.4333333333333,1
296,516.9333333333333,1
297,3148.2166666666667,1
298,509.8833333333333,1
299,1708.5,1
300,169.58333333333334,1
301,1014.15,1
302,1012.1,1
303,2701.0833333333335,1
304,6.75,1
305,4516.4,1
306,193.78333333333333,1
307,167.66666666666666,1
308,3102.7166666666667,1
309,4485.6,1
310,2642.5833333333335,1
311,2624.5833333333335,1
312,965.85,1
313,606.5666666666667,1
314,576.8166666666667,1
315,3153.0333333333333,1
316,171.58333333333334,1
317,1019.85,1
318,4154.15,1
319,203.78333333333333,1
320,1374.4333333333334,1
321,1662.5,1
322,1671.75,1
323,2784.3333333333335,1
324,630.6833333333333,1
325,1680.25,1
326,16.9,1
327,2774.4166666666665,1
328,1423.4333333333334,1
329,1688.25,1
330,1463.6833333333334,1
331,269.65,1
332,637.1833333333333,1
333,172.41666666666666,1
334,3240.4666666666667,1
335,4136.65,1
336,2515.7833333333333,1
337,822.6833333333333,1
338,802.1833333333333,1
339,3701.2,1
340,254.3,1
341,823.5333333333333,1
342,159.31666666666666,1
343,1803.6166666666666,1
344,360.81666666666666,1
345,367.06666666666666,1
346,1059.2,1
347,697.25,1
348,419.0833333333333,1
349,1062.7,1
350,43.75,1
351,1234.95,1
352,126.36666666666666,1
353,2020.8833333333334,1
354,1232.55,1
355,1.3166666666666667,1
356,337.68333333333334,1
357,26.666666666666668,1
358,679.75,1
359,6854.583333333333,1
360,2404.6833333333334,1
361,440.6666666666667,1
362,441.6666666666667,1
363,150.93333333333334,1
364,438.1666666666667,1
365,1858.3833333333334,1
366,150.68333333333334,1
367,438.6666666666667,1
368,778.5333333333333,1
369,65.55,1
370,9.316666666666666,1
371,1124.95,1
372,433.1666666666667,1
373,3894.3,1
374,672.0,1
375,824.0333333333333,1
376,26.833333333333332,1
377,3657.45,1
378,863.9666666666667,1
379,245.3,1
380,128.43333333333334,1
381,2211.6833333333334,1
382,5143.066666666667,1
383,2214.0666666666666,1
384,55.78333333333333,1
385,24.833333333333332,1
386,895.9666666666667,1
387,1970.1333333333334,1
388,2180.6833333333334,1
389,123.38333333333334,1
390,5210.566666666667,1
391,749.75,1
392,393.9166666666667,1
393,5309.183333333333,1
394,391.9166666666667,1
395,755.5,1
396,756.75,1
397,2257.0666666666666,1
398,3783.8,1
399,55.46666666666667,1
400,2216.6833333333334,1
401,124.11666666666666,1
402,2049.9333333333334,1
403,715.5,1
404,1221.45,1
405,340.68333333333334,1
406,2069.6833333333334,1
407,2042.1166666666666,1
408,3.283333333333333,1
409,224.45,1
410,384.0,1
411,6484.416666666667,1
412,345.93333333333334,1
413,344.06666666666666,1
414,726.75,1
415,1992.6166666666666,1
416,733.5,1
417,3635.3,1
418,2307.4333333333334,1
419,798.0333333333333,1
420,54.28333333333333,1
421,935.2833333333333,1
422,294.93333333333334,1
423,80.3,1
424,59.96666666666667,1
425,295.68333333333334,1
426,488.6666666666667,1
427,1543.1166666666666,1
428,560.5,1
429,1542.8666666666666,1
430,561.75,1
431,191.56666666666666,1
432,299.18333333333334,1
433,3460.95,1
434,297.56666666666666,1
435,96.88333333333334,1
436,3507.2,1
437,188.68333333333334,1
438,219.95,1
439,550.5,1
440,288.18333333333334,1
441,34.25,1
442,1656.3666666666666,1
443,213.7,1
444,508.9166666666667,1
445,927.0333333333333,1
446,1369.05,1
447,310.93333333333334,1
448,1345.8,1
449,526.25,1
450,33.0,1
451,3532.55,1
452,531.5,1
453,532.25,1
454,313.81666666666666,1
455,181.93333333333334,1
456,3374.45,1
457,543.75,1
458,5069.816666666667,1
459,572.5,1
460,1324.45,1
461,368.43333333333334,1
462,987.5333333333333,1
463,206.2,1
464,1014.5333333333333,1
465,624.0,1
466,2786.0666666666666,1
467,3205.95,1
468,1464.95,1
469,200.7,1
470,270.06666666666666,1
471,634.75,1
472,173.81666666666666,1
473,3256.55,1
474,1691.1166666666666,1
475,2355.8166666666666,1
476,643.0,1
477,3910.3,1
478,645.0,1
479,244.2,1
480,2716.4333333333334,1
481,207.55,1
482,2716.0666666666666,1
483,1785.1333333333334,1
484,1490.55,1
485,36.25,1
486,581.5,1
487,196.95,1
488,477.9166666666667,1
489,2571.9333333333334,1
490,198.05,1
491,469.3333333333333,1
492,16.433333333333334,1
493,1534.45,1
494,961.4666666666667,1
495,195.7,1
496,89.05,1
497,1707.3666666666666,1
498,460.8333333333333,1
499,2700.9333333333334,1
500,386.5833333333333,1
501,1877.8,1
502,1056.0,1
503,1758.55,1
504,572.7833333333333,1
505,486.93333333333334,1
506,11.95,1
507,294.9166666666667,1
508,1586.05,1
509,488.06666666666666,1
510,1599.7,1
511,80.61666666666666,1
512,1570.7,1
513,221.06666666666666,1
514,552.9666666666667,1
515,4629.666666666667,1
516,492.31666666666666,1
517,3.75,1
518,601.7833333333333,1
519,10.3,1
520,605.2833333333333,1
521,4854.666666666667,1
522,3026.45,1
523,1313.1333333333334,1
524,539.4666666666667,1
525,3368.8166666666666,1
526,210.56666666666666,1
527,502.68333333333334,1
528,314.1666666666667,1
529,3337.4333333333334,1
530,5030.833333333333,1
531,313.5833333333333,1
532,913.0,1
533,926.5,1
534,913.75,1
535,1350.6333333333334,1
536,57.25,1
537,176.95,1
538,512.2833333333333,1
539,102.7,1
540,523.9666666666667,1
541,1754.7,1
542,2624.95,1
543,896.5,1
544,3125.4333333333334,1
545,4252.666666666667,1
546,2701.8,1
547,3316.0666666666666,1
548,262.6666666666667,1
549,169.95,1
550,263.4166666666667,1
551,169.55,1
552,457.31666666666666,1
553,608.7166666666667,1
554,4179.916666666667,1
555,1424.8833333333334,1
556,170.45,1
557,3274.0666666666666,1
558,1033.75,1
559,127.5,1
560,5735.366666666667,1
561,51.68333333333333,1
562,1007.0,1
563,266.8333333333333,1
564,268.8333333333333,1
565,2569.2,1
566,4532.916666666667,1
567,1526.8833333333334,1
568,471.18333333333334,1
569,1736.7,1
570,1737.8,1
571,92.13333333333334,1
572,3198.5666666666666,1
573,577.2833333333333,1
574,269.4166666666667,1
575,479.31666666666666,1
576,1760.45,1
577,274.5833333333333,1
578,273.9166666666667,1
579,196.81666666666666,1
580,1683.45,1
581,270.1666666666667,1
582,317.0833333333333,1
583,2219.95,1
584,4.383333333333334,1
585,1996.3,1
586,681.2833333333333,1
587,15.933333333333334,1
588,817.0,1
589,359.3333333333333,1
590,4068.6833333333334,1
591,357.1666666666667,1
592,4040.6833333333334,1
593,1830.95,1
594,4059.1833333333334,1
595,1835.8,1
596,2002.2,1
597,78.36666666666666,1
598,2113.55,1
599,1251.8666666666666,1
600,133.95,1
601,125.45,1
602,78.11666666666666,1
603,67.88333333333334,1
604,5807.416666666667,1
605,5835.666666666667,1
606,1109.1166666666666,1
607,2396.55,1
608,1132.8666666666666,1
609,2311.3,1
610,57.6,1
611,2332.05,1
612,654.7833333333333,1
613,15.316666666666666,1
614,23.166666666666668,1
615,2526.55,1
616,645.2833333333333,1
617,1897.95,1
618,3914.0666666666666,1
619,156.05,1
620,1056.1166666666666,1
621,50.25,1
622,805.25,1
623,1263.1333333333334,1
624,5524.666666666667,1
625,2220.3,1
626,5506.583333333333,1
627,759.2166666666667,1
628,387.81666666666666,1
629,867.0,1
630,1191.3833333333334,1
631,767.5333333333333,1
632,120.2,1
633,1927.3,1
634,1213.1166666666666,1
635,47.28333333333333,1
636,2197.7,1
637,1156.1166666666666,1
638,1155.8833333333334,1
639,395.43333333333334,1
640,239.68333333333334,1
641,239.43333333333334,1
642,1161.3666666666666,1
643,2229.95,1
644,5370.333333333333,1
645,3665.9333333333334,1
646,2024.3,1
647,414.93333333333334,1
648,726.0333333333333,1
649,134.7,1
650,1997.2,1
651,7.95,1
652,76.36666666666666,1
653,2064.2,1
654,3705.0666666666666,1
655,339.5833333333333,1
656,861.25,1
657,1236.6166666666666,1
658,5431.083333333333,1
659,2022.05,1
660,1236.3833333333334,1
661,3655.1833333333334,1
662,77.11666666666666,1
663,412.93333333333334,1
664,712.4333333333333,1
665,719.9833333333333,1
666,76.56666666666666,1
667,1031.4666666666667,1
668,76.78333333333333,1
669,129.4,1
670,1231.2166666666667,1
671,412.23333333333335,1
672,3707.766666666667,1
673,224.73333333333332,1
674,124.15,1
675,345.75,1
676,225.48333333333332,1
677,841.9166666666666,1
678,1271.2833333333333,1
679,135.35,1
680,1252.2833333333333,1
681,2128.6,1
682,2476.9,1
683,1055.5333333333333,1
684,1824.1,1
685,718.8833333333333,1
686,2021.1,1
687,858.8333333333334,1
688,1198.9666666666667,1
689,3743.983333333333,1
690,752.1166666666667,1
691,54.583333333333336,1
692,233.76666666666668,1
693,3752.983333333333,1
694,2255.15,1
695,5341.0,1
696,47.63333333333333,1
697,5424.0,1
698,334.5,1
699,3765.766666666667,1
700,335.0,1
701,2021.4,1
702,337.0,1
703,861.1666666666666,1
704,77.03333333333333,1
705,6798.233333333334,1
706,431.98333333333335,1
707,47.36666666666667,1
708,152.9,1
709,790.3333333333334,1
710,374.0,1
711,1089.7833333333333,1
712,119.65,1
713,1861.65,1
714,1140.9666666666667,1
715,241.01666666666668,1
716,2430.6,1
717,778.9166666666666,1
718,432.23333333333335,1
719,779.8333333333334,1
720,234.85,1
721,385.25,1
722,386.0,1
723,5352.516666666666,1
724,141.01666666666668,1
725,235.6,1
726,3938.016666666667,1
727,5956.5,1
728,2310.9,1
729,2557.9,1
730,1036.7833333333333,1
731,1039.2833333333333,1
732,358.0,1
733,2453.4,1
734,4082.766666666667,1
735,359.5,1
736,362.25,1
737,1799.6,1
738,49.666666666666664,1
739,5814.5,1
740,1058.9666666666667,1
741,365.5,1
742,699.3833333333333,1
743,157.1,1
744,369.75,1
745,118.9,1
746,8.9,1
747,883.0833333333334,1
748,2740.1,1
749,297.0,1
750,970.9166666666666,1
751,605.3666666666667,1
752,966.3333333333334,1
753,600.6166666666667,1
754,3128.983333333333,1
755,287.25,1
756,94.28333333333333,1
757,289.0,1
758,81.78333333333333,1
759,4637.25,1
760,221.48333333333332,1
761,557.6166666666667,1
762,1592.35,1
763,293.25,1
764,552.8666666666667,1
765,2962.85,1
766,947.3333333333334,1
767,29.233333333333334,1
768,4476.0,1
769,2577.4,1
770,29.766666666666666,1
771,1714.65,1
772,262.0,1
773,3315.516666666667,1
774,626.8833333333333,1
775,270.0,1
776,3263.983333333333,1
777,632.1333333333333,1
778,1491.4666666666667,1
779,7633.733333333334,1
780,989.6666666666666,1
781,4378.0,1
782,1763.4,1
783,991.3333333333334,1
784,61.583333333333336,1
785,985.4166666666666,1
786,4423.0,1
787,11.9,1
788,940.9166666666666,1
789,123.35,1
790,298.75,1
791,503.98333333333335,1
792,101.6,1
793,1624.1,1
794,317.0,1
795,317.25,1
796,317.5,1
797,5096.0,1
798,898.4166666666666,1
799,2899.65,1
800,320.0,1
801,322.25,1
802,5158.0,1
803,5167.5,1
804,72.78333333333333,1
805,2186.4,1
806,5234.5,1
807,744.1333333333333,1
808,3361.266666666667,1
809,314.75,1
810,1612.1,1
811,3407.266666666667,1
812,486.26666666666665,1
813,1332.2833333333333,1
814,572.1166666666667,1
815,219.26666666666668,1
816,3514.733333333333,1
817,1563.15,1
818,508.26666666666665,1
819,306.0,1
820,1394.9666666666667,1
821,1370.4666666666667,1
822,3411.483333333333,1
823,1354.7833333333333,1
824,527.3666666666667,1
825,309.5,1
826,215.98333333333332,1
827,3442.983333333333,1
828,1939.7833333333333,1
829,757.3333333333334,1
830,1201.15,1
831,1321.1,1
832,3111.85,1
833,194.35,1
834,966.3666666666667,1
835,1518.4,1
836,195.15,1
837,3124.85,1
838,287.98333333333335,1
839,1732.2166666666667,1
840,285.98333333333335,1
841,193.15,1
842,584.8333333333334,1
843,581.1666666666666,1
844,4450.483333333334,1
845,4463.983333333334,1
846,478.75,1
847,4416.483333333334,1
848,93.65,1
849,967.1166666666667,1
850,2639.983333333333,1
851,3108.9,1
852,201.65,1
853,631.3333333333334,1
854,628.6666666666666,1
855,627.9166666666666,1
856,2811.233333333333,1
857,455.25,1
858,3223.85,1
859,1002.1166666666667,1
860,2689.266666666667,1
861,462.0,1
862,6.716666666666667,1
863,456.75,1
864,38.666666666666664,1
865,170.98333333333332,1
866,263.98333333333335,1
867,3267.9,1
868,262.48333333333335,1
869,3023.983333333333,1
870,3498.4,1
871,5267.516666666666,1
872,3.6333333333333333,1
873,289.76666666666665,1
874,59.61666666666667,1
875,1303.1,1
876,98.28333333333333,1
877,1302.85,1
878,2887.516666666667,1
879,33.583333333333336,1
880,5116.983333333334,1
881,530.1666666666666,1
882,5063.983333333334,1
883,1397.6,1
884,2821.483333333333,1
885,310.76666666666665,1
886,177.76666666666668,1
887,1348.1,1
888,311.98333333333335,1
889,518.3333333333334,1
890,34.416666666666664,1
891,555.3333333333334,1
892,3583.4,1
893,1330.4,1
894,4856.266666666666,1
895,189.51666666666668,1
896,3033.766666666667,1
897,3511.1,1
898,219.65,1
899,144.0,1
900,7759.5,1
901,1537.7166666666667,1
902,944.8666666666667,1
903,3059.266666666667,1
904,560.3333333333334,1
905,3486.6,1
906,298.26666666666665,1
907,562.8333333333334,1
908,222.1,1
909,3572.65,1
910,1471.85,1
911,7248.5,1
912,264.51666666666665,1
913,173.73333333333332,1
914,1257.15,1
915,2.8333333333333335,1
916,124.78333333333333,1
917,1998.2166666666667,1
918,225.4,1
919,720.9166666666666,1
920,2063.983333333333,1
921,53.36666666666667,1
922,719.8333333333334,1
923,848.6166666666667,1
924,2034.2833333333333,1
925,2043.2166666666667,1
926,2025.7833333333333,1
927,2021.9666666666667,1
928,3649.35,1
929,341.98333333333335,1
930,131.26666666666668,1
931,2011.9666666666667,1
932,2137.016666666667,1
933,3635.15,1
934,5241.266666666666,1
935,143.98333333333332,1
936,6274.0,1
937,392.25,1
938,123.53333333333333,1
939,749.4166666666666,1
940,72.15,1
941,1155.9,1
942,5124.733333333334,1
943,125.96666666666667,1
944,2208.516666666667,1
945,6338.0,1
946,122.46666666666667,1
947,1954.9666666666667,1
948,400.75,1
949,52.13333333333333,1
950,728.0833333333334,1
951,2526.983333333333,1
952,6705.0,1
953,812.6166666666667,1
954,7.466666666666667,1
955,1134.4,1
956,2403.983333333333,1
957,1856.7166666666667,1
958,1870.2833333333333,1
959,779.1333333333333,1
960,241.35,1
961,789.6166666666667,1
962,655.6666666666666,1
963,434.0,1
964,798.1166666666667,1
965,795.3833333333333,1
966,245.9,1
967,1449.6,1
968,1685.4666666666667,1
969,999.6333333333333,1
970,1440.9,1
971,382.01666666666665,1
972,432.5,1
973,813.3833333333333,1
974,820.3666666666667,1
975,814.8666666666667,1
976,1806.2833333333333,1
977,1084.6,1
978,249.85,1
979,423.0,1
980,690.8333333333334,1
981,823.8833333333333,1
982,1037.6,1
983,432.0,1
984,822.1166666666667,1
985,682.9166666666666,1
986,6838.5,1
987,818.6166666666667,1
988,14.166666666666666,1
989,676.8333333333334,1
990,2484.733333333333,1
991,1014.1666666666666,1
992,2749.15,1
993,2045.1666666666667,1
994,4950.3,1
995,207.63333333333333,1
996,608.7666666666667,1
997,1424.4833333333333,1
998,463.53333333333336,1
999,1448.9833333333333,1
1000,105.83333333333333,1
1001,268.95,1
1002,993.2,1
1003,1688.3333333333333,1
1004,203.13333333333333,1
1005,105.16666666666667,1
1006,1005.8,1
1007,1464.7333333333333,1
1008,1676.4166666666667,1
1009,1467.5166666666667,1
1010,504.78333333333336,1
1011,309.05,1
1012,263.05,1
1013,282.95,1
1014,1731.3333333333333,1
1015,464.03333333333336,1
1016,1498.5166666666667,1
1017,2604.5,1
1018,1760.6666666666667,1
1019,577.7666666666667,1
1020,61.55,1
1021,163.75,1
1022,962.45,1
1023,604.7666666666667,1
1024,194.61666666666667,1
1025,3098.866666666667,1
1026,1517.2333333333333,1
1027,1515.5166666666667,1
1028,2644.0,1
1029,1511.9833333333333,1
1030,963.8,1
1031,2674.0,1
1032,3413.366666666667,1
1033,527.7333333333333,1
1034,29.716666666666665,1
1035,2842.75,1
1036,98.91666666666667,1
1037,1298.4833333333333,1
1038,1302.7666666666667,1
1039,3565.866666666667,1
1040,1567.3333333333333,1
1041,1327.7333333333333,1
1042,219.38333333333333,1
1043,1319.9833333333333,1
1044,1559.9166666666667,1
1045,1343.9833333333333,1
1046,3057.5,1
1047,1333.2666666666667,1
1048,561.5166666666667,1
1049,217.13333333333333,1
1050,12.0,1
1051,973.5166666666667,1
1052,969.0166666666667,1
1053,220.63333333333333,1
1054,2988.5,1
1055,1310.7333333333333,1
1056,101.91666666666667,1
1057,4879.95,1
1058,102.91666666666667,1
1059,1388.5166666666667,1
1060,33.766666666666666,1
1061,101.83333333333333,1
1062,317.55,1
1063,316.2,1
1064,33.516666666666666,1
1065,2978.25,1
1066,6.333333333333333,1
1067,2905.5,1
1068,1404.2333333333333,1
1069,534.4833333333333,1
1070,56.95,1
1071,100.16666666666667,1
1072,489.28333333333336,1
1073,3197.133333333333,1
1074,4444.8,1
1075,611.8666666666667,1
1076,2272.25,1
1077,135.0,1
1078,845.95,1
1079,6301.966666666666,1
1080,1980.3333333333333,1
1081,750.2333333333333,1
1082,746.7666666666667,1
1083,1155.7666666666667,1
1084,2212.5,1
1085,741.7666666666667,1
1086,891.8,1
1087,8.75,1
1088,2241.25,1
1089,140.75,1
1090,332.95,1
1091,2258.25,1
1092,2259.0,1
1093,766.4833333333333,1
1094,840.95,1
1095,124.83333333333333,1
1096,1994.9166666666667,1
1097,343.7,1
1098,2057.25,1
1099,2043.0833333333333,1
1100,341.05,1
1101,340.7,1
1102,1373.85,1
1103,3702.633333333333,1
1104,129.25,1
1105,2075.25,1
1106,725.7666666666667,1
1107,1247.9833333333333,1
1108,704.9833333333333,1
1109,25.966666666666665,1
1110,3673.133333333333,1
1111,125.91666666666667,1
1112,839.2,1
1113,842.45,1
1114,5357.95,1
1115,142.25,1
1116,587.2333333333333,1
1117,388.78333333333336,1
1118,2438.75,1
1119,1853.1666666666667,1
1120,1034.5166666666667,1
1121,680.9833333333333,1
1122,829.3,1
1123,828.55,1
1124,429.21666666666664,1
1125,1055.9833333333333,1
1126,4085.366666666667,1
1127,678.2333333333333,1
1128,2515.75,1
1129,690.9833333333333,1
1130,695.9833333333333,1
1131,423.46666666666664,1
1132,1078.0166666666667,1
1133,693.9833333333333,1
1134,10.0,1
1135,26.533333333333335,1
1136,438.53333333333336,1
1137,777.55,1
1138,773.3,1
1139,9.0,1
1140,68.73333333333333,1
1141,2314.25,1
1142,246.88333333333333,1
1143,3909.883333333333,1
1144,647.9833333333333,1
1145,1894.9166666666667,1
1146,1135.5166666666667,1
1147,240.88333333333333,1
1148,433.21666666666664,1
1149,1135.0166666666667,1
1150,241.36666666666667,1
1151,1132.2333333333333,1
1152,671.9833333333333,1
1153,1875.4166666666667,1
1154,48.7,1
1155,283.21666666666664,1
1156,3105.5,1
1157,1519.3333333333333,1
1158,2391.633333333333,1
1159,2239.633333333333,1
1160,3810.0,1
1161,392.05,1
1162,5203.783333333334,1
1163,2185.133333333333,1
1164,5241.716666666666,1
1165,1159.3333333333333,1
1166,138.36666666666667,1
1167,437.2,1
1168,436.05,1
1169,659.2,1
1170,9.383333333333333,1
1171,7.266666666666667,1
1172,1139.6666666666667,1
1173,659.55,1
1174,241.75,1
1175,3869.0,1
1176,3799.25,1
1177,6349.45,1
1178,14.75,1
1179,1226.0833333333333,1
1180,2168.883333333333,1
1181,125.73333333333333,1
1182,2157.616666666667,1
1183,77.91666666666667,1
1184,339.28333333333336,1
1185,707.3,1
1186,2060.383333333333,1
1187,1227.8333333333333,1
1188,1942.5166666666667,1
1189,2095.866666666667,1
1190,3701.25,1
1191,76.16666666666667,1
1192,850.0166666666667,1
1193,1.2833333333333334,1
1194,232.5,1
1195,333.53333333333336,1
1196,772.2666666666667,1
1197,1125.9166666666667,1
1198,4559.716666666666,1
1199,1113.1666666666667,1
1200,2525.383333333333,1
1201,2527.633333333333,1
1202,2532.616666666667,1
1203,1053.0833333333333,1
1204,2451.366666666667,1
1205,429.05,1
1206,114.26666666666667,1
1207,1040.9166666666667,1
1208,4.083333333333333,1
1209,674.8,1
1210,6890.45,1
1211,4063.25,1
1212,152.38333333333333,1
1213,684.55,1
1214,681.3,1
1215,1847.9833333333333,1
1216,4143.25,1
1217,1823.9833333333333,1
1218,1822.7666666666667,1
1219,250.0,1
1220,119.26666666666667,1
1221,1903.7666666666667,1
1222,1903.9833333333333,1
1223,5933.783333333334,1
1224,5950.533333333334,1
1225,1110.6666666666667,1
1226,651.45,1
1227,1919.9833333333333,1
1228,791.9833333333333,1
1229,1079.5833333333333,1
1230,247.25,1
1231,247.75,1
1232,1080.4166666666667,1
1233,1805.0166666666667,1
1234,1080.6666666666667,1
1235,361.21666666666664,1
1236,815.9833333333333,1
1237,1268.9166666666667,1
1238,721.05,1
1239,2165.133333333333,1
1240,225.0,1
1241,202.5,1
1242,3242.5,1
1243,632.7,1
1244,202.75,1
1245,268.21666666666664,1
1246,633.7,1
1247,1692.7333333333333,1
1248,174.86666666666667,1
1249,1683.5166666666667,1
1250,270.21666666666664,1
1251,16.033333333333335,1
1252,1711.0166666666667,1
1253,3279.5,1
1254,2738.633333333333,1
1255,4132.716666666666,1
1256,2690.883333333333,1
