,index,time_from_admission_to_death_socialsecurity
772,18 days 12:53:00.000000000,1
773,33 days 07:09:00.000000000,1
774,40 days 01:28:00.000000000,1
775,33 days 13:15:00.000000000,1
776,54 days 02:29:00.000000000,1
777,3 days 04:10:00.000000000,1
778,100 days 03:59:00.000000000,1
779,13 days 05:30:00.000000000,1
780,26 days 02:53:00.000000000,1
781,48 days 03:53:00.000000000,1
782,22 days 08:06:00.000000000,1
783,64 days 06:52:00.000000000,1
784,78 days 03:25:00.000000000,1
785,154 days 18:28:00.000000000,1
786,133 days 13:57:00.000000000,1
787,6 days 06:41:00.000000000,1
788,9 days 18:51:00.000000000,1
789,84 days 08:18:00.000000000,1
790,23 days 08:30:00.000000000,1
791,8 days 02:37:00.000000000,1
792,22 days 04:15:00.000000000,1
793,105 days 06:50:00.000000000,1
794,54 days 23:59:00.000000000,1
795,23 days 09:31:00.000000000,1
796,0 days 11:32:00.000000000,1
797,8 days 10:45:00.000000000,1
798,63 days 07:20:00.000000000,1
799,79 days 10:26:00.000000000,1
800,0 days 07:28:00.000000000,1
801,9 days 17:46:00.000000000,1
802,18 days 08:40:00.000000000,1
803,9 days 05:47:00.000000000,1
804,28 days 09:17:00.000000000,1
805,15 days 05:30:00.000000000,1
806,109 days 08:35:00.000000000,1
807,57 days 11:19:00.000000000,1
808,28 days 12:33:00.000000000,1
809,11 days 06:00:00.000000000,1
810,7 days 09:46:00.000000000,1
811,6 days 19:45:00.000000000,1
812,121 days 01:30:00.000000000,1
813,20 days 07:09:00.000000000,1
814,12 days 01:06:00.000000000,1
815,35 days 06:56:00.000000000,1
816,39 days 04:55:00.000000000,1
817,104 days 12:58:00.000000000,1
818,15 days 11:06:00.000000000,1
819,127 days 09:30:00.000000000,1
820,15 days 01:22:00.000000000,1
821,11 days 06:13:00.000000000,1
822,17 days 06:36:00.000000000,1
823,11 days 19:13:00.000000000,1
824,20 days 06:08:00.000000000,1
825,60 days 00:54:00.000000000,1
826,26 days 09:42:00.000000000,1
827,10 days 05:54:00.000000000,1
828,9 days 07:40:00.000000000,1
829,85 days 09:56:00.000000000,1
830,17 days 04:56:00.000000000,1
831,24 days 11:14:00.000000000,1
832,3 days 12:45:00.000000000,1
833,14 days 07:52:00.000000000,1
834,28 days 07:45:00.000000000,1
835,143 days 10:59:00.000000000,1
836,21 days 12:56:00.000000000,1
837,71 days 03:22:00.000000000,1
838,50 days 21:27:00.000000000,1
839,13 days 01:35:00.000000000,1
840,14 days 03:35:00.000000000,1
841,151 days 11:09:00.000000000,1
842,24 days 01:17:00.000000000,1
843,8 days 23:59:00.000000000,1
844,49 days 15:23:00.000000000,1
845,119 days 14:08:00.000000000,1
846,9 days 05:04:00.000000000,1
847,96 days 07:18:00.000000000,1
848,16 days 10:51:00.000000000,1
849,185 days 10:29:00.000000000,1
850,75 days 06:17:00.000000000,1
851,19 days 23:19:00.000000000,1
852,26 days 19:00:00.000000000,1
853,84 days 05:58:00.000000000,1
854,46 days 09:10:00.000000000,1
855,56 days 04:06:00.000000000,1
856,35 days 21:10:00.000000000,1
857,28 days 08:59:00.000000000,1
858,28 days 21:59:00.000000000,1
859,37 days 11:09:00.000000000,1
860,1 days 00:50:00.000000000,1
861,12 days 10:16:00.000000000,1
862,29 days 23:59:00.000000000,1
863,0 days 06:45:00.000000000,1
864,127 days 05:22:00.000000000,1
865,142 days 11:32:00.000000000,1
866,1 days 09:46:00.000000000,1
867,218 days 09:43:00.000000000,1
868,204 days 22:02:00.000000000,1
869,42 days 11:51:00.000000000,1
870,86 days 05:41:00.000000000,1
871,29 days 16:26:00.000000000,1
872,24 days 08:50:00.000000000,1
873,211 days 05:49:00.000000000,1
874,64 days 23:00:00.000000000,1
875,21 days 08:17:00.000000000,1
876,13 days 04:12:00.000000000,1
877,12 days 01:46:00.000000000,1
878,98 days 05:25:00.000000000,1
879,13 days 02:10:00.000000000,1
880,56 days 10:47:00.000000000,1
881,66 days 07:19:00.000000000,1
882,72 days 03:20:00.000000000,1
883,84 days 05:06:00.000000000,1
884,51 days 09:04:00.000000000,1
885,15 days 04:21:00.000000000,1
886,0 days 23:10:00.000000000,1
887,0 days 22:09:00.000000000,1
888,61 days 00:44:00.000000000,1
889,88 days 01:33:00.000000000,1
890,24 days 07:36:00.000000000,1
891,13 days 22:30:00.000000000,1
892,6 days 23:28:00.000000000,1
893,88 days 15:47:00.000000000,1
894,221 days 05:11:00.000000000,1
895,4 days 05:36:00.000000000,1
896,5 days 03:32:00.000000000,1
897,45 days 09:47:00.000000000,1
898,11 days 05:39:00.000000000,1
899,75 days 22:46:00.000000000,1
900,43 days 02:31:00.000000000,1
901,74 days 23:36:00.000000000,1
902,59 days 08:30:00.000000000,1
903,2 days 13:35:00.000000000,1
904,136 days 10:04:00.000000000,1
905,84 days 04:53:00.000000000,1
906,16 days 11:26:00.000000000,1
907,16 days 09:24:00.000000000,1
908,40 days 13:31:00.000000000,1
909,23 days 10:50:00.000000000,1
910,11 days 03:02:00.000000000,1
911,157 days 15:48:00.000000000,1
912,37 days 14:16:00.000000000,1
913,83 days 05:12:00.000000000,1
914,152 days 09:27:00.000000000,1
915,61 days 06:50:00.000000000,1
916,42 days 23:28:00.000000000,1
917,43 days 10:26:00.000000000,1
918,6 days 09:05:00.000000000,1
919,12 days 05:15:00.000000000,1
920,58 days 12:14:00.000000000,1
921,226 days 00:00:00.000000000,1
922,17 days 15:28:00.000000000,1
923,63 days 06:24:00.000000000,1
924,93 days 02:02:00.000000000,1
925,13 days 02:45:00.000000000,1
926,5 days 15:00:00.000000000,1
927,61 days 00:57:00.000000000,1
928,24 days 05:30:00.000000000,1
929,66 days 01:00:00.000000000,1
930,61 days 07:51:00.000000000,1
931,5 days 04:50:00.000000000,1
932,103 days 12:44:00.000000000,1
933,13 days 05:00:00.000000000,1
934,19 days 15:11:00.000000000,1
935,20 days 12:19:00.000000000,1
936,47 days 05:26:00.000000000,1
937,2 days 01:40:00.000000000,1
938,1 days 23:38:00.000000000,1
939,279 days 09:00:00.000000000,1
940,46 days 18:15:00.000000000,1
941,3 days 05:55:00.000000000,1
942,14 days 05:59:00.000000000,1
943,30 days 21:46:00.000000000,1
944,8 days 04:57:00.000000000,1
945,19 days 02:24:00.000000000,1
946,201 days 08:51:00.000000000,1
947,45 days 00:25:00.000000000,1
948,177 days 04:40:00.000000000,1
949,148 days 13:52:00.000000000,1
950,38 days 09:22:00.000000000,1
951,90 days 08:53:00.000000000,1
952,63 days 22:27:00.000000000,1
953,4 days 06:15:00.000000000,1
954,14 days 08:36:00.000000000,1
955,37 days 10:25:00.000000000,1
956,55 days 16:20:00.000000000,1
957,223 days 18:20:00.000000000,1
958,18 days 02:00:00.000000000,1
959,11 days 10:35:00.000000000,1
960,12 days 03:39:00.000000000,1
961,5 days 20:40:00.000000000,1
962,0 days 09:00:00.000000000,1
963,61 days 11:20:00.000000000,1
964,41 days 03:32:00.000000000,1
965,64 days 01:43:00.000000000,1
966,29 days 01:15:00.000000000,1
967,98 days 11:40:00.000000000,1
968,9 days 23:26:00.000000000,1
969,52 days 03:00:00.000000000,1
970,85 days 20:23:00.000000000,1
971,72 days 09:48:00.000000000,1
972,2 days 02:15:00.000000000,1
973,32 days 04:16:00.000000000,1
974,164 days 00:58:00.000000000,1
975,145 days 18:24:00.000000000,1
976,1 days 10:25:00.000000000,1
977,115 days 14:25:00.000000000,1
978,93 days 10:10:00.000000000,1
979,35 days 01:55:00.000000000,1
980,5 days 06:04:00.000000000,1
981,0 days 15:19:00.000000000,1
982,105 days 06:33:00.000000000,1
983,2 days 11:37:00.000000000,1
984,83 days 06:13:00.000000000,1
985,23 days 20:47:00.000000000,1
986,5 days 03:23:00.000000000,1
987,80 days 22:31:00.000000000,1
988,153 days 01:08:00.000000000,1
989,57 days 02:28:00.000000000,1
990,26 days 06:57:00.000000000,1
991,33 days 21:23:00.000000000,1
992,5 days 11:16:00.000000000,1
993,62 days 10:31:00.000000000,1
994,100 days 06:28:00.000000000,1
995,35 days 18:50:00.000000000,1
996,27 days 11:33:00.000000000,1
997,9 days 03:57:00.000000000,1
998,21 days 04:55:00.000000000,1
999,19 days 06:00:00.000000000,1
1000,167 days 01:58:00.000000000,1
1001,51 days 10:57:00.000000000,1
1002,2 days 00:42:00.000000000,1
1003,12 days 11:11:00.000000000,1
1004,5 days 23:59:00.000000000,1
1005,19 days 08:02:00.000000000,1
1006,49 days 07:45:00.000000000,1
1007,31 days 05:45:00.000000000,1
1008,90 days 20:41:00.000000000,1
1009,10 days 22:00:00.000000000,1
1010,16 days 00:00:00.000000000,1
1011,5 days 03:30:00.000000000,1
1012,160 days 23:20:00.000000000,1
1013,16 days 07:38:00.000000000,1
1014,7 days 08:57:00.000000000,1
1015,212 days 08:00:00.000000000,1
1016,53 days 09:35:00.000000000,1
1017,4 days 10:26:00.000000000,1
1018,0 days 08:54:00.000000000,1
1019,89 days 05:58:00.000000000,1
1020,21 days 23:22:00.000000000,1
1021,69 days 06:30:00.000000000,1
1022,1 days 01:58:00.000000000,1
1023,40 days 07:07:00.000000000,1
1024,10 days 01:22:00.000000000,1
1025,24 days 01:46:00.000000000,1
1026,51 days 03:50:00.000000000,1
1027,22 days 06:29:00.000000000,1
1028,32 days 21:37:00.000000000,1
1029,67 days 04:06:00.000000000,1
1030,28 days 04:50:00.000000000,1
1031,152 days 07:11:00.000000000,1
1032,13 days 05:33:00.000000000,1
1033,135 days 16:33:00.000000000,1
1034,85 days 05:10:00.000000000,1
1035,106 days 13:54:00.000000000,1
1036,72 days 04:13:00.000000000,1
1037,7 days 01:33:00.000000000,1
1038,7 days 03:35:00.000000000,1
1039,26 days 13:11:00.000000000,1
1040,19 days 13:20:00.000000000,1
1041,65 days 03:09:00.000000000,1
1042,60 days 08:59:00.000000000,1
1043,79 days 07:46:00.000000000,1
1044,7 days 13:23:00.000000000,1
1045,214 days 07:04:00.000000000,1
1046,9 days 08:27:00.000000000,1
1047,33 days 10:11:00.000000000,1
1048,33 days 06:07:00.000000000,1
1049,7 days 12:22:00.000000000,1
1050,123 days 10:51:00.000000000,1
1051,1 days 10:15:00.000000000,1
1052,47 days 11:40:00.000000000,1
1053,218 days 02:30:00.000000000,1
1054,107 days 19:10:00.000000000,1
1055,85 days 02:07:00.000000000,1
1056,79 days 07:59:00.000000000,1
1057,8 days 02:45:00.000000000,1
1058,2 days 06:35:00.000000000,1
1059,152 days 17:56:00.000000000,1
1060,2 days 17:33:00.000000000,1
1061,34 days 12:33:00.000000000,1
1062,161 days 05:00:00.000000000,1
1063,42 days 06:32:00.000000000,1
1064,8 days 07:50:00.000000000,1
1065,44 days 00:00:00.000000000,1
1066,16 days 07:55:00.000000000,1
1067,12 days 11:24:00.000000000,1
1068,45 days 06:04:00.000000000,1
1069,9 days 14:55:00.000000000,1
1070,17 days 15:00:00.000000000,1
1071,18 days 01:10:00.000000000,1
1072,28 days 02:48:00.000000000,1
1073,68 days 01:01:00.000000000,1
1074,22 days 03:30:00.000000000,1
1075,20 days 23:59:00.000000000,1
1076,13 days 20:57:00.000000000,1
1077,234 days 02:54:00.000000000,1
1078,21 days 04:16:00.000000000,1
1079,12 days 09:00:00.000000000,1
1080,4 days 02:31:00.000000000,1
1081,8 days 03:50:00.000000000,1
1082,50 days 03:00:00.000000000,1
1083,18 days 23:15:00.000000000,1
1084,28 days 23:34:00.000000000,1
1085,124 days 02:15:00.000000000,1
1086,40 days 05:44:00.000000000,1
1087,26 days 10:12:00.000000000,1
1088,25 days 05:22:00.000000000,1
1089,76 days 23:59:00.000000000,1
1090,1 days 09:31:00.000000000,1
1091,7 days 09:32:00.000000000,1
1092,202 days 06:40:00.000000000,1
1093,8 days 08:42:00.000000000,1
1094,17 days 11:05:00.000000000,1
1095,52 days 15:08:00.000000000,1
1096,86 days 16:02:00.000000000,1
1097,44 days 22:01:00.000000000,1
1098,57 days 20:31:00.000000000,1
1099,35 days 05:57:00.000000000,1
1100,5 days 03:21:00.000000000,1
1101,177 days 04:07:00.000000000,1
1102,28 days 23:59:00.000000000,1
1103,35 days 10:01:00.000000000,1
1104,146 days 07:06:00.000000000,1
1105,34 days 07:32:00.000000000,1
1106,62 days 03:28:00.000000000,1
1107,4 days 23:39:00.000000000,1
1108,3 days 21:39:00.000000000,1
1109,13 days 04:54:00.000000000,1
1110,79 days 01:57:00.000000000,1
1111,46 days 08:00:00.000000000,1
1112,2 days 13:33:00.000000000,1
1113,20 days 21:57:00.000000000,1
1114,97 days 10:47:00.000000000,1
1115,23 days 04:51:00.000000000,1
1116,93 days 09:15:00.000000000,1
1117,186 days 12:00:00.000000000,1
1118,113 days 04:26:00.000000000,1
1119,10 days 04:12:00.000000000,1
1120,8 days 06:05:00.000000000,1
1121,36 days 19:05:00.000000000,1
1122,161 days 10:05:00.000000000,1
1123,136 days 15:30:00.000000000,1
1124,162 days 21:53:00.000000000,1
1125,98 days 07:55:00.000000000,1
1126,29 days 22:53:00.000000000,1
1127,65 days 21:01:00.000000000,1
1128,0 days 11:57:00.000000000,1
1129,3 days 04:22:00.000000000,1
1130,80 days 19:47:00.000000000,1
1131,30 days 00:55:00.000000000,1
1132,41 days 01:25:00.000000000,1
1133,158 days 04:05:00.000000000,1
1134,10 days 07:15:00.000000000,1
1135,146 days 10:44:00.000000000,1
1136,26 days 04:54:00.000000000,1
1137,5 days 05:58:00.000000000,1
1138,19 days 02:18:00.000000000,1
1139,45 days 04:11:00.000000000,1
1140,6 days 07:58:00.000000000,1
1141,44 days 03:12:00.000000000,1
1142,8 days 21:42:00.000000000,1
1143,37 days 03:48:00.000000000,1
1144,31 days 02:46:00.000000000,1
1145,1 days 05:14:00.000000000,1
1146,154 days 11:46:00.000000000,1
1147,14 days 07:42:00.000000000,1
1148,129 days 12:54:00.000000000,1
1149,108 days 09:02:00.000000000,1
1150,15 days 06:52:00.000000000,1
1151,8 days 19:40:00.000000000,1
1152,7 days 21:31:00.000000000,1
1153,13 days 21:32:00.000000000,1
1154,10 days 14:18:00.000000000,1
1155,5 days 07:30:00.000000000,1
1156,27 days 11:12:00.000000000,1
1157,55 days 10:24:00.000000000,1
1158,31 days 23:32:00.000000000,1
1159,39 days 23:59:00.000000000,1
1160,0 days 16:54:00.000000000,1
1161,223 days 00:31:00.000000000,1
1162,19 days 07:32:00.000000000,1
1163,70 days 11:07:00.000000000,1
1164,82 days 02:08:00.000000000,1
1165,29 days 06:06:00.000000000,1
1166,3 days 05:02:00.000000000,1
1167,154 days 09:04:00.000000000,1
1168,2 days 11:58:00.000000000,1
1169,3 days 08:18:00.000000000,1
1170,138 days 03:31:00.000000000,1
1171,120 days 18:35:00.000000000,1
1172,85 days 08:43:00.000000000,1
1173,0 days 07:45:00.000000000,1
1174,264 days 13:27:00.000000000,1
1175,21 days 01:09:00.000000000,1
1176,62 days 16:55:00.000000000,1
1177,49 days 19:26:00.000000000,1
1178,0 days 10:00:00.000000000,1
1179,20 days 14:24:00.000000000,1
1180,90 days 05:08:00.000000000,1
1181,53 days 01:45:00.000000000,1
1182,5 days 15:21:00.000000000,1
1183,71 days 07:01:00.000000000,1
1184,47 days 07:31:00.000000000,1
1185,23 days 03:20:00.000000000,1
1186,14 days 08:04:00.000000000,1
1187,9 days 05:29:00.000000000,1
1188,206 days 06:18:00.000000000,1
1189,10 days 11:20:00.000000000,1
1190,20 days 06:16:00.000000000,1
1191,54 days 14:56:00.000000000,1
1192,37 days 03:26:00.000000000,1
1193,77 days 22:17:00.000000000,1
1194,94 days 01:04:00.000000000,1
1195,0 days 03:41:00.000000000,1
1196,11 days 04:50:00.000000000,1
1197,5 days 09:15:00.000000000,1
1198,8 days 03:42:00.000000000,1
1199,5 days 21:01:00.000000000,1
1200,129 days 04:20:00.000000000,1
1201,103 days 04:54:00.000000000,1
1202,21 days 23:44:00.000000000,1
1203,45 days 04:19:00.000000000,1
1204,6 days 15:19:00.000000000,1
1205,88 days 16:36:00.000000000,1
1206,189 days 23:43:00.000000000,1
1207,5 days 23:25:00.000000000,1
1208,21 days 05:53:00.000000000,1
1209,20 days 06:56:00.000000000,1
1210,93 days 07:38:00.000000000,1
1211,7 days 23:34:00.000000000,1
1212,10 days 22:40:00.000000000,1
1213,14 days 09:45:00.000000000,1
1214,5 days 09:24:00.000000000,1
1215,92 days 08:41:00.000000000,1
1216,11 days 06:04:00.000000000,1
1217,4 days 05:00:00.000000000,1
1218,192 days 21:40:00.000000000,1
1219,63 days 03:31:00.000000000,1
1220,0 days 00:38:00.000000000,1
1221,21 days 00:47:00.000000000,1
1222,66 days 08:21:00.000000000,1
1223,52 days 23:17:00.000000000,1
1224,57 days 02:25:00.000000000,1
1225,22 days 06:51:00.000000000,1
1226,6 days 23:40:00.000000000,1
1227,11 days 09:55:00.000000000,1
1228,6 days 12:03:00.000000000,1
1229,112 days 02:53:00.000000000,1
1230,16 days 00:53:00.000000000,1
1231,140 days 01:16:00.000000000,1
1232,71 days 10:39:00.000000000,1
1233,120 days 09:13:00.000000000,1
1234,38 days 01:00:00.000000000,1
1235,2 days 19:53:00.000000000,1
1236,59 days 08:53:00.000000000,1
1237,64 days 07:07:00.000000000,1
1238,23 days 08:20:00.000000000,1
1239,92 days 03:41:00.000000000,1
1240,1 days 09:49:00.000000000,1
1241,3 days 06:07:00.000000000,1
1242,0 days 03:45:00.000000000,1
1243,33 days 06:02:00.000000000,1
1244,10 days 01:01:00.000000000,1
1245,12 days 21:30:00.000000000,1
1246,66 days 10:45:00.000000000,1
1247,133 days 05:08:00.000000000,1
1248,2 days 03:41:00.000000000,1
1249,110 days 02:35:00.000000000,1
1250,5 days 01:11:00.000000000,1
1251,94 days 16:15:00.000000000,1
1252,16 days 01:15:00.000000000,1
1253,10 days 05:18:00.000000000,1
1254,138 days 04:10:00.000000000,1
1255,124 days 12:30:00.000000000,1
1256,3 days 20:08:00.000000000,1
1257,216 days 19:47:00.000000000,1
1258,30 days 01:03:00.000000000,1
1259,14 days 03:21:00.000000000,1
1260,18 days 09:40:00.000000000,1
1261,21 days 10:26:00.000000000,1
1262,8 days 01:09:00.000000000,1
1263,13 days 05:07:00.000000000,1
1264,12 days 04:43:00.000000000,1
1265,34 days 01:00:00.000000000,1
1266,33 days 23:59:00.000000000,1
1267,81 days 10:58:00.000000000,1
1268,44 days 04:26:00.000000000,1
1269,25 days 08:43:00.000000000,1
1270,51 days 08:33:00.000000000,1
1271,65 days 10:42:00.000000000,1
1272,41 days 18:07:00.000000000,1
1273,168 days 08:41:00.000000000,1
1274,51 days 12:37:00.000000000,1
1275,58 days 14:30:00.000000000,1
1276,47 days 07:01:00.000000000,1
1277,91 days 02:20:00.000000000,1
1278,28 days 18:59:00.000000000,1
1279,18 days 00:14:00.000000000,1
1280,92 days 09:47:00.000000000,1
1281,9 days 09:24:00.000000000,1
1282,284 days 22:30:00.000000000,1
1283,32 days 22:20:00.000000000,1
1284,55 days 01:06:00.000000000,1
1285,119 days 05:07:00.000000000,1
1286,210 days 23:59:00.000000000,1
1287,21 days 08:51:00.000000000,1
1288,55 days 12:17:00.000000000,1
1289,20 days 08:40:00.000000000,1
1290,20 days 22:41:00.000000000,1
1291,210 days 02:51:00.000000000,1
1292,5 days 22:15:00.000000000,1
1293,11 days 05:25:00.000000000,1
1294,300 days 03:21:00.000000000,1
1295,185 days 00:07:00.000000000,1
1296,83 days 19:58:00.000000000,1
1297,190 days 20:17:00.000000000,1
1298,14 days 01:41:00.000000000,1
1299,0 days 01:17:00.000000000,1
1300,174 days 03:55:00.000000000,1
1301,92 days 23:35:00.000000000,1
1302,21 days 01:18:00.000000000,1
1303,34 days 08:02:00.000000000,1
1304,7 days 06:47:00.000000000,1
1305,19 days 21:55:00.000000000,1
1306,75 days 03:37:00.000000000,1
1307,104 days 19:47:00.000000000,1
1308,55 days 23:15:00.000000000,1
1309,51 days 02:05:00.000000000,1
1310,23 days 00:52:00.000000000,1
1311,0 days 12:28:00.000000000,1
1312,47 days 12:58:00.000000000,1
1313,8 days 09:39:00.000000000,1
1314,42 days 06:10:00.000000000,1
1315,12 days 10:45:00.000000000,1
1316,82 days 22:15:00.000000000,1
1317,140 days 08:49:00.000000000,1
1318,113 days 04:04:00.000000000,1
