,index,temperature_discharge
281,104.30000305175781,2
282,7.300000190734863,2
283,209.3000030517578,2
284,108.0,2
285,86.5,2
286,9.899999618530273,2
287,88.5,2
288,9.800000190734863,2
289,88.4000015258789,2
290,7.699999809265137,2
291,33.29999923706055,2
292,105.9000015258789,2
293,46.599998474121094,1
294,45.0,1
295,44.79999923706055,1
296,46.20000076293945,1
297,145.89999389648438,1
298,146.3000030517578,1
299,9.100000381469727,1
300,104.5999984741211,1
301,35.5,1
302,7.5,1
303,43.5,1
304,146.6999969482422,1
305,48.599998474121094,1
306,48.70000076293945,1
307,48.900001525878906,1
308,35.099998474121094,1
309,115.9000015258789,1
310,49.5,1
311,116.19999694824219,1
312,57.0,1
313,57.20000076293945,1
314,32.599998474121094,1
315,145.39999389648438,1
316,123.80000305175781,1
317,43.400001525878906,1
318,43.29999923706055,1
319,104.80000305175781,1
320,129.60000610351562,1
321,96.62000274658203,1
322,131.0,1
323,8.300000190734863,1
324,133.3000030517578,1
325,206.8000030517578,1
326,208.39999389648438,1
327,208.89999389648438,1
328,136.39999389648438,1
329,8.600000381469727,1
330,62.79999923706055,1
331,38.79999923706055,1
332,96.9800033569336,1
333,7.900000095367432,1
334,39.099998474121094,1
335,39.20000076293945,1
336,39.599998474121094,1
337,39.900001525878906,1
338,41.5,1
339,125.5999984741211,1
340,42.29999923706055,1
341,143.0,1
342,127.9000015258789,1
343,147.1999969482422,1
344,43.0,1
345,43.20000076293945,1
346,105.5,1
347,69.5,1
348,63.5,1
349,86.19999694824219,1
350,149.5,1
351,85.9000015258789,1
352,108.30000305175781,1
353,85.69999694824219,1
354,149.1999969482422,1
355,114.0999984741211,1
356,84.5999984741211,1
357,84.5,1
358,84.4000015258789,1
359,84.19999694824219,1
360,83.5,1
361,83.0999984741211,1
362,82.69999694824219,1
363,82.4000015258789,1
364,82.19999694824219,1
365,81.69999694824219,1
366,5.099999904632568,1
367,86.0999984741211,1
368,150.10000610351562,1
369,7.199999809265137,1
370,86.69999694824219,1
371,99.68000030517578,1
372,90.4000015258789,1
373,105.5999984741211,1
374,90.5999984741211,1
375,89.30000305175781,1
376,105.69999694824219,1
377,99.31999969482422,1
378,88.80000305175781,1
379,88.5999984741211,1
380,106.30000305175781,1
381,98.95999908447266,1
382,1.0,1
383,87.9000015258789,1
384,98.77999877929688,1
385,106.9000015258789,1
386,87.30000305175781,1
387,9.399999618530273,1
388,116.0999984741211,1
389,80.5999984741211,1
390,80.19999694824219,1
391,80.0999984741211,1
392,72.9000015258789,1
393,72.0999984741211,1
394,72.0,1
395,71.5999984741211,1
396,70.0,1
397,69.9000015258789,1
398,69.69999694824219,1
399,69.5999984741211,1
400,69.4000015258789,1
401,69.0,1
402,67.80000305175781,1
403,67.69999694824219,1
404,67.4000015258789,1
405,67.30000305175781,1
406,67.19999694824219,1
407,67.0,1
408,66.80000305175781,1
409,73.5999984741211,1
410,74.30000305175781,1
411,74.9000015258789,1
412,78.0999984741211,1
413,80.0,1
414,79.80000305175781,1
415,79.4000015258789,1
416,79.30000305175781,1
417,79.19999694824219,1
418,79.0,1
419,78.80000305175781,1
420,78.0,1
421,75.0,1
422,77.9000015258789,1
423,77.5,1
424,0.30000001192092896,1
425,76.5999984741211,1
426,76.30000305175781,1
427,76.0,1
428,75.69999694824219,1
429,81.0,1
