,index,length_of_stay_in_days
401,1.9715278148651123,290
402,1.9486111402511597,290
403,2.909722328186035,290
404,1.8347222805023193,290
405,2.0569443702697754,290
406,3.2291667461395264,290
407,2.184027671813965,289
408,1.9354166984558105,289
409,2.0090277194976807,289
410,1.994444489479065,289
411,1.1909722089767456,289
412,2.9201388359069824,289
413,1.8604166507720947,289
414,2.2361111640930176,289
415,1.8881944417953491,289
416,2.871527671813965,289
417,0.7881944179534912,288
418,1.0152777433395386,288
419,2.7291667461395264,288
420,1.9090278148651123,288
421,1.9215277433395386,287
422,2.28125,287
423,1.9187500476837158,286
424,2.02013897895813,286
425,0.7222222089767456,286
426,1.929861068725586,286
427,3.2083332538604736,286
428,1.961111068725586,286
429,1.40625,286
430,2.2013888359069824,286
431,2.6770832538604736,285
432,2.047222137451172,285
433,1.2013888359069824,285
434,2.8923611640930176,285
435,0.8090277910232544,285
436,1.9701389074325562,285
437,1.1388888359069824,285
438,1.6736111640930176,285
439,1.2638888359069824,285
440,2.019444465637207,285
441,2.9236111640930176,285
442,2.9826388359069824,285
443,2.625,285
444,1.9638888835906982,285
445,1.9263888597488403,285
446,0.7256944179534912,284
447,2.7604167461395264,284
448,2.1701388359069824,284
449,1.1423611640930176,284
450,3.15625,284
451,0.9020833373069763,284
452,1.993749976158142,284
453,3.003472328186035,284
454,1.7118055820465088,284
455,2.9513888359069824,283
456,2.902777671813965,283
457,1.8409721851348877,283
458,2.0020833015441895,283
459,2.000694513320923,283
460,2.9548611640930176,283
461,0.7534722089767456,283
462,1.7013888359069824,283
463,0.625,283
464,2.256944417953491,283
465,0.9694444537162781,283
466,3.069444417953491,283
467,1.9784722328186035,283
468,1.8520833253860474,283
469,3.0138888359069824,282
470,1.3645833730697632,282
471,1.9645832777023315,282
472,1.9152777194976807,282
473,0.8402777910232544,282
474,1.59375,282
475,3.1666667461395264,281
476,2.784722328186035,281
477,1.9458333253860474,281
478,2.0131945610046387,281
479,1.8652777671813965,281
480,1.9604166746139526,281
481,0.956250011920929,281
482,1.3333333730697632,281
483,2.039583444595337,281
484,2.284722328186035,281
485,2.0361111164093018,281
486,2.756944417953491,281
487,0.9979166388511658,281
488,2.4375,281
489,1.8722221851348877,281
490,1.3090277910232544,281
491,0.8951388597488403,281
492,0.6979166865348816,281
493,1.9145833253860474,280
494,2.246527671813965,280
495,1.6944444179534912,280
496,3.2916667461395264,280
497,1.9819444417953491,280
498,0.7569444179534912,279
499,2.0597221851348877,279
500,2.868055582046509,279
501,1.074305534362793,279
502,1.2361111640930176,279
503,2.2986111640930176,279
504,2.027083396911621,279
505,1.9736111164093018,279
506,1.9416667222976685,279
507,1.9277777671813965,279
508,1.9833333492279053,279
509,2.3854167461395264,279
510,3.038194417953491,279
511,2.899305582046509,279
512,3.0451388359069824,279
513,0.6805555820465088,278
514,1.8902777433395386,278
515,2.944444417953491,278
516,1.8763889074325562,278
517,1.9555555582046509,278
518,1.9423611164093018,278
519,1.9381943941116333,278
520,2.0715277194976807,278
521,2.0298612117767334,278
522,2.0444445610046387,277
523,2.031944513320923,277
524,3.1354167461395264,277
525,2.9861111640930176,277
526,1.7048611640930176,277
527,1.53125,277
528,1.7465277910232544,277
529,1.8076388835906982,277
530,1.7902777194976807,277
531,1.6388888359069824,277
532,3.027777671813965,276
533,2.0250000953674316,276
534,1.7666666507720947,276
535,0.7152777910232544,276
536,1.8972222805023193,276
537,2.050694465637207,276
538,2.0333333015441895,276
539,1.6909722089767456,276
540,2.0374999046325684,276
541,2.0256943702697754,276
542,1.9326388835906982,276
543,2.0368056297302246,276
544,2.4166667461395264,276
545,2.0638887882232666,275
546,1.2604166269302368,275
547,1.4375,275
548,2.0062499046325684,275
549,2.3888888359069824,275
550,2.0888888835906982,275
551,1.8659722805023193,275
552,1.9333332777023315,275
553,1.0472222566604614,275
554,0.9090277552604675,275
555,2.0291666984558105,275
556,1.0020833015441895,275
557,1.962499976158142,275
558,1.9874999523162842,275
559,2.0215277671813965,275
560,1.867361068725586,275
561,1.886805534362793,274
562,1.3541666269302368,274
563,1.9680556058883667,274
564,1.8895833492279053,274
565,1.9020832777023315,274
566,2.0909721851348877,274
567,1.974305510520935,274
568,2.0527777671813965,274
569,0.9034722447395325,274
570,1.925694465637207,274
571,2.6458332538604736,274
572,0.9736111164093018,274
573,1.6527777910232544,274
574,1.0465277433395386,274
575,1.2152777910232544,274
576,2.0722222328186035,274
577,0.9041666388511658,273
578,2.2201387882232666,273
579,3.1770832538604736,273
580,1.7944444417953491,273
581,1.9104167222976685,273
582,2.8576388359069824,273
583,1.34375,273
584,1.9506944417953491,273
585,1.9902777671813965,273
586,1.8145833015441895,273
587,0.7743055820465088,273
588,1.375,273
589,1.9284722805023193,273
590,2.008333444595337,272
591,1.28125,272
592,2.0680556297302246,272
593,2.0805554389953613,272
594,2.6875,272
595,1.5208333730697632,272
596,2.3645832538604736,272
597,1.3229166269302368,272
598,0.6597222089767456,272
599,1.8291666507720947,272
600,2.5625,272
601,1.9361110925674438,272
602,3.065972328186035,272
603,3.059027671813965,272
604,1.8875000476837158,272
605,0.9388889074325562,272
606,0.9215278029441833,271
607,2.043750047683716,271
608,1.931249976158142,271
609,1.3854166269302368,271
610,1.943750023841858,271
611,1.900694489479065,271
612,2.722222328186035,271
613,2.993055582046509,271
614,3.024305582046509,271
615,1.7937500476837158,271
616,2.049999952316284,271
617,1.625,271
618,1.0715277194976807,271
619,2.0340278148651123,271
620,1.9402778148651123,271
621,1.8041666746139526,271
622,1.8930555582046509,270
623,2.1027777194976807,270
624,1.9673610925674438,270
625,1.863194465637207,270
626,1.9562499523162842,270
627,2.0409722328186035,270
628,2.305555582046509,270
629,2.01111102104187,270
630,1.9041666984558105,270
631,2.0881943702697754,270
632,1.2569444179534912,270
633,1.0083333253860474,269
634,2.081249952316284,269
635,2.0847222805023193,269
636,2.046527862548828,269
637,1.4166666269302368,269
638,2.0923612117767334,269
639,1.070138931274414,269
640,1.992361068725586,269
641,2.46875,269
642,3.21875,269
643,3.006944417953491,269
644,2.035416603088379,269
645,1.5902777910232544,269
646,1.9590277671813965,269
647,2.022916555404663,269
648,1.9729167222976685,269
649,0.6770833134651184,269
650,1.9694443941116333,269
651,1.911805510520935,269
652,1.2673611640930176,269
653,1.8798611164093018,269
654,0.9944444298744202,268
655,1.3958333730697632,268
656,3.097222328186035,268
657,3.131944417953491,268
658,1.9395833015441895,268
659,2.7986111640930176,268
660,0.9423611164093018,268
661,1.0756944417953491,268
662,1.9500000476837158,268
663,0.65625,268
664,2.074305534362793,268
665,1.5833333730697632,268
666,2.2048611640930176,268
667,1.8486111164093018,268
668,1.0145833492279053,268
669,2.0097222328186035,268
670,2.4583332538604736,268
671,1.0159722566604614,268
672,1.2708333730697632,267
673,1.0444444417953491,267
674,1.9520833492279053,267
675,2.288194417953491,267
676,1.2847222089767456,267
677,1.9249999523162842,267
678,1.8590277433395386,267
679,0.9770833253860474,267
680,1.0111111402511597,267
681,2.3263888359069824,267
682,2.120833396911621,267
683,2.0326387882232666,267
684,3.3333332538604736,266
685,2.0145833492279053,266
686,1.9909722805023193,266
687,0.8381944298744202,266
688,2.371527671813965,266
689,3.1875,266
690,2.136805534362793,266
691,2.058333396911621,266
692,2.0458333492279053,266
693,1.7791666984558105,266
694,1.963194489479065,266
695,1.6111111640930176,266
696,0.9152777791023254,266
697,1.9388889074325562,266
698,2.097916603088379,266
699,2.1194443702697754,265
700,1.943055510520935,265
701,3.1979167461395264,265
702,1.9888888597488403,265
703,2.2673611640930176,265
704,1.899999976158142,265
705,2.030555486679077,265
706,2.038888931274414,265
707,2.6979167461395264,265
708,3.9166667461395264,265
709,0.9534721970558167,265
710,1.2986111640930176,265
711,2.8888888359069824,265
712,0.6354166865348816,265
713,2.0986111164093018,265
714,1.8326388597488403,265
715,1.0125000476837158,264
716,2.0048611164093018,264
717,1.100000023841858,264
718,1.9368056058883667,264
719,2.0965278148651123,264
720,0.9111111164093018,264
721,1.8416666984558105,264
722,1.0958333015441895,264
723,1.4791666269302368,264
724,2.7951388359069824,264
725,0.6944444179534912,264
726,0.6909722089767456,264
727,3.2604167461395264,264
728,1.9868055582046509,264
729,1.3784722089767456,264
730,3.1111111640930176,264
731,3.0173611640930176,264
732,1.2430555820465088,264
733,1.8534722328186035,264
734,2.6354167461395264,263
735,1.793055534362793,263
736,2.277777671813965,263
737,1.6006944179534912,263
738,2.004166603088379,263
739,1.8847222328186035,263
740,1.9993056058883667,263
741,2.023611068725586,263
742,1.3263888359069824,263
743,2.0479166507720947,263
744,2.043055534362793,263
745,0.6458333134651184,263
746,2.04236102104187,263
747,1.0499999523162842,263
748,2.13611102104187,263
749,1.2777777910232544,263
750,1.9229166507720947,263
751,2.347222328186035,263
752,0.9145833253860474,263
753,2.309027671813965,263
754,1.9847222566604614,263
755,2.274305582046509,262
756,1.9666666984558105,262
757,2.0284721851348877,262
758,2.805555582046509,262
759,1.9111111164093018,262
760,1.6840277910232544,262
761,1.9659721851348877,262
762,0.9777777791023254,262
763,1.8979166746139526,261
764,2.061805486679077,261
765,2.815972328186035,261
766,0.7326388955116272,261
767,1.8916666507720947,261
768,3.96875,261
769,0.9937499761581421,261
770,1.912500023841858,261
771,1.8624999523162842,261
772,1.9055556058883667,261
773,0.918749988079071,261
774,0.9451388716697693,260
775,1.913888931274414,260
776,2.054861068725586,260
777,2.4479167461395264,260
778,2.0493054389953613,260
779,1.0006943941116333,260
780,1.2916666269302368,260
781,1.4583333730697632,260
782,1.8770833015441895,260
783,2.109027862548828,260
784,2.715277671813965,260
785,1.3472222089767456,260
786,1.9958332777023315,260
787,0.9333333373069763,260
788,1.868749976158142,260
789,1.894444465637207,260
790,1.3159722089767456,260
791,2.7673611640930176,260
792,2.0402777194976807,259
793,0.8277778029441833,259
794,2.066666603088379,259
795,2.4791667461395264,259
796,2.5,259
797,1.0013889074325562,259
798,2.063194513320923,259
799,2.8263888359069824,259
800,1.9472222328186035,259
801,1.5104166269302368,259
802,2.0958333015441895,259
803,2.0673611164093018,259
804,1.7965277433395386,259
805,1.0229166746139526,259
806,1.8250000476837158,259
807,1.818055510520935,259
808,1.8583333492279053,259
809,2.143749952316284,259
810,1.1749999523162842,259
811,3.034722328186035,259
812,1.0777777433395386,258
813,1.0916666984558105,258
814,1.9069443941116333,258
815,1.0784722566604614,258
816,2.1784722805023193,258
817,1.056944489479065,258
818,1.849305510520935,258
819,3.0763888359069824,258
820,1.949305534362793,258
821,0.8770833611488342,258
822,1.9208333492279053,258
823,0.9854166507720947,258
824,2.113194465637207,258
825,1.8166667222976685,258
826,2.65625,258
827,2.0534722805023193,257
828,1.800694465637207,257
829,0.8354166746139526,257
830,2.011805534362793,257
831,2.0166666507720947,257
832,2.054166555404663,257
833,1.0458333492279053,257
834,3.3020832538604736,257
835,1.0812499523162842,257
836,1.9222222566604614,257
837,1.4270833730697632,257
838,2.3958332538604736,257
839,1.1201388835906982,257
840,2.40625,257
841,2.1347222328186035,257
842,1.869444489479065,256
843,1.0263888835906982,256
844,1.8729166984558105,256
845,1.7097222805023193,256
846,1.9708333015441895,256
847,1.6805555820465088,256
848,1.824305534362793,256
849,0.9486111402511597,256
850,2.0645833015441895,256
851,3.055555582046509,256
852,1.6423611640930176,256
853,1.9034721851348877,256
854,1.6041666269302368,256
855,0.9673610925674438,256
856,2.1236112117767334,256
857,1.851388931274414,256
858,2.077777862548828,256
859,1.850000023841858,256
860,2.0576388835906982,256
861,1.8340277671813965,256
862,0.8826388716697693,256
863,2.094444513320923,256
864,1.9770833253860474,256
865,0.8972222208976746,255
866,1.6215277910232544,255
867,2.1729166507720947,255
868,3.8645832538604736,255
869,1.0180555582046509,255
870,1.786805510520935,255
871,0.6527777910232544,255
872,0.8756944537162781,255
873,2.0951387882232666,255
874,2.015277862548828,255
875,3.100694417953491,255
876,0.9798611402511597,255
877,1.0090277194976807,255
878,1.8423610925674438,255
879,0.9520833492279053,255
880,2.253472328186035,255
881,1.818750023841858,255
882,1.9812500476837158,255
883,1.8277777433395386,255
884,1.8388888835906982,255
885,2.809027671813965,255
886,2.819444417953491,255
887,1.1604167222976685,254
888,2.133333444595337,254
889,1.2256944179534912,254
890,1.975000023841858,254
891,2.1465277671813965,254
892,0.8388888835906982,254
893,2.788194417953491,254
894,1.9048610925674438,254
895,1.8118056058883667,254
896,2.3298611640930176,254
897,1.8562500476837158,254
898,2.10486102104187,254
899,1.0166666507720947,254
900,0.9708333611488342,254
901,2.3611111640930176,254
902,0.9888888597488403,254
903,2.262500047683716,254
904,0.9319444298744202,254
905,0.9194444417953491,254
906,0.7965278029441833,254
907,0.8861111402511597,254
908,0.5729166865348816,254
909,0.9298611283302307,254
910,1.7999999523162842,254
911,3.28125,253
912,2.1583333015441895,253
913,2.0875000953674316,253
914,0.6145833134651184,253
915,2.1201388835906982,253
916,0.9013888835906982,253
917,1.918055534362793,253
918,2.6041667461395264,253
919,0.9277777671813965,253
920,2.777777671813965,253
921,1.5520833730697632,253
922,3.2708332538604736,253
923,1.8208333253860474,253
924,2.0562500953674316,253
925,1.9777777194976807,253
926,0.9763888716697693,253
927,2.0611112117767334,252
928,3.1701388359069824,252
929,1.0888888835906982,252
930,1.806944489479065,252
931,2.089583396911621,252
932,0.8798611164093018,252
933,1.056249976158142,252
934,1.0493055582046509,252
935,1.8111110925674438,252
936,0.8763889074325562,252
937,0.9701389074325562,252
938,1.0652778148651123,252
939,1.988194465637207,252
940,1.8465278148651123,252
941,1.9798611402511597,252
942,1.8097221851348877,252
943,0.9284722208976746,252
944,3.8333332538604736,252
945,3.180555582046509,252
946,1.831944465637207,252
947,1.8256944417953491,252
948,1.007638931274414,252
949,3.128472328186035,252
950,1.8215277194976807,252
951,2.012500047683716,251
952,2.0687499046325684,251
953,0.9729166626930237,251
954,2.0027778148651123,251
955,2.2951388359069824,251
956,2.070833444595337,251
957,1.0930556058883667,251
958,2.8298611640930176,251
959,1.8756943941116333,251
960,2.350694417953491,251
961,0.7361111044883728,251
962,3.086805582046509,251
963,2.934027671813965,251
964,1.5416666269302368,251
965,0.949305534362793,251
966,3.1076388359069824,251
967,2.0791666507720947,251
968,1.1118055582046509,251
969,1.9194444417953491,251
970,0.9666666388511658,251
971,1.5,251
972,1.1402777433395386,251
973,1.119444489479065,251
974,0.981249988079071,251
975,2.319444417953491,251
976,0.7013888955116272,251
977,0.9902777671813965,251
978,2.1340277194976807,250
979,1.0750000476837158,250
980,0.8458333611488342,250
981,0.8736110925674438,250
982,1.3194444179534912,250
983,2.070138931274414,250
984,1.4027777910232544,250
985,1.8013888597488403,250
986,1.8354166746139526,250
987,0.9527778029441833,250
988,1.3368055820465088,250
989,1.3993055820465088,250
990,1.7833333015441895,250
991,1.8305555582046509,250
992,1.6284722089767456,250
993,1.081944465637207,250
994,3.163194417953491,250
995,1.769444465637207,250
996,0.7048611044883728,250
997,1.0284721851348877,250
998,1.0333333015441895,250
999,0.9819444417953491,250
1000,1.8138889074325562,250
1001,1.130555510520935,250
1002,1.8701388835906982,249
1003,1.9986110925674438,249
1004,1.0479166507720947,249
1005,0.8062499761581421,249
1006,2.0604166984558105,249
1007,2.680555582046509,249
1008,1.898611068725586,249
1009,1.8791667222976685,249
1010,1.9159722328186035,249
1011,0.9555555582046509,249
1012,1.773611068725586,249
1013,2.1708333492279053,249
1014,3.121527671813965,249
1015,2.102083444595337,249
1016,2.1034722328186035,249
1017,1.738194465637207,249
1018,2.081944465637207,249
1019,0.9645833373069763,249
1020,1.0437500476837158,249
1021,0.9430555701255798,249
1022,2.336805582046509,249
1023,2.1965277194976807,249
1024,1.7625000476837158,249
1025,1.0402777194976807,249
1026,1.7763888835906982,249
1027,0.6701388955116272,249
1028,1.8569444417953491,249
1029,0.8909721970558167,249
1030,1.019444465637207,248
1031,4.0,248
1032,1.0097222328186035,248
1033,3.118055582046509,248
1034,1.3298611640930176,248
1035,1.1333333253860474,248
1036,0.9076389074325562,248
1037,2.168750047683716,248
1038,1.9083333015441895,248
1039,2.1472222805023193,248
1040,1.881250023841858,248
1041,1.8173611164093018,248
1042,1.088194489479065,248
1043,2.0652778148651123,248
1044,1.7861111164093018,248
1045,0.9659722447395325,248
1046,2.0756945610046387,248
1047,1.1729166507720947,248
1048,1.855555534362793,248
1049,0.9784722328186035,247
1050,1.117361068725586,247
1051,0.9291666746139526,247
1052,1.8666666746139526,247
1053,0.8180555701255798,247
1054,1.804861068725586,247
1055,1.005555510520935,247
1056,2.1847221851348877,247
1057,1.1854166984558105,247
1058,0.7118055820465088,247
1059,2.5104167461395264,247
1060,0.9590277671813965,247
1061,2.164583444595337,247
1062,1.880555510520935,247
1063,0.6840277910232544,247
1064,2.186805486679077,247
1065,1.0534722805023193,247
1066,1.099305510520935,247
1067,2.5416667461395264,247
1068,1.8743056058883667,247
1069,1.2326388359069824,247
1070,1.8027777671813965,247
1071,2.743055582046509,247
1072,1.0319443941116333,246
1073,2.381944417953491,246
1074,1.8777778148651123,246
1075,2.17638897895813,246
1076,2.315972328186035,246
1077,0.8729166388511658,246
1078,0.918055534362793,246
1079,1.9291666746139526,246
1080,1.1034722328186035,246
1081,2.1548612117767334,246
1082,1.8965277671813965,246
1083,1.0340278148651123,246
1084,2.155555486679077,246
1085,2.1937499046325684,246
1086,1.4895833730697632,246
1087,1.931944489479065,246
1088,0.9458333253860474,245
1089,1.087499976158142,245
1090,0.9416666626930237,245
1091,2.746527671813965,245
1092,1.0597221851348877,245
1093,3.9479167461395264,245
1094,0.9083333611488342,245
1095,0.949999988079071,245
1096,1.1020833253860474,245
1097,1.113194465637207,245
1098,1.945138931274414,245
1099,1.755555510520935,245
1100,2.0916666984558105,245
1101,1.7819443941116333,245
1102,1.0986111164093018,245
1103,1.8548611402511597,245
1104,1.7590277194976807,245
1105,1.1222221851348877,245
1106,0.9631944298744202,245
1107,1.0805555582046509,245
1108,1.820138931274414,244
1109,2.1159722805023193,244
