,index,length_of_stay_in_days
11839,8.147916793823242,29
11840,8.58680534362793,29
11841,6.47777795791626,29
11842,9.813888549804688,29
11843,6.487500190734863,29
11844,8.109722137451172,29
11845,9.939583778381348,29
11846,8.095833778381348,29
11847,8.08055591583252,29
11848,6.5215277671813965,29
11849,6.525694370269775,29
11850,8.037500381469727,29
11851,9.697221755981445,29
11852,7.215972423553467,29
11853,7.700694561004639,29
11854,7.570138931274414,29
11855,7.343055725097656,29
11856,0.0069444444961845875,29
11857,10.034028053283691,29
11858,7.54027795791626,29
11859,10.03819465637207,29
11860,7.370139122009277,29
11861,7.378472328186035,29
11862,7.3847222328186035,29
11863,7.388194561004639,29
11864,7.392361164093018,29
11865,10.054861068725586,29
11866,7.394444465637207,29
11867,7.519444465637207,29
11868,9.966666221618652,29
11869,7.3965277671813965,29
11870,8.566666603088379,29
11871,0.02638888917863369,29
11872,7.440972328186035,29
11873,7.4784722328186035,29
11874,7.445138931274414,29
11875,7.452777862548828,29
11876,10.024999618530273,29
11877,7.320138931274414,29
11878,7.227083206176758,29
11879,7.590972423553467,29
11880,7.682639122009277,29
11881,9.984722137451172,29
11882,7.455555438995361,29
11883,7.675000190734863,29
11884,7.672916889190674,29
11885,7.2520833015441895,29
11886,10.729166984558105,29
11887,7.647916793823242,29
11888,9.677083015441895,29
11889,7.269444465637207,29
11890,7.637499809265137,29
11891,7.270138740539551,29
11892,7.273611068725586,29
11893,7.627777576446533,29
11894,7.911110877990723,29
11895,7.609027862548828,29
11896,7.304166793823242,29
11897,7.306250095367432,29
11898,10.645833015441895,29
11899,7.313889026641846,29
11900,10.628472328186035,29
11901,10.934027671813965,29
11902,8.130555152893066,29
11903,6.338889122009277,29
11904,6.313194274902344,29
11905,8.855555534362793,29
11906,9.008333206176758,29
11907,8.378472328186035,29
11908,9.016666412353516,29
11909,9.01805591583252,29
11910,9.02013874053955,29
11911,9.024999618530273,29
11912,6.346527576446533,29
11913,11.963889122009277,29
11914,8.318750381469727,29
11915,9.079166412353516,29
11916,8.291666984558105,29
11917,8.290277481079102,29
11918,9.094444274902344,29
11919,6.382638931274414,29
11920,9.095833778381348,29
11921,9.858333587646484,29
11922,6.313889026641846,29
11923,8.997221946716309,29
11924,9.856249809265137,29
11925,8.994444847106934,29
11926,5.486805438995361,29
11927,8.133333206176758,29
11928,8.572916984558105,29
11929,8.56944465637207,29
11930,6.488888740539551,29
11931,5.531944274902344,29
11932,8.733333587646484,29
11933,8.552083015441895,29
11934,9.908333778381348,29
11935,8.49305534362793,29
11936,8.277777671813965,29
11937,6.25902795791626,29
11938,8.677778244018555,29
11939,11.8125,29
11940,6.29027795791626,29
11941,11.870833396911621,29
11942,8.981249809265137,29
11943,9.85763931274414,29
11944,6.485416889190674,29
11945,8.25694465637207,29
11946,6.438889026641846,29
11947,8.231249809265137,29
11948,11.979166984558105,29
11949,8.222916603088379,29
11950,10.974305152893066,29
11951,10.970833778381348,29
11952,9.13611125946045,29
11953,8.20763874053955,29
11954,9.145833015441895,29
11955,6.393055438995361,29
11956,6.419444561004639,29
11957,6.390277862548828,29
11958,6.390972137451172,29
11959,9.117361068725586,29
11960,10.965277671813965,29
11961,6.404860973358154,29
11962,8.202083587646484,29
11963,9.115278244018555,29
11964,8.922916412353516,28
11965,10.958333015441895,28
11966,10.029861450195312,28
11967,9.10763931274414,28
11968,8.932639122009277,28
11969,8.942360877990723,28
11970,9.879166603088379,28
11971,8.943055152893066,28
11972,9.621527671813965,28
11973,10.01805591583252,28
11974,9.152777671813965,28
11975,8.95555591583252,28
11976,9.855555534362793,28
11977,12.86805534362793,28
11978,8.737500190734863,28
11979,10.041666984558105,28
11980,8.860416412353516,28
11981,10.14236068725586,28
11982,8.86180591583252,28
11983,10.941666603088379,28
11984,7.344444274902344,28
11985,9.208333015441895,28
11986,9.843055725097656,28
11987,12.885416984558105,28
11988,8.872221946716309,28
11989,9.915277481079102,28
11990,8.100000381469727,28
11991,8.884721755981445,28
11992,8.889583587646484,28
11993,9.16319465637207,28
11994,9.59375,28
11995,10.04513931274414,28
11996,8.959028244018555,28
11997,8.95763874053955,28
11998,10.697916984558105,28
11999,10.006250381469727,28
12000,9.027083396911621,28
12001,9.786805152893066,28
12002,10.791666984558105,28
12003,9.112500190734863,28
12004,10.79513931274414,28
12005,9.081250190734863,28
12006,10.98611068725586,28
12007,9.084028244018555,28
12008,7.233333110809326,28
12009,9.769444465637207,28
12010,9.109027862548828,28
12011,9.28125,28
12012,9.963889122009277,28
12013,10.816666603088379,28
12014,9.765277862548828,28
12015,9.95763874053955,28
12016,9.737500190734863,28
12017,9.962499618530273,28
12018,10.784722328186035,28
12019,9.946527481079102,28
12020,8.827083587646484,28
12021,9.83680534362793,28
12022,8.968055725097656,28
12023,9.659722328186035,28
12024,9.818055152893066,28
12025,9.887499809265137,28
12026,8.974305152893066,28
12027,9.23611068725586,28
12028,8.98194408416748,28
12029,8.984027862548828,28
12030,8.985416412353516,28
12031,10.972916603088379,28
12032,10.73263931274414,28
12033,10.739583015441895,28
12034,9.13888931274414,28
12035,9.002083778381348,28
12036,9.922222137451172,28
12037,9.920833587646484,28
12038,9.913888931274414,28
12039,9.190972328186035,28
12040,7.434027671813965,28
12041,9.907638549804688,28
12042,7.587500095367432,28
12043,7.383333206176758,28
12044,7.393750190734863,28
12045,7.429861068725586,28
12046,7.431944370269775,28
12047,7.438889026641846,28
12048,7.454861164093018,28
12049,7.474999904632568,28
12050,7.4902777671813965,28
12051,7.497222423553467,28
12052,7.5291666984558105,28
12053,7.561110973358154,28
12054,7.563889026641846,28
12055,7.578472137451172,28
12056,7.581944465637207,28
12057,7.58680534362793,28
12058,7.372222423553467,28
12059,7.368750095367432,28
12060,7.309722423553467,28
12061,8.977777481079102,28
12062,6.592360973358154,28
12063,6.606944561004639,28
12064,8.659028053283691,28
12065,6.609722137451172,28
12066,6.636111259460449,28
12067,11.0,28
12068,10.5,28
12069,7.304861068725586,28
12070,8.55555534362793,28
12071,11.072916984558105,28
12072,7.222916603088379,28
12073,7.236805438995361,28
12074,7.242361068725586,28
12075,9.788888931274414,28
12076,8.5625,28
12077,7.60277795791626,28
12078,6.536110877990723,28
12079,7.621527671813965,28
12080,8.178472518920898,28
12081,8.191666603088379,28
12082,11.79513931274414,28
12083,8.193750381469727,28
12084,8.204166412353516,28
12085,8.212499618530273,28
12086,8.226388931274414,28
12087,8.260416984558105,28
12088,8.29861068725586,28
12089,8.30138874053955,28
12090,8.302083015441895,28
12091,8.315972328186035,28
12092,8.347916603088379,28
12093,8.42361068725586,28
12094,8.385416984558105,28
12095,8.175694465637207,28
12096,8.17430591583252,28
12097,8.165277481079102,28
12098,12.03125,28
12099,7.624305725097656,28
12100,7.631249904632568,28
12101,8.53125,28
12102,7.651389122009277,28
12103,7.721527576446533,28
12104,12.06944465637207,28
12105,8.023611068725586,28
12106,8.161805152893066,28
12107,8.096528053283691,28
12108,8.11180591583252,28
12109,8.112500190734863,28
12110,8.116666793823242,28
12111,8.139583587646484,28
12112,8.14305591583252,28
12113,6.5916666984558105,28
12114,11.893750190734863,28
12115,6.443055629730225,28
12116,6.4708333015441895,28
12117,8.704166412353516,28
12118,6.4902777671813965,28
12119,5.609722137451172,28
12120,6.500694274902344,28
12121,6.238888740539551,28
12122,6.501389026641846,28
12123,7.688889026641846,28
12124,6.4354166984558105,28
12125,6.348610877990723,28
12126,6.522916793823242,28
12127,5.546527862548828,28
12128,6.395138740539551,28
12129,8.717361450195312,28
12130,6.3652777671813965,28
12131,6.470139026641846,28
12132,6.406944274902344,28
12133,8.720138549804688,28
12134,6.386805534362793,28
12135,6.449999809265137,28
12136,6.526389122009277,28
12137,8.709722518920898,28
12138,8.719444274902344,28
12139,6.3847222328186035,28
12140,7.629166603088379,27
12141,8.009027481079102,27
12142,7.629860877990723,27
12143,10.71875,27
12144,7.636111259460449,27
12145,8.706250190734863,27
12146,9.270833015441895,27
12147,7.747222423553467,27
12148,7.768055438995361,27
12149,8.884027481079102,27
12150,7.64722204208374,27
12151,7.650000095367432,27
12152,10.75694465637207,27
12153,7.849999904632568,27
12154,10.76736068725586,27
12155,10.809027671813965,27
12156,7.801388740539551,27
12157,8.898611068725586,27
12158,8.67638874053955,27
12159,9.34375,27
12160,7.266666889190674,27
12161,7.366666793823242,27
12162,8.847916603088379,27
12163,9.877778053283691,27
12164,7.486111164093018,27
12165,11.885416984558105,27
12166,8.746527671813965,27
12167,7.493750095367432,27
12168,7.504860877990723,27
12169,9.899999618530273,27
12170,8.822221755981445,27
12171,7.53125,27
12172,8.583333015441895,27
12173,7.531944274902344,27
12174,7.550694465637207,27
12175,8.54861068725586,27
12176,7.554166793823242,27
12177,6.436110973358154,27
12178,10.0,27
12179,7.563194274902344,27
12180,7.5722222328186035,27
12181,7.575694561004639,27
12182,6.429861068725586,27
12183,6.425694465637207,27
12184,9.846528053283691,27
12185,12.8125,27
12186,8.904861450195312,27
12187,7.596527576446533,27
12188,7.604861259460449,27
12189,8.904166221618652,27
12190,6.5291666984558105,27
12191,6.373610973358154,27
12192,8.908333778381348,27
12193,0.01666666753590107,27
12194,8.252778053283691,27
12195,9.129166603088379,27
12196,11.81944465637207,27
12197,9.121527671813965,27
12198,9.11805534362793,27
12199,8.261805534362793,27
12200,8.265277862548828,27
12201,8.272222518920898,27
12202,9.108333587646484,27
12203,8.954166412353516,27
12204,8.283333778381348,27
12205,8.287500381469727,27
12206,9.06944465637207,27
12207,8.315278053283691,27
12208,8.317360877990723,27
12209,8.320833206176758,27
12210,9.057639122009277,27
12211,8.32986068725586,27
12212,9.036805152893066,27
12213,11.922222137451172,27
12214,9.035416603088379,27
12215,9.022916793823242,27
12216,11.92361068725586,27
12217,8.380555152893066,27
12218,9.007638931274414,27
12219,11.902777671813965,27
12220,8.23194408416748,27
12221,9.157638549804688,27
12222,9.165971755981445,27
12223,8.148611068725586,27
12224,8.087499618530273,27
12225,8.097916603088379,27
12226,8.102083206176758,27
12227,10.865278244018555,27
12228,9.46875,27
12229,8.734722137451172,27
12230,8.117361068725586,27
12231,8.118749618530273,27
12232,8.120833396911621,27
12233,10.884027481079102,27
12234,8.13819408416748,27
12235,10.89236068725586,27
12236,8.150694847106934,27
12237,8.218055725097656,27
12238,8.160416603088379,27
12239,10.91319465637207,27
12240,11.770833015441895,27
12241,10.92361068725586,27
12242,8.931944847106934,27
12243,9.881250381469727,27
12244,6.5333333015441895,27
12245,10.940972328186035,27
12246,10.945833206176758,27
12247,8.939583778381348,27
12248,9.18055534362793,27
12249,9.17638874053955,27
12250,8.710416793823242,27
12251,8.559027671813965,27
12252,10.28125,27
12253,6.593055725097656,27
12254,9.74305534362793,27
12255,8.782638549804688,27
12256,7.285416603088379,27
12257,6.609027862548828,27
12258,9.997221946716309,27
12259,7.292361259460449,27
12260,9.746527671813965,27
12261,8.779166221618652,27
12262,9.077777862548828,27
12263,7.315277576446533,27
12264,9.953472137451172,27
12265,7.316666603088379,27
12266,7.328472137451172,27
12267,9.762499809265137,27
12268,9.625,27
12269,8.821527481079102,27
12270,10.020833015441895,27
12271,7.33472204208374,27
12272,7.338194370269775,27
12273,10.02430534362793,27
12274,9.61111068725586,27
12275,7.284027576446533,27
12276,9.800694465637207,27
12277,11.00694465637207,27
12278,9.05555534362793,27
12279,8.647916793823242,27
12280,9.809721946716309,27
12281,7.230555534362793,27
12282,9.693055152893066,27
12283,9.97986125946045,27
12284,8.800694465637207,27
12285,8.634027481079102,27
12286,9.98194408416748,27
12287,6.4784722328186035,27
12288,9.933333396911621,27
12289,9.71180534362793,27
12290,9.713194847106934,27
12291,6.491666793823242,27
12292,9.72569465637207,27
12293,7.258333206176758,27
12294,7.272916793823242,27
12295,6.495139122009277,27
12296,8.625694274902344,27
12297,7.347222328186035,27
12298,6.582638740539551,27
12299,9.706944465637207,27
12300,9.772222518920898,27
12301,9.95069408416748,27
12302,13.833333015441895,27
12303,6.457638740539551,27
12304,6.534027576446533,27
12305,8.670833587646484,27
12306,10.052778244018555,27
12307,7.419444561004639,27
12308,8.604166984558105,27
12309,9.94861125946045,27
12310,6.542361259460449,27
12311,6.5409722328186035,27
12312,8.834722518920898,27
12313,11.052083015441895,27
12314,6.54027795791626,27
12315,10.084722518920898,27
12316,8.748611450195312,27
12317,7.38194465637207,27
12318,7.44652795791626,27
12319,9.786110877990723,27
12320,8.577777862548828,27
12321,9.929861068725586,27
12322,9.911110877990723,27
12323,7.36597204208374,27
12324,0.03333333507180214,27
12325,9.604166984558105,27
12326,9.967361450195312,26
12327,8.188888549804688,26
12328,13.984027862548828,26
12329,9.965971946716309,26
12330,0.02152777835726738,26
12331,8.39930534362793,26
12332,8.177083015441895,26
12333,9.206250190734863,26
12334,10.95486068725586,26
12335,6.488194465637207,26
12336,6.537499904632568,26
12337,11.916666984558105,26
12338,9.19444465637207,26
12339,8.193055152893066,26
12340,9.004860877990723,26
12341,10.942360877990723,26
12342,9.004166603088379,26
12343,9.890277862548828,26
12344,14.065278053283691,26
12345,13.95138931274414,26
12346,8.197221755981445,26
12347,9.708333015441895,26
12348,6.499305725097656,26
12349,6.575694561004639,26
12350,9.159722328186035,26
12351,9.897222518920898,26
12352,6.301388740539551,26
12353,8.31944465637207,26
12354,9.063888549804688,26
12355,9.088194847106934,26
12356,9.064583778381348,26
12357,9.087499618530273,26
12358,6.5604166984558105,26
12359,9.106249809265137,26
12360,6.581944465637207,26
12361,9.904166221618652,26
12362,9.902083396911621,26
12363,8.30555534362793,26
12364,11.965971946716309,26
12365,9.07569408416748,26
12366,8.28125,26
12367,10.980555534362793,26
12368,8.372916221618652,26
12369,6.547916889190674,26
12370,11.927083015441895,26
12371,9.963194847106934,26
12372,9.070138931274414,26
12373,10.97569465637207,26
12374,9.127778053283691,26
12375,9.777083396911621,26
12376,8.256250381469727,26
12377,9.956250190734863,26
12378,9.122916221618652,26
12379,9.054166793823242,26
12380,6.598610877990723,26
12381,9.754860877990723,26
12382,6.513194561004639,26
12383,8.322916984558105,26
12384,8.356249809265137,26
12385,9.277777671813965,26
12386,9.702083587646484,26
12387,7.652083396911621,26
12388,9.842361450195312,26
12389,6.460416793823242,26
12390,6.464583396911621,26
12391,6.417361259460449,26
12392,7.588194370269775,26
12393,10.625,26
12394,10.032638549804688,26
12395,9.850000381469727,26
12396,9.699999809265137,26
12397,10.65625,26
12398,7.3534722328186035,26
12399,10.028471946716309,26
12400,7.348610877990723,26
12401,7.626389026641846,26
12402,6.400694370269775,26
12403,10.715277671813965,26
12404,7.6347222328186035,26
12405,9.32986068725586,26
12406,7.317360877990723,26
12407,10.022222518920898,26
12408,7.574999809265137,26
12409,7.574305534362793,26
12410,9.541666984558105,26
12411,8.811111450195312,26
12412,12.90625,26
12413,7.495833396911621,26
12414,8.5,26
12415,7.5020833015441895,26
12416,7.505555629730225,26
12417,6.452777862548828,26
12418,6.4395833015441895,26
12419,7.414583206176758,26
12420,7.57152795791626,26
12421,7.535416603088379,26
12422,7.401389122009277,26
12423,10.058333396911621,26
12424,7.556944370269775,26
12425,7.559722423553467,26
12426,7.395833492279053,26
12427,7.561805725097656,26
12428,6.456250190734863,26
12429,9.921527862548828,26
12430,7.654860973358154,26
12431,10.91944408416748,26
12432,7.663888931274414,26
12433,9.859722137451172,26
12434,7.264583110809326,26
12435,8.10694408416748,26
12436,7.248610973358154,26
12437,7.245833396911621,26
12438,9.253472328186035,26
12439,10.18055534362793,26
12440,8.127778053283691,26
12441,7.231249809265137,26
12442,8.137499809265137,26
12443,10.886805534362793,26
12444,9.862500190734863,26
12445,10.910416603088379,26
12446,9.978471755981445,26
12447,9.863194465637207,26
12448,8.162500381469727,26
12449,7.213889122009277,26
12450,8.168055534362793,26
12451,9.70069408416748,26
12452,9.993749618530273,26
12453,9.260416984558105,26
12454,8.040971755981445,26
12455,7.300694465637207,26
12456,10.977777481079102,26
12457,10.005555152893066,26
12458,7.726388931274414,26
12459,7.306944370269775,26
12460,9.29513931274414,26
12461,9.654166221618652,26
12462,12.11805534362793,26
12463,10.80555534362793,26
12464,9.66319465637207,26
12465,7.2833333015441895,26
12466,10.821527481079102,26
12467,10.82986068725586,26
12468,9.995139122009277,26
12469,10.837499618530273,26
12470,9.820138931274414,26
12471,10.847222328186035,26
12472,10.85069465637207,26
12473,10.852777481079102,26
12474,9.984027862548828,26
12475,8.720833778381348,26
12476,8.82361125946045,26
12477,8.813888549804688,26
12478,11.027777671813965,26
12479,8.745833396911621,26
12480,11.027083396911621,26
12481,11.11805534362793,26
12482,8.873611450195312,26
12483,8.456250190734863,26
12484,8.54513931274414,26
12485,8.965971946716309,26
12486,8.783333778381348,26
12487,8.731249809265137,26
12488,8.784028053283691,26
12489,7.400000095367432,26
12490,8.60069465637207,26
12491,8.92638874053955,26
12492,11.34375,26
12493,8.652083396911621,26
12494,8.874305725097656,26
12495,11.020833015441895,26
12496,8.911805152893066,26
12497,11.71875,26
12498,8.815278053283691,26
12499,11.822916984558105,26
12500,8.956944465637207,26
12501,8.829166412353516,26
12502,8.722916603088379,26
12503,8.77013874053955,26
12504,8.628472328186035,26
12505,11.145833015441895,26
12506,8.427083015441895,26
12507,8.52430534362793,26
12508,8.565972328186035,26
12509,8.665971755981445,26
12510,8.97986125946045,26
12511,8.520833015441895,26
12512,8.608333587646484,26
12513,11.127778053283691,26
12514,8.961111068725586,26
12515,8.59375,26
12516,11.729166984558105,26
12517,10.197916984558105,25
12518,8.845138549804688,25
12519,7.456944465637207,25
12520,9.713889122009277,25
12521,7.463889122009277,25
12522,8.264583587646484,25
12523,9.124305725097656,25
12524,8.790971755981445,25
12525,9.709028244018555,25
12526,8.915277481079102,25
12527,9.983333587646484,25
12528,9.688888549804688,25
12529,9.120833396911621,25
12530,10.879860877990723,25
12531,8.446527481079102,25
12532,9.691666603088379,25
12533,8.26111125946045,25
12534,7.465972423553467,25
12535,10.17638874053955,25
12536,9.113194465637207,25
12537,7.479861259460449,25
12538,10.978471755981445,25
12539,8.297916412353516,25
12540,9.753472328186035,25
12541,9.093055725097656,25
12542,7.494444370269775,25
12543,7.4979166984558105,25
12544,8.665277481079102,25
12545,9.089583396911621,25
12546,11.84375,25
12547,11.978471755981445,25
12548,8.022916793823242,25
12549,8.773611068725586,25
12550,11.056249618530273,25
12551,8.300000190734863,25
12552,12.01736068725586,25
12553,6.4666666984558105,25
12554,8.851388931274414,25
12555,8.778471946716309,25
12556,7.488194465637207,25
12557,7.485416889190674,25
12558,9.098610877990723,25
12559,11.702777862548828,25
12560,8.659722328186035,25
12561,8.909028053283691,25
12562,9.102777481079102,25
12563,11.15625,25
12564,8.278471946716309,25
12565,6.66527795791626,25
12566,8.656944274902344,25
12567,9.731249809265137,25
12568,10.86805534362793,25
12569,7.467360973358154,25
12570,8.271528244018555,25
12571,8.13611125946045,25
12572,8.14513874053955,25
12573,8.136805534362793,25
12574,10.92430591583252,25
12575,9.614583015441895,25
12576,10.927778244018555,25
12577,10.070138931274414,25
12578,9.617361068725586,25
12579,10.072916984558105,25
12580,7.339583396911621,25
12581,9.17361068725586,25
12582,7.454166889190674,25
12583,7.405555725097656,25
12584,8.16944408416748,25
12585,8.223610877990723,25
12586,7.420833110809326,25
12587,7.425000190734863,25
12588,9.635416984558105,25
12589,9.722222328186035,25
12590,7.351388931274414,25
12591,9.203472137451172,25
12592,8.210416793823242,25
12593,8.938194274902344,25
12594,10.945138931274414,25
12595,8.834028244018555,25
12596,9.578472137451172,25
12597,11.79861068725586,25
12598,7.367361068725586,25
12599,8.936805725097656,25
12600,10.043055534362793,25
12601,8.935416221618652,25
12602,8.195138931274414,25
12603,7.386111259460449,25
12604,8.934027671813965,25
12605,11.135416984558105,25
12606,8.839583396911621,25
12607,10.114583015441895,25
12608,7.432639122009277,25
12609,8.241666793823242,25
12610,8.920833587646484,25
12611,9.675000190734863,25
12612,9.67361068725586,25
12613,7.452083110809326,25
12614,8.248611450195312,25
12615,7.4472222328186035,25
12616,8.245833396911621,25
12617,6.558333396911621,25
12618,7.286110877990723,25
12619,7.287499904632568,25
12620,9.14513874053955,25
12621,10.895833015441895,25
12622,10.896528244018555,25
12623,7.443749904632568,25
12624,10.970138549804688,25
12625,10.008333206176758,25
12626,9.148611068725586,25
12627,9.14930534362793,25
12628,9.999305725097656,25
12629,8.151389122009277,25
12630,10.903471946716309,25
12631,8.237500190734863,25
12632,8.235416412353516,25
12633,10.13194465637207,25
12634,8.61805534362793,25
12635,8.945138931274414,25
12636,11.809027671813965,25
12637,7.434722423553467,25
12638,8.228471755981445,25
12639,10.121527671813965,25
12640,8.772222518920898,25
12641,8.60763931274414,25
12642,8.960416793823242,25
12643,9.036110877990723,25
12644,7.693055629730225,25
12645,11.03819465637207,25
12646,7.576388835906982,25
12647,10.995139122009277,25
12648,7.567360877990723,25
12649,8.340971946716309,25
12650,8.339583396911621,25
12651,6.265972137451172,25
12652,8.879166603088379,25
12653,8.57638931274414,25
12654,8.691666603088379,25
12655,8.33680534362793,25
12656,9.821527481079102,25
12657,9.874305725097656,25
12658,6.472916603088379,25
12659,7.630555629730225,25
12660,7.679861068725586,25
12661,9.915971755981445,25
12662,8.688194274902344,25
12663,11.03125,25
12664,7.640972137451172,25
12665,8.728471755981445,25
12666,12.052083015441895,25
12667,7.580555438995361,25
12668,7.582638740539551,25
12669,9.8125,25
12670,11.947916984558105,25
12671,7.616666793823242,25
12672,9.015972137451172,25
12673,8.369444847106934,25
12674,7.61597204208374,25
12675,6.424305438995361,25
12676,8.70069408416748,25
12677,8.364583015441895,25
12678,7.618750095367432,25
12679,6.410416603088379,25
12680,9.852777481079102,25
12681,9.925000190734863,25
12682,9.925694465637207,25
12683,12.833333015441895,25
12684,6.42847204208374,25
12685,6.434722423553467,25
12686,7.7090277671813965,25
12687,7.702777862548828,25
12688,8.735416412353516,25
12689,12.76736068725586,25
12690,7.619444370269775,25
12691,6.442360877990723,25
12692,8.66944408416748,25
12693,7.623610973358154,25
12694,6.480555534362793,25
12695,10.991666793823242,25
12696,10.730555534362793,25
12697,8.311111450195312,25
12698,10.841666221618652,25
12699,8.410416603088379,25
12700,8.967361450195312,25
12701,7.650694370269775,25
12702,9.07361125946045,25
12703,9.896528244018555,25
12704,8.496527671813965,25
12705,9.779861450195312,25
12706,7.513194561004639,25
12707,10.83680534362793,25
12708,8.415277481079102,25
12709,10.402777671813965,25
12710,6.535416603088379,25
12711,9.271528244018555,25
12712,8.76319408416748,25
12713,8.40625,25
12714,6.532639026641846,25
12715,9.070833206176758,25
12716,8.523611068725586,25
12717,7.520138740539551,25
12718,11.04513931274414,25
12719,9.068750381469727,25
12720,7.538888931274414,25
12721,9.774999618530273,25
12722,6.483333110809326,25
12723,5.457638740539551,25
12724,8.581250190734863,25
12725,7.655555725097656,25
12726,10.666666984558105,25
12727,8.308333396911621,25
12728,10.989583015441895,25
12729,13.68055534362793,25
12730,6.493750095367432,25
12731,7.44444465637207,25
12732,11.85069465637207,25
12733,9.901389122009277,25
12734,10.820138931274414,25
12735,9.949999809265137,25
12736,10.72986125946045,25
12737,10.053472518920898,24
12738,10.109027862548828,24
12739,7.662499904632568,24
12740,10.688194274902344,24
12741,8.159028053283691,24
12742,7.6583333015441895,24
12743,7.436110973358154,24
12744,9.520833015441895,24
12745,10.061805725097656,24
12746,11.14236068725586,24
12747,9.218055725097656,24
12748,9.210416793823242,24
12749,7.648611068725586,24
12750,10.059027671813965,24
12751,10.130555152893066,24
12752,8.537500381469727,24
12753,9.5625,24
12754,10.057639122009277,24
12755,7.402083396911621,24
12756,7.675694465637207,24
12757,10.762499809265137,24
12758,8.181249618530273,24
12759,10.079166412353516,24
12760,10.690278053283691,24
12761,9.342361450195312,24
12762,10.73611068725586,24
12763,7.413888931274414,24
12764,10.921527862548828,24
12765,9.56944465637207,24
12766,8.46875,24
12767,7.695138931274414,24
12768,10.054166793823242,24
12769,7.620833396911621,24
12770,10.75,24
12771,8.154861450195312,24
12772,8.475000381469727,24
12773,11.000694274902344,24
12774,7.464583396911621,24
12775,7.547222137451172,24
12776,7.549305438995361,24
12777,10.20138931274414,24
12778,7.556250095367432,24
12779,10.820833206176758,24
12780,8.57986068725586,24
12781,10.818750381469727,24
12782,10.131250381469727,24
12783,10.817360877990723,24
12784,10.871527671813965,24
12785,10.872221946716309,24
12786,7.557639122009277,24
12787,7.558333396911621,24
12788,10.19444465637207,24
12789,7.4708333015441895,24
12790,7.471527576446533,24
12791,12.921527862548828,24
12792,10.86111068725586,24
12793,11.19444465637207,24
12794,9.427083015441895,24
12795,10.836111068725586,24
12796,8.495139122009277,24
12797,8.905555725097656,24
12798,10.852083206176758,24
12799,8.588889122009277,24
12800,10.050000190734863,24
12801,8.585416793823242,24
12802,7.512499809265137,24
12803,7.508333206176758,24
12804,13.90625,24
12805,7.507638931274414,24
12806,7.5604166984558105,24
12807,10.1875,24
12808,10.529166221618652,24
12809,7.445833206176758,24
12810,7.613888740539551,24
12811,8.842361450195312,24
12812,11.751388549804688,24
12813,7.442360877990723,24
12814,0.013888888992369175,24
12815,9.36388874053955,24
12816,10.143750190734863,24
12817,7.602083206176758,24
12818,8.511805534362793,24
12819,10.635416984558105,24
12820,7.595139026641846,24
12821,10.63194465637207,24
12822,10.614583015441895,24
12823,8.870139122009277,24
12824,10.14930534362793,24
12825,10.873611450195312,24
12826,8.564583778381348,24
12827,7.586111068725586,24
12828,12.09375,24
12829,8.141666412353516,24
12830,8.633333206176758,24
12831,11.74305534362793,24
12832,9.289583206176758,24
12833,8.568055152893066,24
12834,7.568749904632568,24
12835,7.565277576446533,24
12836,12.93055534362793,24
12837,12.08680534362793,24
12838,7.45972204208374,24
12839,8.48263931274414,24
12840,7.502777576446533,24
12841,7.659027576446533,24
12842,9.587499618530273,24
12843,13.00694465637207,24
12844,9.032638549804688,24
12845,11.166666984558105,24
12846,7.1465277671813965,24
12847,11.07361125946045,24
12848,9.120139122009277,24
12849,8.262499809265137,24
12850,9.714583396911621,24
12851,6.441666603088379,24
12852,9.720138549804688,24
12853,9.720833778381348,24
12854,0.0027777778450399637,24
12855,9.110416412353516,24
12856,9.725000381469727,24
12857,8.69444465637207,24
12858,9.835416793823242,24
12859,11.019444465637207,24
12860,14.78125,24
12861,8.35763931274414,24
12862,8.626388549804688,24
12863,9.140972137451172,24
12864,11.929861068725586,24
12865,9.992361068725586,24
12866,8.249305725097656,24
12867,9.845138549804688,24
12868,7.2479166984558105,24
12869,12.96180534362793,24
12870,8.699305534362793,24
12871,9.132638931274414,24
12872,11.940972328186035,24
12873,9.6875,24
12874,9.128472328186035,24
12875,8.35069465637207,24
12876,9.729166984558105,24
12877,10.966666221618652,24
12878,8.242361068725586,24
12879,8.432639122009277,24
12880,6.551388740539551,24
12881,11.852777481079102,24
12882,6.474999904632568,24
12883,13.03125,24
12884,9.04930591583252,24
12885,9.935416221618652,24
12886,8.966666221618652,24
12887,8.959722518920898,24
12888,11.046527862548828,24
12889,11.958333015441895,24
12890,9.053472518920898,24
12891,13.01736068725586,24
12892,0.02847222238779068,24
12893,9.622221946716309,24
12894,9.952777862548828,24
12895,6.579166889190674,24
12896,8.277083396911621,24
12897,9.747916221618652,24
12898,9.827777862548828,24
12899,8.693750381469727,24
12900,11.038888931274414,24
12901,11.06944465637207,24
12902,8.279861450195312,24
12903,9.099305152893066,24
12904,9.040277481079102,24
12905,6.469444274902344,24
12906,6.604861259460449,24
12907,10.047222137451172,24
12908,8.661110877990723,24
12909,9.752083778381348,24
12910,8.293055534362793,24
12911,9.04236125946045,24
12912,11.928472518920898,24
12913,9.026389122009277,24
12914,7.300000190734863,24
12915,8.713194847106934,24
12916,7.3416666984558105,24
12917,8.216666221618652,24
12918,11.807639122009277,24
12919,7.338889122009277,24
