,index,bmi_admit
0,,534879
1,0.0,151620
2,26.6299991607666,1982
3,27.1200008392334,1774
4,27.459999084472656,1675
5,24.40999984741211,1628
6,25.84000015258789,1431
7,29.290000915527344,1418
8,25.09000015258789,1400
9,27.440000534057617,1386
10,25.829999923706055,1378
11,28.34000015258789,1207
12,23.6299991607666,1177
13,26.579999923706055,1162
14,32.279998779296875,1161
15,24.959999084472656,1161
16,28.700000762939453,1160
17,26.610000610351562,1155
18,27.979999542236328,1132
19,24.389999389648438,1112
20,25.059999465942383,1110
21,22.959999084472656,1107
22,24.329999923706055,1097
23,25.100000381469727,1084
24,24.3700008392334,1069
25,26.56999969482422,1066
26,27.260000228881836,1053
27,31.31999969482422,1043
28,28.190000534057617,1041
29,24.799999237060547,1027
30,24.030000686645508,1025
31,29.950000762939453,1006
32,26.309999465942383,1000
33,21.6299991607666,989
34,28.350000381469727,986
35,28.889999389648438,985
36,28.290000915527344,983
37,30.110000610351562,980
38,24.690000534057617,972
39,26.450000762939453,970
40,23.489999771118164,956
41,28.31999969482422,955
42,23.299999237060547,950
43,25.389999389648438,944
44,25.850000381469727,941
45,26.149999618530273,941
46,24.209999084472656,925
47,22.809999465942383,922
48,22.309999465942383,920
49,25.75,919
50,29.260000228881836,914
51,22.459999084472656,909
52,29.049999237060547,907
53,22.860000610351562,907
54,27.6200008392334,902
55,26.780000686645508,900
56,28.25,899
57,25.690000534057617,897
58,23.030000686645508,894
59,29.760000228881836,889
60,25.399999618530273,873
61,27.34000015258789,871
62,26.260000228881836,863
63,25.239999771118164,861
64,26.950000762939453,861
65,23.959999084472656,860
66,25.790000915527344,857
67,31.0,854
68,26.540000915527344,849
69,25.969999313354492,846
70,24.1299991607666,839
71,23.729999542236328,833
72,29.530000686645508,830
73,30.420000076293945,828
74,21.290000915527344,827
75,28.1200008392334,826
76,25.81999969482422,824
77,30.1299991607666,822
78,27.450000762939453,821
79,22.139999389648438,821
80,24.219999313354492,821
81,24.020000457763672,820
82,22.299999237060547,816
83,31.56999969482422,815
84,27.40999984741211,814
85,25.68000030517578,812
86,21.969999313354492,811
87,21.950000762939453,810
88,21.790000915527344,805
89,23.40999984741211,804
90,27.3700008392334,803
91,28.899999618530273,802
92,29.18000030517578,801
93,29.700000762939453,800
94,27.25,796
95,27.290000915527344,793
96,24.139999389648438,790
97,29.1200008392334,785
98,23.239999771118164,782
99,22.600000381469727,782
100,33.279998779296875,781
101,28.969999313354492,779
102,31.010000228881836,779
103,27.799999237060547,778
104,25.729999542236328,776
105,25.110000610351562,773
106,26.520000457763672,769
107,26.790000915527344,767
108,25.510000228881836,765
109,32.779998779296875,763
110,30.540000915527344,760
111,27.809999465942383,754
112,30.270000457763672,748
113,23.780000686645508,747
114,24.549999237060547,746
115,22.5,742
116,29.520000457763672,742
117,29.84000015258789,741
118,31.09000015258789,738
119,22.239999771118164,737
120,25.610000610351562,736
121,30.850000381469727,734
122,23.440000534057617,734
123,31.889999389648438,730
124,26.760000228881836,727
125,28.059999465942383,723
126,30.899999618530273,723
127,27.059999465942383,722
128,25.770000457763672,722
129,26.3700008392334,715
130,20.670000076293945,713
131,20.979999542236328,713
132,30.040000915527344,712
133,29.40999984741211,710
134,23.90999984741211,710
135,23.049999237060547,708
136,24.809999465942383,706
137,24.889999389648438,705
138,27.399999618530273,703
139,26.290000915527344,699
140,28.5,697
141,22.670000076293945,696
142,23.75,696
143,29.229999542236328,694
144,27.959999084472656,693
145,24.450000762939453,692
146,24.6299991607666,690
147,23.56999969482422,686
148,23.6200008392334,685
149,28.59000015258789,684
150,23.670000076293945,684
151,28.170000076293945,681
152,31.6200008392334,679
153,26.469999313354492,679
154,30.68000030517578,678
155,24.280000686645508,674
156,31.190000534057617,673
157,31.25,671
158,24.270000457763672,671
159,30.670000076293945,670
160,26.389999389648438,669
161,21.520000457763672,668
162,30.18000030517578,667
163,33.90999984741211,666
164,28.309999465942383,666
165,26.959999084472656,666
166,25.540000915527344,663
167,23.920000076293945,662
168,31.18000030517578,660
169,25.700000762939453,658
170,30.40999984741211,658
171,25.5,657
172,31.93000030517578,657
173,28.8700008392334,654
174,31.75,654
175,22.709999084472656,651
176,31.280000686645508,650
177,29.989999771118164,648
178,24.940000534057617,647
179,28.84000015258789,647
180,20.360000610351562,646
181,21.260000228881836,645
182,19.530000686645508,644
183,26.829999923706055,643
184,28.6200008392334,640
185,26.0,639
186,27.219999313354492,637
187,25.229999542236328,636
188,29.06999969482422,635
189,32.08000183105469,635
190,20.799999237060547,634
191,30.790000915527344,633
192,27.020000457763672,633
193,28.729999542236328,628
194,22.049999237060547,627
195,29.209999084472656,627
196,27.889999389648438,627
197,26.639999389648438,627
198,28.479999542236328,626
199,25.049999237060547,626
200,23.739999771118164,625
201,28.469999313354492,625
202,27.989999771118164,625
203,24.8700008392334,623
204,26.09000015258789,621
205,33.20000076293945,620
206,26.15999984741211,619
207,35.439998626708984,619
208,27.280000686645508,619
209,29.299999237060547,617
210,28.40999984741211,617
211,22.149999618530273,616
212,25.579999923706055,616
213,24.579999923706055,615
214,24.68000030517578,615
215,27.100000381469727,613
216,20.600000381469727,613
217,27.84000015258789,612
218,32.61000061035156,612
219,25.860000610351562,612
220,23.170000076293945,611
221,30.3799991607666,610
222,24.84000015258789,608
223,30.229999542236328,608
224,21.139999389648438,607
225,33.470001220703125,606
