,index,bmi_discharge
3220,16.43,74
3221,41.87,74
3222,40.52,74
3223,43.79,74
3224,41.48,74
3225,45.58,74
3226,16.52,74
3227,40.38,74
3228,42.53,74
3229,43.7,74
3230,43.67,74
3231,41.91,74
3232,43.56,74
3233,43.02,73
3234,16.78,73
3235,39.93,73
3236,10.77,73
3237,10.83,73
3238,42.11,73
3239,42.22,73
3240,44.13,73
3241,15.25,73
3242,44.65,73
3243,11.06,73
3244,44.22,73
3245,45.71,73
3246,11.38,73
3247,38.89,73
3248,45.7,73
3249,44.82,72
3250,43.68,72
3251,48.42,72
3252,44.05,72
3253,47.43,72
3254,41.67,72
3255,45.43,72
3256,16.03,72
3257,15.83,72
3258,15.52,72
3259,15.32,72
3260,43.09,72
3261,42.79,72
3262,49.92,72
3263,41.29,72
3264,45.11,72
3265,46.07,71
3266,11.09,71
3267,47.13,71
3268,41.31,71
3269,44.32,71
3270,16.18,71
3271,48.26,71
3272,16.11,71
3273,44.97,71
3274,45.05,71
3275,43.38,70
3276,10.75,70
3277,44.41,70
3278,39.81,70
3279,10.93,70
3280,41.08,70
3281,39.04,70
3282,15.61,70
3283,10.86,70
3284,46.93,70
3285,45.54,70
3286,45.34,70
3287,42.55,70
3288,43.11,69
3289,46.29,69
3290,44.44,69
3291,44.95,69
3292,10.95,69
3293,47.24,69
3294,43.19,69
3295,42.92,69
3296,38.85,69
3297,42.96,69
3298,10.73,69
3299,41.41,69
3300,14.82,69
3301,41.55,69
3302,44.83,69
3303,42.42,69
3304,43.82,69
3305,44.15,68
3306,14.91,68
3307,45.26,68
3308,43.49,68
3309,51.49,68
3310,42.78,68
3311,43.87,68
3312,44.59,68
3313,45.63,68
3314,45.53,68
3315,10.97,68
3316,47.61,68
3317,46.99,67
3318,46.26,67
3319,45.9,67
3320,44.89,67
3321,46.2,67
3322,10.76,67
3323,42.31,67
3324,17,67
3325,40.84,67
3326,40.26,67
3327,42.63,67
3328,43.18,66
3329,42.73,66
3330,43.31,66
3331,44.91,66
3332,42.68,66
3333,42.01,66
3334,42.58,66
3335,44.81,66
3336,43.15,66
3337,45.01,66
3338,42.81,66
3339,42.56,66
3340,42.36,66
3341,43,66
3342,10.99,66
3343,43.74,66
3344,42.99,66
3345,16.34,66
3346,11,66
3347,42,66
3348,10.58,66
3349,41.22,66
3350,43.24,65
3351,46.63,65
3352,16.28,65
3353,43.39,65
3354,45.52,65
3355,43.86,65
3356,45.68,65
3357,42.44,65
3358,41.73,65
3359,42.85,65
3360,43.13,64
3361,44.21,64
3362,45.1,64
3363,42.83,64
3364,44.17,64
3365,42.71,64
3366,44.37,64
3367,44.4,64
3368,43.41,64
3369,42.24,64
3370,46.77,63
3371,42.75,63
3372,47.45,63
3373,45.23,63
3374,41.65,63
3375,45.78,63
3376,42.2,63
3377,10.69,63
3378,48.47,63
3379,51.21,63
3380,43.03,63
3381,43.5,63
3382,43.76,63
3383,43.47,62
3384,46.03,62
3385,44.27,62
3386,42.69,62
3387,45.31,62
3388,41.07,62
3389,47.2,62
3390,10.84,62
3391,44.28,62
3392,45.81,61
3393,45.14,61
3394,44.02,61
3395,44.07,61
3396,44.78,61
3397,44.53,61
3398,44.14,61
3399,48.55,61
3400,48.18,61
3401,48.44,61
3402,45.45,61
3403,15.86,61
3404,10.5,61
3405,10.57,61
3406,45,61
3407,47.1,61
3408,45.21,61
3409,43.8,61
3410,46.68,60
3411,46.69,60
3412,48.92,60
3413,40.63,60
3414,44.2,60
3415,43.88,60
3416,47.46,60
3417,45.17,60
3418,44.57,60
3419,48.58,60
3420,45.04,60
3421,42.67,60
3422,42.65,60
3423,43.78,60
3424,45.64,60
3425,42.35,60
3426,42.3,60
3427,43.64,60
3428,45.83,60
3429,44.62,60
3430,10.89,59
3431,45.12,59
3432,41.62,59
3433,47.35,59
3434,10.7,59
3435,48.4,59
3436,43.28,59
3437,45.36,59
3438,43.32,59
3439,40.7,59
3440,41.43,59
3441,10.81,59
3442,44.84,59
3443,10.74,59
3444,44.16,59
3445,43.51,59
3446,44.34,59
3447,44.23,58
3448,47.3,58
3449,45.32,58
3450,43.99,58
3451,44.52,58
3452,43.61,58
3453,43.52,58
3454,44.85,58
3455,44.86,58
3456,43.01,58
3457,45.4,58
3458,10.64,58
3459,42.66,58
3460,45.77,58
3461,46.64,58
3462,46.67,58
3463,10.59,58
3464,47.18,58
3465,10.62,58
3466,49.57,58
3467,44.68,58
3468,10.87,57
3469,43.2,57
3470,43.89,57
3471,49.07,57
3472,49.09,57
3473,47.76,57
3474,44.33,57
3475,10.48,57
3476,47.01,57
3477,46.37,57
3478,47.93,56
3479,47.83,56
3480,46.41,56
3481,10.72,56
3482,10.71,56
3483,10.54,56
3484,46.97,55
3485,45.47,55
3486,44.71,55
3487,46.17,55
3488,44.94,55
3489,46.22,55
3490,43.45,55
3491,46.44,55
3492,49.26,55
3493,47.19,55
3494,47.99,55
3495,46.24,54
3496,43.44,54
3497,47.65,54
3498,46.65,54
3499,46.27,54
3500,47.89,54
3501,42.9,54
3502,46.25,54
3503,46.98,54
3504,44.73,54
3505,47.06,54
3506,41.78,54
3507,41.92,54
3508,10.61,54
3509,44.75,54
3510,45.25,54
3511,10.46,54
3512,44.19,54
3513,10.68,54
3514,46.94,54
3515,49.78,53
3516,47.21,53
3517,42.94,53
3518,47.54,53
3519,43.66,53
3520,47.42,53
3521,45.41,53
3522,45.56,53
3523,10.65,53
3524,41.26,53
3525,10.38,53
3526,48.04,52
3527,43.72,52
3528,46.46,52
3529,46.43,52
3530,46.79,52
3531,46.83,52
3532,44.58,52
3533,45.5,52
3534,45.46,52
3535,44.98,52
3536,50.11,52
3537,47.14,52
3538,40.98,52
3539,48.71,52
3540,48.24,51
3541,45.88,51
3542,46.36,51
3543,45.84,51
3544,45.72,51
3545,44.54,51
3546,47.03,51
3547,45.08,51
3548,47.92,51
3549,46.96,51
3550,43.73,51
3551,46.66,51
3552,49.6,51
3553,45.33,50
3554,42.49,50
3555,10.51,50
3556,42.39,50
3557,46.95,50
3558,43.37,50
3559,45.37,50
3560,48.87,50
3561,48.36,50
3562,48.1,50
3563,49.61,49
3564,10.52,49
3565,10.31,49
3566,10.63,49
3567,46.87,49
3568,47.94,49
3569,45.82,49
3570,49.38,49
3571,45.22,49
3572,46.53,49
3573,10.79,49
3574,44.87,49
3575,10.56,49
3576,46.11,49
3577,51.02,49
3578,39.42,49
3579,47.49,49
3580,45.48,48
3581,45.55,48
3582,49.02,48
3583,10.37,48
3584,43.97,48
3585,44,48
3586,47.58,48
3587,44.24,48
3588,47.64,48
3589,45.97,48
3590,10.49,48
3591,10.55,48
3592,47.72,48
3593,46.1,48
3594,46.92,47
3595,10.44,47
3596,47.37,47
3597,50.64,47
3598,10.26,47
3599,51.37,47
3600,44.79,47
3601,46.72,47
3602,43.21,47
3603,50.75,47
3604,48.5,47
3605,45.86,47
3606,49.99,47
3607,45.66,46
3608,48.66,46
3609,47.74,46
3610,45.98,46
3611,48.78,46
3612,48.74,46
3613,44.03,46
3614,10.33,46
3615,51.25,46
3616,44.18,46
3617,42.08,46
3618,10.6,46
3619,46.51,45
3620,10.67,45
3621,46.61,45
3622,44.7,45
3623,43.98,45
3624,49.42,45
3625,45.3,45
3626,46.28,45
3627,44.12,45
3628,51.09,45
3629,50.85,45
3630,44.77,45
3631,10.35,45
3632,48.75,45
3633,45.27,45
3634,10.25,45
3635,47.44,45
3636,49.19,44
3637,45.92,44
3638,41.58,44
3639,48.07,44
3640,44.56,44
3641,46.19,44
3642,50.78,44
3643,46.45,44
3644,10.43,44
3645,44.5,44
3646,48.65,44
3647,44.31,44
3648,49.75,44
3649,46.08,44
3650,10.23,44
3651,46.89,44
3652,47.53,44
3653,45.38,44
3654,44.42,44
3655,50.07,44
3656,49.21,43
3657,49.95,43
3658,47.33,43
3659,47.04,43
3660,47.77,43
3661,43.17,43
3662,47.5,43
3663,10.66,43
3664,10.28,43
3665,47.25,43
3666,44.74,43
3667,45.65,43
3668,50.68,43
3669,45.29,43
3670,44.96,43
3671,45.06,43
3672,45.75,43
3673,50.92,43
3674,47.69,42
3675,49.49,42
3676,43.81,42
3677,10.47,42
3678,50.52,42
3679,46.54,42
3680,46.73,42
3681,10.14,42
3682,50.48,42
3683,48.81,42
3684,49.93,42
3685,50.12,42
3686,46.4,42
3687,10.05,42
3688,46.18,42
3689,46.04,42
3690,47.15,42
3691,48.39,42
3692,48.27,41
3693,44.36,41
3694,10.3,41
3695,43.3,41
3696,46.6,41
3697,50.81,41
3698,47.84,41
3699,47.86,41
3700,48.89,41
3701,44.47,41
3702,50.37,41
3703,44.51,41
3704,45.79,41
3705,10.1,41
3706,45.02,41
3707,46.82,41
3708,45.99,41
3709,10.41,41
3710,10.42,40
3711,46.78,40
3712,41.39,40
3713,42.64,40
3714,46.14,40
3715,48.73,40
3716,47.51,40
3717,10.22,40
3718,47.29,40
3719,44.69,40
3720,47.78,40
3721,47.81,40
3722,44.45,40
3723,43.69,40
3724,47.85,40
3725,10.53,40
3726,47.11,40
3727,43.83,40
3728,9.88,40
3729,50.22,40
3730,44.9,39
3731,46.84,39
3732,48.21,39
3733,45.24,39
3734,10.4,39
3735,46.76,39
3736,51.65,39
3737,49.41,39
3738,48.43,39
3739,46.33,39
3740,46.49,39
3741,49.53,39
3742,47.91,39
3743,51.67,39
3744,10.27,39
3745,49.64,39
3746,49.13,39
3747,47.67,39
3748,46.75,39
3749,48.76,39
3750,46.02,39
3751,47.07,38
3752,45.51,38
3753,53.14,38
3754,45.28,38
3755,54.87,38
3756,45.44,38
3757,44.88,38
3758,10.39,38
3759,52.13,38
3760,46.5,38
3761,44.66,38
3762,10.19,38
3763,44.04,38
3764,46.23,38
3765,51.24,38
3766,45.07,38
3767,45.57,38
3768,48.35,38
3769,49.18,38
3770,50.03,38
3771,9.99,38
3772,48.57,38
3773,49.71,38
3774,47.59,38
3775,49.15,38
3776,49.5,38
3777,47.95,38
3778,47.82,38
3779,49.32,38
3780,48.54,38
3781,49.39,38
3782,48.12,37
3783,10.45,37
3784,51.94,37
3785,49.35,37
3786,43.04,37
3787,10.2,37
3788,52.42,37
3789,46.31,37
3790,42.86,37
3791,47.28,37
3792,47.08,37
3793,54.08,37
3794,50.36,37
3795,53.25,37
3796,48.61,37
3797,49.24,36
3798,47.31,36
3799,49.23,36
3800,50.9,36
3801,43.57,36
3802,50.59,36
3803,48.29,36
3804,45.85,36
3805,45.62,36
3806,46.62,36
3807,46.39,36
3808,46.38,36
3809,49.8,36
3810,44.49,36
3811,52.09,36
3812,46.35,36
3813,48.14,36
3814,49.01,36
3815,54.93,36
3816,48.79,36
3817,10.16,36
3818,10.12,35
3819,48.08,35
3820,50.44,35
3821,50.28,35
3822,46.13,35
3823,45.39,35
3824,49.04,35
3825,10.07,35
3826,9.96,35
3827,50.2,35
3828,47.23,35
3829,47.62,35
3830,47.09,35
3831,49.96,35
3832,49.87,35
3833,49.74,35
3834,46.9,35
3835,46.85,35
3836,10.24,35
3837,47.12,35
3838,50.18,35
3839,53.04,35
3840,10.32,34
3841,48.15,34
3842,49.81,34
3843,10.34,34
3844,45.8,34
3845,46.71,34
3846,50.33,34
3847,45.94,34
3848,48.23,34
3849,47.6,34
3850,48.45,34
3851,45.09,34
3852,48.01,34
3853,48.16,34
3854,47.98,34
3855,50.19,34
3856,46.47,34
3857,46.58,34
3858,49.47,34
3859,10,34
3860,47.36,34
3861,47.87,34
3862,48.17,33
3863,48.9,33
3864,9.91,33
3865,49.89,33
3866,53,33
3867,50.66,33
3868,47.22,33
3869,50.04,33
3870,53.22,33
3871,43.96,33
3872,48.28,33
3873,50.21,33
3874,52.46,33
3875,51.15,33
3876,51.19,33
3877,49.48,33
3878,10.29,33
3879,51.42,33
3880,47.88,33
3881,51.39,33
3882,49.46,33
3883,45.67,32
3884,50.46,32
3885,9.85,32
3886,10.36,32
3887,45.59,32
3888,10.18,32
3889,48.67,32
3890,48.68,32
3891,49.37,32
3892,49.43,32
3893,51.32,32
3894,49.3,32
3895,51.59,32
3896,51.6,32
3897,49.14,32
3898,10.21,32
3899,52.26,32
3900,10.13,32
3901,50.98,32
3902,54.91,32
3903,48.94,32
3904,54.9,32
3905,49.86,32
3906,10.08,32
3907,45.15,32
3908,48.93,32
3909,49.34,32
3910,47.7,32
3911,47.96,32
3912,46.74,32
3913,47.75,32
3914,48.09,32
3915,46.12,32
3916,46.15,32
3917,46.3,32
3918,47.48,32
3919,10.04,32
3920,45.87,32
3921,47.4,32
3922,10.02,32
3923,49.76,31
3924,49.62,31
3925,52.31,31
3926,48.83,31
3927,47.57,31
3928,52.15,31
3929,9.97,31
3930,52.52,31
3931,10.15,31
3932,48.22,31
3933,51.36,31
3934,47.9,31
3935,48.7,31
3936,47.97,31
3937,9.76,31
3938,51.03,31
3939,50,31
3940,49.08,31
3941,54.82,31
3942,53.26,31
3943,47,31
3944,53.16,31
3945,50.84,31
3946,54.03,31
3947,9.92,31
3948,52.68,31
3949,47.32,31
3950,9.87,31
3951,46.21,31
3952,47.17,31
3953,53.85,31
3954,56.68,30
3955,45.74,30
3956,52.47,30
3957,48.19,30
3958,50.79,30
3959,54.07,30
3960,51.07,30
3961,51.47,30
3962,53.1,30
3963,50.86,30
3964,45.95,30
3965,48.05,30
3966,10.03,30
3967,48.91,30
3968,51.69,30
3969,46.88,30
3970,49.59,30
3971,47.66,30
3972,47.02,30
3973,10.09,30
3974,49,29
3975,48.97,29
3976,48.13,29
3977,48.96,29
3978,44.67,29
3979,50.95,29
3980,10.01,29
3981,56.49,29
3982,48.03,29
3983,51.12,29
3984,47.27,29
3985,53.75,29
3986,50.1,29
3987,52.94,29
3988,52.79,29
3989,49.88,29
3990,52.7,29
3991,9.8,29
3992,52.53,29
3993,48.34,29
3994,49.65,29
3995,51.84,29
3996,50.15,29
3997,10.17,29
3998,47.73,29
3999,47.8,29
4000,48,29
4001,46.42,29
4002,51.13,29
4003,49.51,29
4004,51.9,29
4005,48.59,29
4006,48.49,29
4007,45.69,29
4008,48.63,29
4009,48.62,29
4010,48.56,29
4011,45.13,28
4012,49.67,28
4013,46.01,28
4014,53.9,28
4015,51.8,28
4016,51.73,28
4017,46.8,28
4018,49.69,28
4019,51.58,28
4020,50.42,28
4021,49.44,28
4022,51.1,28
4023,47.68,28
4024,51.45,28
4025,48.64,28
4026,46.55,28
4027,49.31,28
4028,52,28
4029,52.02,28
4030,54.58,28
4031,47.05,28
4032,53.73,28
4033,50.3,28
4034,9.52,28
4035,52.89,28
4036,9.64,28
4037,54.25,28
4038,52.08,27
4039,52.75,27
4040,49.29,27
4041,50.47,27
4042,48.41,27
4043,9.9,27
4044,52.9,27
4045,53.56,27
4046,52.62,27
4047,49.72,27
4048,49.52,27
4049,50.02,27
4050,49.82,27
4051,52.34,27
4052,52.25,27
4053,51.92,27
4054,51.96,27
4055,50.4,27
4056,46.91,27
4057,50.69,27
4058,49.79,27
4059,9.75,27
4060,50.97,27
4061,48.84,27
4062,50.53,26
4063,50.13,26
4064,51.38,26
4065,46.57,26
4066,50.89,26
4067,52.73,26
4068,9.94,26
4069,50.17,26
4070,49.11,26
4071,10.11,26
4072,50.49,26
4073,51.55,26
4074,9.58,26
4075,48.38,26
4076,50.38,26
4077,50.16,26
4078,50.63,26
4079,50.94,26
4080,49.55,26
4081,48.37,26
4082,47.79,26
4083,48.11,26
4084,49.77,26
4085,54.39,26
4086,49.17,26
4087,49.16,26
4088,51.2,26
4089,50.55,26
4090,51.33,25
4091,50.65,25
4092,50.06,25
4093,48.52,25
4094,51.54,25
4095,48.85,25
4096,49.2,25
4097,52.66,25
4098,45.96,25
4099,48.77,25
4100,51.75,25
4101,51.05,25
4102,53.19,25
4103,51.71,25
4104,50.58,25
4105,49.91,25
4106,51.35,25
4107,50.31,25
4108,50.26,25
4109,54.28,25
4110,53.42,25
4111,52.14,25
4112,52.22,25
4113,50.96,25
4114,50.09,25
4115,51.16,25
4116,54.68,24
4117,51.85,24
4118,48.51,24
4119,54.88,24
4120,52.11,24
4121,50.29,24
4122,51.77,24
4123,50.41,24
4124,52.3,24
4125,52.33,24
4126,53.81,24
4127,53.69,24
4128,9.93,24
4129,50.99,24
4130,56.12,24
4131,48.46,24
4132,9.78,24
4133,52.1,24
4134,49.05,24
4135,48.6,24
4136,47.71,24
4137,52.92,24
4138,47.16,24
4139,50.71,24
4140,51.4,24
4141,49.56,24
4142,52.98,24
4143,49.28,24
4144,48.72,24
4145,51.68,24
4146,50.45,23
4147,48.25,23
4148,46.7,23
4149,49.4,23
4150,51.43,23
4151,49.73,23
4152,50.8,23
4153,56.15,23
4154,53.3,23
4155,52.27,23
4156,48.2,23
4157,9.63,23
4158,52.29,23
4159,53.71,23
4160,50.56,23
4161,52.38,23
4162,50.74,23
4163,50.24,23
4164,9.95,23
4165,9.98,23
4166,53.41,23
4167,53.28,23
4168,9.84,23
4169,9.68,23
4170,52.64,23
4171,51.89,23
4172,53.05,23
4173,51.62,23
4174,51.81,23
4175,55.8,23
4176,52.83,23
4177,50.39,23
4178,49.84,22
4179,48.98,22
4180,52.8,22
4181,53.08,22
4182,50.7,22
4183,52.5,22
4184,53.4,22
4185,52.35,22
4186,53.65,22
4187,9.81,22
4188,53.07,22
4189,52.49,22
4190,9.57,22
4191,55.44,22
4192,48.3,22
4193,47.41,22
4194,53.38,22
4195,50.91,22
4196,50.82,22
4197,49.68,22
4198,50.25,22
4199,52.06,22
4200,54.3,22
4201,51.01,22
4202,47.63,22
4203,50.34,22
4204,55.76,21
4205,51.52,21
4206,49.03,21
4207,53.5,21
4208,52.51,21
4209,53.66,21
4210,59.91,21
4211,50.14,21
4212,51.95,21
4213,51.72,21
4214,51.06,21
4215,48.32,21
4216,55.46,21
4217,50.54,21
4218,9.7,21
4219,48.86,21
4220,48.8,21
4221,50.27,21
4222,51.7,21
4223,9.46,21
4224,54.32,21
4225,54.41,21
4226,57.3,21
4227,55.07,21
4228,49.12,21
4229,47.34,21
4230,53.88,21
4231,51.97,21
4232,51.88,21
4233,9.72,21
4234,9.73,21
4235,53.02,21
4236,53.33,21
4237,49.9,21
4238,48.95,21
4239,50.5,21
4240,52.07,21
4241,9.89,21
4242,47.38,20
4243,47.39,20
4244,9.82,20
4245,54.36,20
4246,53.55,20
4247,49.94,20
4248,52.18,20
4249,52.59,20
4250,51.76,20
4251,54.5,20
4252,51.66,20
4253,56.33,20
4254,50.35,20
4255,51.51,20
4256,56.35,20
4257,51.46,20
4258,51.41,20
4259,46.56,20
4260,53.32,20
4261,50.23,20
4262,48.69,20
4263,50.08,20
4264,54.04,20
4265,53.36,20
4266,52.58,20
4267,49.58,20
4268,9.69,20
4269,52.17,20
4270,56.25,20
4271,53.67,20
4272,9.79,20
4273,50.83,20
4274,52.23,20
4275,51.83,20
4276,9.83,20
4277,9.65,20
4278,9.49,20
4279,51,20
4280,58.59,20
4281,54.42,19
4282,53.31,19
4283,56.58,19
4284,56.13,19
4285,54.65,19
4286,9.47,19
4287,56.44,19
4288,50.72,19
4289,54.72,19
4290,52.01,19
4291,51.93,19
4292,55.51,19
4293,50.61,19
4294,53.92,19
4295,53.93,19
4296,50.43,19
4297,9.41,19
4298,49.45,19
4299,50.32,19
4300,50.76,19
4301,51.44,19
4302,51.34,19
4303,48.02,19
4304,55.93,19
4305,51.27,19
4306,44.38,19
4307,51.17,19
4308,54.38,19
4309,53.83,19
4310,56.76,19
4311,54.97,19
4312,52.93,19
4313,54.34,19
4314,52.61,19
4315,52.57,19
4316,54.23,19
4317,57.32,19
4318,53.72,19
4319,48.99,19
4320,54.19,19
4321,47.52,19
4322,54.05,18
4323,53.98,18
4324,54.18,18
4325,53.46,18
4326,54.24,18
4327,57.39,18
4328,55.75,18
4329,57.64,18
4330,54.21,18
4331,50.87,18
4332,54.49,18
4333,56.52,18
4334,48.31,18
4335,52.65,18
4336,55.35,18
4337,56.88,18
4338,52.28,18
4339,9.54,18
4340,48.53,18
4341,51.99,18
4342,51.87,18
4343,49.63,18
4344,52.72,18
4345,51.63,18
4346,51.53,18
4347,49.36,18
4348,49.33,18
4349,51.3,18
4350,49.27,18
4351,49.25,18
4352,51.23,18
4353,50.77,18
4354,55.25,18
4355,54.1,18
4356,52.88,18
4357,52.77,18
4358,54.8,18
4359,52.91,18
4360,52.87,18
4361,57.17,18
4362,52.84,18
4363,56.2,18
4364,53.09,18
4365,51.56,17
4366,51.82,17
4367,50.62,17
4368,58.78,17
4369,57.61,17
4370,57.59,17
4371,54.74,17
4372,53.59,17
4373,53.47,17
4374,55.79,17
4375,54.64,17
4376,53.43,17
4377,58.86,17
4378,51.18,17
4379,51.08,17
4380,53.24,17
4381,51.04,17
4382,55.42,17
4383,49.97,17
4384,53.86,17
4385,57.8,17
4386,57.41,17
4387,52.45,17
4388,9.39,17
4389,56.64,17
4390,52.86,17
4391,53.87,17
4392,56.85,17
4393,55.1,17
4394,58.46,17
4395,53.82,17
4396,47.56,17
4397,55.78,17
4398,9.45,17
4399,9.53,17
4400,62.4,16
4401,54.76,16
4402,56.7,16
4403,55.74,16
4404,56.54,16
4405,55.24,16
4406,55.04,16
4407,54.15,16
4408,9.55,16
4409,55.85,16
4410,51.31,16
4411,10.06,16
4412,50.57,16
4413,48.88,16
4414,53.58,16
4415,51.86,16
4416,50.67,16
4417,53.52,16
4418,52.97,16
4419,58.1,16
4420,57.91,16
4421,53.13,16
4422,53.17,16
4423,51.29,16
4424,9.25,16
4425,53.18,16
4426,49.54,16
4427,53.63,16
4428,53.61,16
4429,53.89,16
4430,57.52,16
4431,9.4,16
4432,53.97,16
4433,54.09,16
4434,53.77,16
4435,52.56,16
4436,57.57,16
4437,50.01,16
4438,52.48,16
4439,52.24,16
4440,58.36,16
4441,54.86,15
4442,56.31,15
4443,51.64,15
4444,54.6,15
4445,58.48,15
4446,61.52,15
4447,51.57,15
4448,51.78,15
4449,52.41,15
4450,53.06,15
4451,54.69,15
4452,55.81,15
4453,49.83,15
4454,52.43,15
4455,55.6,15
4456,56.3,15
4457,52.54,15
4458,54.56,15
4459,57.06,15
4460,56.81,15
4461,56.82,15
4462,51.5,15
4463,55.87,15
4464,9.07,15
4465,54.14,15
4466,53.68,15
4467,54.2,15
4468,53.78,15
4469,54.31,15
4470,53.21,15
4471,9.19,15
4472,56.08,15
4473,57.78,15
4474,55.38,15
4475,9.74,15
4476,53.62,15
4477,50.73,15
4478,55.32,15
4479,57.95,15
4480,55.96,15
4481,48.33,15
4482,51.22,15
4483,49.22,15
4484,58.51,15
4485,9.67,15
4486,51.48,15
4487,9.37,15
4488,55.34,14
4489,52.2,14
4490,48.48,14
4491,52.19,14
4492,52.03,14
4493,50.51,14
4494,49.66,14
4495,55.09,14
4496,59.72,14
4497,56.37,14
4498,51.98,14
4499,51.91,14
4500,55.2,14
4501,55.16,14
4502,50.93,14
4503,58.7,14
4504,55.12,14
4505,51.61,14
4506,59.52,14
4507,52.78,14
4508,53.29,14
4509,54.52,14
4510,53.27,14
4511,56.26,14
4512,59.07,14
4513,9.3,14
4514,54.45,14
4515,55.68,14
4516,53.37,14
4517,57.94,14
4518,57.34,14
4519,62,14
4520,9.44,14
4521,53.57,14
4522,9.35,14
4523,54.26,14
4524,54.22,14
4525,55.71,14
4526,55.73,14
4527,53.91,14
4528,53.96,14
4529,60.08,14
4530,54.02,14
4531,53.23,14
4532,55.36,14
4533,54.53,14
4534,49.85,14
4535,58.24,14
4536,52.6,14
4537,58.16,14
4538,52.69,14
4539,56.05,14
4540,52.74,14
4541,52.76,14
4542,9.5,14
4543,52.82,14
4544,52.81,14
4545,9.48,14
4546,56.17,14
4547,54.61,14
4548,57.16,14
4549,49.98,14
4550,62.65,13
4551,56.07,13
4552,55.64,13
4553,55.54,13
4554,55.55,13
4555,59.37,13
4556,56.38,13
4557,60.69,13
4558,58.73,13
4559,55.5,13
4560,59.57,13
4561,59.63,13
4562,58.81,13
4563,59.1,13
4564,49.7,13
4565,52.37,13
4566,58.58,13
4567,66,13
4568,52.85,13
4569,52.95,13
4570,58.11,13
4571,56.04,13
4572,9.66,13
4573,53.15,13
4574,57.22,13
4575,52.63,13
4576,57.25,13
4577,53.34,13
4578,54.44,13
4579,53.44,13
4580,9.86,13
4581,54.27,13
4582,56.62,13
4583,52.55,13
4584,53.8,13
4585,51.26,13
4586,55.27,13
4587,9.59,13
4588,50.6,13
4589,56.69,13
4590,58.53,13
4591,51.14,13
4592,9.77,13
4593,52.44,13
4594,51.74,13
4595,52.05,13
4596,9.43,13
4597,56.06,13
4598,52.36,13
4599,57.58,13
4600,57.47,13
4601,59.67,12
4602,55.98,12
4603,59.5,12
4604,57.5,12
4605,62.5,12
4606,60.24,12
4607,59.41,12
4608,57.63,12
4609,57.26,12
4610,9.28,12
4611,9.27,12
4612,61.7,12
4613,61.63,12
4614,56.9,12
4615,9.23,12
4616,9.22,12
4617,56.39,12
4618,61.12,12
4619,56.24,12
4620,56.19,12
4621,58.83,12
4622,59.15,12
4623,55.97,12
4624,52.71,12
4625,55.39,12
4626,52.32,12
4627,49.1,12
4628,54.81,12
4629,55.47,12
4630,55.45,12
4631,53.53,12
4632,52.12,12
4633,55.33,12
4634,54.13,12
4635,54,12
4636,55.58,12
4637,53.99,12
4638,52.96,12
4639,53.03,12
4640,54.96,12
4641,55.11,12
4642,53.39,12
4643,55.94,12
4644,53.49,12
4645,55.52,12
4646,55.02,12
4647,54.43,12
4648,55.89,12
4649,55.83,12
4650,55.91,12
4651,60.74,11
4652,52.39,11
4653,52.16,11
4654,58.43,11
4655,9.61,11
4656,9.56,11
4657,9.09,11
4658,58.38,11
4659,54.11,11
4660,9.38,11
4661,56.55,11
4662,9.42,11
4663,52.04,11
4664,53.7,11
4665,57.19,11
4666,52.67,11
4667,56.61,11
4668,57.23,11
4669,53.35,11
4670,56.66,11
4671,55.23,11
4672,56.92,11
4673,59.98,11
4674,59.97,11
4675,54.47,11
4676,51.79,11
4677,53.2,11
4678,55.06,11
4679,60.94,11
4680,9.12,11
4681,53.51,11
4682,55.61,11
4683,58.89,11
4684,58.88,11
4685,54.75,11
4686,61,11
4687,55.57,11
4688,57.38,11
4689,54.79,11
4690,61.08,11
4691,9.71,11
4692,56.11,11
4693,59.16,11
4694,54.83,11
4695,54.84,11
4696,57.18,11
4697,62.73,11
4698,53.64,11
4699,50.05,11
4700,55.4,11
4701,51.11,11
4702,9.21,11
4703,53.76,11
4704,57.21,10
4705,57.44,10
4706,57.68,10
4707,53.94,10
4708,57.6,10
4709,53.95,10
4710,54.55,10
4711,57.54,10
4712,62.35,10
4713,54.48,10
4714,57.43,10
4715,54.17,10
4716,62.27,10
4717,54.37,10
4718,54.35,10
4719,55.95,10
4720,58.19,10
4721,57.79,10
4722,60.52,10
4723,58.69,10
4724,49.06,10
4725,58.79,10
4726,64.2,10
4727,9.14,10
4728,60.7,10
4729,60.59,10
4730,9.01,10
4731,58.6,10
4732,60.41,10
4733,59.43,10
4734,59.44,10
4735,60.25,10
4736,59.96,10
4737,59.74,10
4738,59.86,10
4739,58.65,10
4740,58.57,10
4741,57.89,10
4742,8.96,10
4743,53.48,10
4744,57.93,10
4745,58.01,10
4746,53.12,10
4747,8.9,10
4748,53.11,10
4749,8.94,10
4750,53.01,10
4751,8.99,10
4752,58.14,10
4753,57.15,10
4754,58.2,10
4755,52.4,10
4756,52.21,10
4757,58.37,10
4758,58.4,10
4759,54.63,10
4760,9.31,10
4761,63.23,10
4762,62.79,10
4763,56.46,10
4764,55.01,10
4765,57.02,10
4766,55,10
4767,55.62,10
4768,54.89,10
4769,62.43,10
4770,55.17,10
4771,56.77,10
4772,55.28,10
4773,55.65,10
4774,56.93,10
4775,55.66,10
4776,56.14,10
4777,56.43,10
