,index,bmi_discharge
1663,36.25,221
1664,33.24,221
1665,34.64,221
1666,33.71,221
1667,37.74,221
1668,19.13,221
1669,33.58,220
1670,19.47,220
1671,20.57,219
1672,36.34,219
1673,36.85,219
1674,35.91,219
1675,34.68,219
1676,34.09,219
1677,37.86,219
1678,34.25,219
1679,19.25,218
1680,19.83,218
1681,36.65,218
1682,34.51,218
1683,18.02,217
1684,19.29,217
1685,31.5,217
1686,37.3,217
1687,19.9,216
1688,31.3,216
1689,19.59,216
1690,18.31,216
1691,18.14,216
1692,20.29,216
1693,39.14,216
1694,32.97,216
1695,40.24,215
1696,19.45,214
1697,35.95,214
1698,34.32,214
1699,17.22,214
1700,18.92,214
1701,33.68,213
1702,29.22,213
1703,32.48,212
1704,36.5,212
1705,19,212
1706,37.5,212
1707,34.69,212
1708,37.73,212
1709,36.77,212
1710,34.92,212
1711,26.8,212
1712,35.96,211
1713,36.76,211
1714,21.04,211
1715,36.6,211
1716,18.72,211
1717,34.66,211
1718,35.13,210
1719,34.04,210
1720,35.04,210
1721,19.56,210
1722,37.14,210
1723,18.32,209
1724,39.33,209
1725,38.28,209
1726,36.82,209
1727,20.1,209
1728,36.47,209
1729,20.76,208
1730,19.17,208
1731,35.05,208
1732,20.79,208
1733,35.81,208
1734,38.39,208
1735,20.44,208
1736,35.85,207
1737,19.87,207
1738,35.69,207
1739,18.8,207
1740,36.37,207
1741,36.54,207
1742,33.94,207
1743,36.17,207
1744,33.44,207
1745,36.72,206
1746,35.59,206
1747,38.96,206
1748,37.94,205
1749,19.41,204
1750,34.85,204
1751,20.17,204
1752,35.18,204
1753,36.22,203
1754,18.69,203
1755,17.38,203
1756,19.65,203
1757,39.31,203
1758,36.84,203
1759,18.84,203
1760,20.46,202
1761,18.37,202
1762,17.01,202
1763,18.61,202
1764,36.26,201
1765,36.12,201
1766,36.16,201
1767,37.88,201
1768,34.82,201
1769,19.23,200
1770,37.57,200
1771,39.05,200
1772,19.5,199
1773,19.71,199
1774,38.67,199
1775,35.66,199
1776,37.9,199
1777,38.26,199
1778,35.89,199
1779,36.98,199
1780,32.4,198
1781,18.44,198
1782,37.81,198
1783,35.46,198
1784,16.83,197
1785,35.83,197
1786,34.34,197
1787,38.22,197
1788,36.69,197
1789,39.15,197
1790,34.71,197
1791,20.01,196
1792,17.9,196
1793,37.01,196
1794,32.79,195
1795,37.21,195
1796,17.75,195
1797,18.83,195
1798,18.17,195
1799,17.54,195
1800,34.42,194
1801,19.51,194
1802,32.63,194
1803,13.06,193
1804,35.97,193
1805,37.43,193
1806,18.98,193
1807,31.43,193
1808,18.5,193
1809,38.98,192
1810,34.13,192
1811,31.23,192
1812,18.24,192
1813,35.37,192
1814,19.24,192
1815,36.3,191
1816,36.88,191
1817,20.13,191
1818,37.64,191
1819,13.17,191
1820,17.58,191
1821,13.61,190
1822,35.2,190
1823,19.43,190
1824,37.24,190
1825,36.19,190
1826,40.17,190
1827,37.26,190
1828,36.66,189
1829,37.1,189
1830,39.54,189
1831,33.54,189
1832,38.94,189
1833,12.92,188
1834,13.78,188
1835,32.21,188
1836,17.16,188
1837,33.69,188
1838,38.84,187
1839,12.32,187
1840,35.39,187
1841,38.08,187
1842,35.22,187
1843,39.47,187
1844,40.74,187
1845,19.82,187
1846,18.08,187
1847,35.27,186
1848,39.51,186
1849,32.67,186
1850,36.09,186
1851,19.35,186
1852,34.65,186
1853,35.77,186
1854,18.12,186
1855,40.39,186
1856,17.43,186
1857,19.6,185
1858,18.13,185
1859,38.47,185
1860,38.36,185
1861,42.77,185
1862,41.81,184
1863,18.42,184
1864,42.91,184
1865,18.82,184
1866,37.36,184
1867,17.5,184
1868,19.27,184
1869,34.08,183
1870,11.96,183
1871,19.07,183
1872,12.86,183
1873,12.45,183
1874,35.1,183
1875,33.17,183
1876,44.63,182
1877,13.35,182
1878,20.49,182
1879,18.09,182
1880,17.36,182
1881,36.29,182
1882,12.88,182
1883,18.33,181
1884,19.54,181
1885,12.94,181
1886,36.51,181
1887,34,181
1888,18.38,181
1889,18.48,181
1890,42.57,181
1891,13.29,181
1892,12.52,180
1893,37.89,180
1894,38.04,180
1895,36.64,180
1896,12.84,180
1897,36.04,180
1898,37.18,179
1899,12.13,179
1900,37.67,179
1901,33.62,179
1902,35.34,178
1903,40.72,178
1904,17.79,178
1905,13.5,178
1906,37.8,178
1907,39.22,178
1908,33.92,178
1909,12.28,178
1910,12.65,178
1911,41.5,178
1912,39.6,178
1913,17.81,177
1914,38.43,177
1915,37.16,177
1916,18.34,177
1917,37.58,177
1918,44.29,177
1919,37.68,177
1920,18.62,177
1921,17.63,177
1922,36.71,176
1923,13.68,176
1924,37.69,176
1925,18.35,176
1926,39.77,176
1927,42.51,176
1928,12.82,176
1929,12.48,175
1930,18.73,175
1931,13.04,175
1932,36.78,175
1933,35.49,175
1934,14.06,175
1935,39.5,174
1936,36.52,174
1937,18.43,174
1938,19.38,174
1939,18.86,174
1940,12.72,174
1941,13.07,174
1942,17.47,173
1943,18.58,173
1944,39.82,173
1945,13.33,173
1946,12.61,173
1947,13.95,173
1948,12.17,173
1949,36.63,173
1950,17.65,173
1951,33.03,173
1952,19.15,173
1953,35.57,173
1954,18.27,172
1955,19.1,172
1956,39.53,172
1957,34.24,172
1958,40.46,172
1959,39.99,172
1960,40.77,172
1961,40.06,172
1962,34.81,171
1963,18.67,171
1964,35.5,171
1965,18.91,171
1966,13.16,171
1967,18.57,171
1968,13.13,171
1969,40.6,171
1970,12.34,171
1971,38.35,171
1972,35.65,171
1973,41.99,171
1974,41,171
1975,18.36,170
1976,35.82,170
1977,12.3,170
1978,36.08,170
1979,38.52,170
1980,38.86,170
1981,36.89,170
1982,13.31,170
1983,12.55,169
1984,36.1,169
1985,35.63,169
1986,12.39,169
1987,12.37,169
1988,12.67,169
1989,12.07,169
1990,34.94,169
1991,11.98,169
1992,12.46,169
1993,41.57,168
1994,37.95,168
1995,18,168
1996,38.44,168
1997,17.34,168
1998,37.07,168
1999,36.07,168
2000,12.69,168
2001,35.03,168
2002,12.98,167
2003,12.77,167
2004,37.29,167
2005,12.2,167
2006,19.78,167
2007,13.25,166
2008,13.37,166
2009,40.23,166
2010,38.9,166
2011,36.86,166
2012,18.96,166
2013,17.92,166
2014,38.58,166
2015,42.97,166
2016,37.41,166
2017,39.07,166
2018,12.96,165
2019,12.83,165
2020,37.71,165
2021,43.05,165
2022,38.15,165
2023,18.46,164
2024,18.18,164
2025,12.41,164
2026,13.7,164
2027,34.49,164
2028,38.25,164
2029,13.39,164
2030,35.41,164
2031,18.45,164
2032,12.26,164
2033,39.44,163
2034,18.53,163
2035,38.38,163
2036,17.72,163
2037,35.68,163
2038,13.76,163
2039,38,163
2040,39.56,163
2041,16.46,163
2042,19.06,162
2043,37.05,162
2044,13.57,162
2045,13.87,162
2046,13.08,162
2047,39.36,162
2048,19.03,162
2049,13,162
2050,12.21,162
2051,38.23,162
2052,18.2,162
2053,13.27,162
2054,37.6,162
2055,38.59,162
2056,13.42,162
2057,36.42,161
2058,40.37,161
2059,42.29,161
2060,39.84,161
2061,12.87,161
2062,12.64,161
2063,18.81,161
2064,36.68,161
2065,38.19,161
2066,38.12,161
2067,12.9,161
2068,37.91,161
2069,34.47,161
2070,12.56,161
2071,38.71,161
2072,18.19,161
2073,13.18,160
2074,17.89,160
2075,18.39,160
2076,13.54,160
2077,41.02,160
2078,41.66,160
2079,12.75,160
2080,35.86,160
2081,37.34,160
2082,35.64,160
2083,37.54,160
2084,32.16,160
2085,35.76,160
2086,37.7,160
2087,18.63,160
2088,37.75,160
2089,13.03,159
2090,35.17,159
2091,37.4,159
2092,17.77,159
2093,13.47,159
2094,13.48,159
2095,13.85,159
2096,41.1,159
2097,38.31,159
2098,17.46,159
2099,12.8,159
2100,12,159
2101,12.62,158
2102,38.16,158
2103,18.06,158
2104,12.71,158
2105,37.09,158
2106,17.74,158
2107,12.58,158
2108,39.72,158
2109,12.79,158
2110,12.19,158
2111,18.23,158
2112,12.24,158
2113,36.23,158
2114,16.6,158
2115,35.8,158
2116,13.28,158
2117,17.87,157
2118,13.74,157
2119,18.7,157
2120,16.64,157
2121,18.93,157
2122,34.79,157
2123,14.53,157
2124,41.05,157
2125,12.44,157
2126,36.91,157
2127,39,156
2128,14.4,156
2129,13.09,156
2130,35.32,156
2131,13.65,156
2132,40.43,156
2133,12.25,156
2134,17.64,155
2135,12.76,155
2136,17.96,155
2137,12.15,155
2138,12.11,155
2139,12.95,155
2140,42.07,155
2141,17.76,155
2142,11.86,155
2143,14.23,155
2144,12.43,155
2145,38.61,155
2146,37.62,155
2147,39.62,155
2148,36.24,155
2149,19.12,155
2150,14.49,154
2151,40.32,154
2152,40.27,154
2153,17.57,154
2154,36.83,153
2155,35.47,153
2156,39.71,153
2157,13.99,153
2158,36.75,153
2159,39.27,153
2160,38.75,153
2161,16.73,153
2162,36.93,153
2163,41.03,153
2164,11.95,153
2165,34.4,153
2166,12.04,153
2167,11.88,152
2168,20.26,152
2169,13.24,152
2170,40.69,152
2171,36.79,152
2172,12.02,152
2173,13.72,152
2174,35.92,152
2175,11.82,152
2176,18.59,152
2177,41.35,152
2178,43.58,152
2179,12.6,152
2180,36.53,152
2181,18.49,152
2182,39.89,152
2183,17.19,152
2184,42.43,152
2185,13.59,152
2186,17.86,151
2187,11.9,151
2188,15.62,151
2189,39.45,151
2190,39.69,151
2191,12.7,151
2192,16.79,151
2193,41.63,151
2194,12.36,151
2195,13.41,151
2196,38.6,151
2197,12.74,151
2198,43.4,150
2199,13.63,150
2200,13.43,150
2201,13.15,150
2202,13.2,150
2203,17.23,150
2204,39.86,150
2205,14.45,150
2206,12.59,150
2207,39.13,150
2208,45.73,150
2209,12.16,150
2210,18.22,150
2211,36.87,149
2212,17.1,149
2213,11.84,149
2214,17.61,149
2215,37.37,149
2216,13.52,149
2217,34.63,149
2218,33.74,149
2219,12.85,149
2220,11.94,149
2221,13.01,149
2222,12.5,149
2223,38.06,149
2224,14.02,148
2225,38.53,148
2226,13.46,148
2227,16.92,148
2228,40.61,148
2229,37.51,148
2230,12.93,148
2231,41.16,148
2232,17.44,147
2233,12.09,147
2234,41.32,147
2235,39.65,147
2236,13.12,147
2237,13.22,147
2238,35.79,147
2239,17.78,147
2240,13.51,147
2241,17.7,147
2242,43.9,147
2243,38.17,146
2244,11.64,146
2245,38.66,146
2246,37.33,146
2247,36.46,146
2248,35.98,146
2249,17.59,146
2250,12.53,146
2251,40,146
2252,35.38,146
2253,14.12,146
2254,12.78,146
2255,17.68,146
2256,35.75,146
2257,35.21,146
2258,37.39,145
2259,37.56,145
2260,37.52,145
2261,13.56,145
2262,13.23,145
2263,17.37,145
2264,13.19,145
2265,13.02,145
2266,38.48,145
2267,37.82,145
2268,12.73,145
2269,36.06,145
2270,12.47,145
2271,38.32,144
2272,13.05,144
2273,39.29,144
2274,41.96,144
2275,38.76,144
2276,37.98,144
2277,37.84,144
2278,12.33,144
2279,18.77,144
2280,14.24,144
2281,13.92,144
2282,19.36,143
2283,13.8,143
2284,14.14,143
2285,38.78,143
2286,33.26,143
2287,13.3,143
2288,38.69,143
2289,18.28,142
2290,36.35,142
2291,12.49,142
2292,36.7,142
2293,12.63,142
2294,38.95,142
2295,14.88,142
2296,39.17,142
2297,39.75,142
2298,18.52,142
2299,14.08,142
2300,14.04,142
2301,13.84,142
2302,43.77,142
2303,34.43,141
2304,41.98,141
2305,40.34,141
2306,38.65,141
2307,17.4,141
2308,18.03,141
2309,13.83,141
2310,18.04,141
2311,13.79,141
2312,12.99,141
2313,14.64,141
2314,17.07,140
2315,38.4,140
2316,37.78,140
2317,13.66,140
2318,13.62,140
2319,13.49,140
2320,42.16,140
2321,13.1,140
2322,19.62,140
2323,40.89,140
2324,35.06,140
2325,36.41,140
2326,43.6,140
2327,11.7,140
2328,17.14,140
2329,12.08,140
2330,13.21,139
2331,38.07,139
2332,18.74,139
2333,41.4,139
2334,13.71,139
2335,16.3,139
2336,13.44,139
2337,13.4,139
2338,14.17,139
2339,40.64,139
2340,13.11,139
2341,39.85,138
2342,37.53,138
2343,37.72,138
2344,38.56,138
2345,36.43,138
2346,38.63,138
2347,38.03,138
2348,12.03,138
2349,14.25,138
2350,37.27,138
2351,18.07,138
2352,17.02,138
2353,19.18,138
2354,40.68,138
2355,36.27,138
2356,16.44,138
2357,16.88,138
2358,14.28,138
2359,40.85,137
2360,13.14,137
2361,12.23,137
2362,13.75,137
2363,12.27,137
2364,39.09,137
2365,41.64,137
2366,16.27,137
2367,17.18,137
2368,43.94,137
2369,13.89,137
2370,17.33,137
2371,17.67,137
2372,39.38,137
2373,12.12,136
2374,43.75,136
2375,12.57,136
2376,14.51,136
2377,16.12,136
2378,14.18,136
2379,38.51,136
2380,41.77,136
2381,12.38,135
2382,40.75,135
2383,35.6,135
2384,12.06,135
2385,40.19,135
2386,41.82,135
2387,18.26,135
2388,12.35,135
2389,46.59,135
2390,14.59,135
2391,19.09,135
2392,37.55,135
2393,13.94,135
2394,16.82,135
2395,12.68,135
2396,40.51,135
2397,40.81,134
2398,40.56,134
2399,16.65,134
2400,38.88,134
2401,17.26,134
2402,16.76,134
2403,39.8,134
2404,12.29,134
2405,14.72,134
2406,12.97,134
2407,39.25,134
2408,14.03,134
2409,17.2,134
2410,18.05,134
2411,14,133
2412,12.4,133
2413,17.06,133
2414,14.57,133
2415,16.99,133
2416,14.21,133
2417,41.37,133
2418,17.82,133
2419,35.72,133
2420,17.95,133
2421,14.47,133
2422,39.43,132
2423,17.31,132
2424,14.1,132
2425,13.86,132
2426,12.54,132
2427,37.99,132
2428,16.51,132
2429,40.9,132
2430,34.89,132
2431,13.36,131
2432,13.82,131
2433,13.26,131
2434,13.6,131
2435,45.35,131
2436,11.39,131
2437,37.35,131
2438,40.18,131
2439,17.17,131
2440,12.14,131
2441,18.76,131
2442,42.93,131
2443,16.14,131
2444,16.47,131
2445,37.23,130
2446,11.77,130
2447,14.79,130
2448,38.5,130
2449,38.55,130
2450,40.04,130
2451,40.3,130
2452,14.92,130
2453,38.21,130
2454,36.38,130
2455,37.15,130
2456,40.09,130
2457,36.55,130
2458,38.3,130
2459,36.74,130
2460,18.11,130
2461,15.98,130
2462,35.45,129
2463,45.19,129
2464,13.91,129
2465,15.09,129
2466,16.4,129
2467,17.49,129
2468,11.8,129
2469,35.09,129
2470,37.85,129
2471,13.55,129
2472,40.25,129
2473,13.45,129
2474,37.04,129
2475,40.21,129
2476,12.05,128
2477,13.97,128
2478,41.88,128
2479,18.1,128
2480,11.28,128
2481,14.36,128
2482,12.01,128
2483,17.03,128
2484,12.66,128
2485,19.28,128
2486,17.52,128
2487,38.99,128
2488,17.62,128
2489,16.8,128
2490,38.81,128
2491,14.2,127
2492,16.31,127
2493,11.93,127
2494,39.03,127
2495,12.42,127
2496,36,127
2497,15.82,127
2498,11.59,127
2499,17.28,127
2500,39.41,127
2501,13.81,127
2502,40.94,127
2503,11.92,127
2504,14.11,126
2505,42.19,126
2506,36.99,126
2507,11.76,126
2508,17.98,126
2509,37.92,126
2510,17.56,126
2511,14.42,126
2512,39.74,126
2513,14.74,126
2514,38.64,126
2515,39.08,126
2516,14.33,126
2517,14.38,126
2518,15.66,126
2519,39.59,126
2520,42.6,125
2521,40.62,125
2522,39.49,125
2523,38.83,125
2524,42.34,125
2525,39.02,125
2526,11.68,125
2527,12.1,125
2528,40.11,125
2529,11.66,125
2530,18.21,125
2531,14.81,125
2532,14.71,125
2533,14.65,125
2534,14.61,125
2535,15.5,125
2536,40.42,124
2537,36.45,124
2538,37.96,124
2539,43.06,124
2540,17.15,124
2541,38.05,124
2542,39.3,124
2543,12.91,124
2544,12.89,124
2545,11.79,124
2546,12.22,124
2547,40.53,123
2548,41.18,123
2549,35.42,123
2550,39.19,123
2551,14.63,123
2552,12.18,123
2553,40.15,123
2554,41.01,123
2555,11.72,123
2556,42.45,123
2557,11.74,123
2558,38.24,123
2559,17.51,122
2560,41.38,122
2561,42.89,122
2562,39.78,122
2563,13.53,122
2564,42.23,122
2565,11.43,122
2566,39.91,122
2567,11.71,121
2568,11.57,121
2569,15,121
2570,38.87,121
2571,11.5,121
2572,41.09,121
2573,41.93,121
2574,38.57,121
2575,16.97,121
2576,15.19,121
2577,37.63,121
2578,13.64,121
2579,40.45,121
2580,15.37,121
2581,13.38,121
2582,17.04,121
2583,14.13,120
2584,18.41,120
2585,39.58,120
2586,14.94,120
2587,38.1,120
2588,15.59,120
2589,42.27,120
2590,41.19,120
2591,14.56,120
2592,11.62,120
2593,16.53,120
2594,37.48,120
2595,17.83,120
2596,39.26,119
2597,37.87,119
2598,37.19,119
2599,15.8,119
2600,16.19,119
2601,39.12,119
2602,14.26,119
2603,13.88,119
2604,40.66,119
2605,13.32,119
2606,13.34,119
2607,14.22,119
2608,40.49,119
2609,14.78,119
2610,11.89,119
2611,43.43,119
2612,13.73,119
2613,17.21,119
2614,14.9,119
2615,16.25,118
2616,41.15,118
2617,11.78,118
2618,16.69,118
2619,40.41,118
2620,40.57,118
2621,12.81,118
2622,16.91,118
2623,41.61,118
2624,14.27,118
2625,39.7,118
2626,13.58,118
2627,14.16,118
2628,16.33,118
2629,17.91,118
2630,18.68,117
2631,13.98,117
2632,13.69,117
2633,13.93,117
2634,39.52,117
2635,11.73,117
2636,11.51,117
2637,38.14,117
2638,17.73,117
2639,11.34,117
2640,41.45,117
2641,13.9,117
2642,40.97,117
2643,16.54,117
2644,11.54,116
2645,41.17,116
2646,11.61,116
2647,12.51,116
2648,17.93,116
2649,42.05,116
2650,15.55,116
2651,43.1,116
2652,12.31,116
2653,16.16,116
2654,41.21,116
2655,39.96,116
2656,40.83,116
2657,40.4,116
2658,36.97,116
2659,11.91,115
2660,14.98,115
2661,17.42,115
2662,17.27,115
2663,17.41,115
2664,41.79,115
2665,17.29,115
2666,39.73,115
2667,15.81,115
2668,18.15,115
2669,38.7,115
2670,11.75,115
2671,15.44,115
2672,37.06,115
2673,13.67,115
2674,40.02,114
2675,16.32,114
2676,14.15,114
2677,44.1,114
2678,40.92,114
2679,14.34,114
2680,11.53,114
2681,38.29,113
2682,16.84,113
2683,17.32,113
2684,11.44,113
2685,17.3,113
2686,37.65,113
2687,41.95,113
2688,38.54,113
2689,15.22,113
2690,15.12,113
2691,15.08,113
2692,40.59,113
2693,17.6,113
2694,14.35,113
2695,17.25,113
2696,11.6,113
2697,15.28,113
2698,39.18,112
2699,44.3,112
2700,14.41,112
2701,17.99,112
2702,40.44,112
2703,39.66,112
2704,15.77,112
2705,16.07,111
2706,14.19,111
2707,37.83,111
2708,42.12,111
2709,17.53,111
2710,14.83,111
2711,39.92,111
2712,40.29,111
2713,14.29,111
2714,11.99,111
2715,38.72,111
2716,16.63,111
2717,37.17,111
2718,11.45,111
2719,14.62,111
2720,40.58,111
2721,38.49,111
2722,16.36,110
2723,39.67,110
2724,44.48,110
2725,15.07,110
2726,43.93,110
2727,11.52,110
2728,42.61,110
2729,37.32,110
2730,41.97,110
2731,17.48,110
2732,15.69,110
2733,39.61,109
2734,42.62,109
2735,38.73,109
2736,38.18,109
2737,40.14,109
2738,40.79,109
2739,41.47,109
2740,17.12,109
2741,41.59,109
2742,44.26,109
2743,11.29,109
2744,11.63,109
2745,11.97,109
2746,15.93,109
2747,14.85,108
2748,17.13,108
2749,41.51,108
2750,15.58,108
2751,16.81,108
2752,41.7,108
2753,16.93,108
2754,15.31,108
2755,11.08,108
2756,14.31,108
2757,17.09,108
2758,17.69,108
2759,16.62,108
2760,40.1,108
2761,40.31,108
2762,42.74,108
2763,15.04,108
2764,44.76,108
2765,40.05,108
2766,43.26,108
2767,40.71,107
2768,15.4,107
2769,15.46,107
2770,14.68,107
2771,11.36,107
2772,14.6,107
2773,16.5,107
2774,13.77,107
2775,13.96,107
2776,15.91,107
2777,14.3,107
2778,16.77,107
2779,42.8,107
2780,11.42,107
2781,16.72,107
2782,11.37,107
2783,15.14,107
2784,11.83,107
2785,15.05,106
2786,11.3,106
2787,41.85,106
2788,40.16,106
2789,11.55,106
2790,11.33,106
2791,41.27,106
2792,11.12,106
2793,15.27,106
2794,14.39,106
2795,17.08,106
2796,14.05,106
2797,42.18,106
2798,15.02,106
2799,14.69,105
2800,40.22,105
2801,11.41,105
2802,17.11,105
2803,15.16,105
2804,43.84,105
2805,14.48,105
2806,42.09,105
2807,16.87,105
2808,11.19,105
2809,16.66,105
2810,11.85,105
2811,39.23,105
2812,11.32,105
2813,42.06,105
2814,39.4,105
2815,41.44,105
2816,41.33,104
2817,14.43,104
2818,41.04,104
2819,16.86,104
2820,11.69,104
2821,11.87,104
2822,15.23,104
2823,14.37,104
2824,16.13,104
2825,11.46,104
2826,16.42,104
2827,15.74,104
2828,44.99,104
2829,38.34,104
2830,43.35,103
2831,16.57,103
2832,15.36,103
2833,16.48,103
2834,16.94,103
2835,11.48,103
2836,15.94,103
2837,15.96,103
2838,16.56,103
2839,14.09,103
2840,11.16,103
2841,39.79,103
2842,14.8,103
2843,41.34,103
2844,17.35,103
2845,44.92,103
2846,44.93,103
2847,39.24,102
2848,40.91,102
2849,42.1,102
2850,15.89,102
2851,16.01,102
2852,38.91,102
2853,39.57,102
2854,16.06,102
2855,19.32,102
2856,40.55,102
2857,14.96,101
2858,16.37,101
2859,40.67,101
2860,15.78,101
2861,40.96,101
2862,15.33,101
2863,16.98,101
2864,16.74,101
2865,41.52,101
2866,39.2,101
2867,15.51,101
2868,37.47,101
2869,41.54,101
2870,41.28,101
2871,41.42,101
2872,15.06,100
2873,15.1,100
2874,40.87,100
2875,15.2,100
2876,14.7,100
2877,17.8,100
2878,14.75,100
2879,44.61,100
2880,15.6,100
2881,40.82,100
2882,11.65,100
2883,15.84,100
2884,39.39,100
2885,16.24,99
2886,14.54,99
2887,41.53,99
2888,38.33,99
2889,15.21,99
2890,41.9,99
2891,42.37,99
2892,42.84,99
2893,11.47,99
2894,14.01,99
2895,14.58,99
2896,43.91,99
2897,11.56,99
2898,16.68,99
2899,15.43,99
2900,14.76,99
2901,15.17,99
2902,16.26,98
2903,42.03,98
2904,39.98,98
2905,16.89,98
2906,41.13,98
2907,16.45,98
2908,16.1,98
2909,15.63,98
2910,42.4,98
2911,11.31,98
2912,42.13,98
2913,15.24,98
2914,42.28,98
2915,16.7,97
2916,43.08,97
2917,41.12,97
2918,40.2,97
2919,44.35,97
2920,15.49,97
2921,17.84,97
2922,15.87,97
2923,15.57,97
2924,15.29,97
2925,14.32,97
2926,16.96,97
2927,16.02,97
2928,15.56,97
2929,40.47,97
2930,42.38,97
2931,42.54,97
2932,14.5,96
2933,41.24,96
2934,43.85,96
2935,11.67,96
2936,11.81,96
2937,17.88,96
2938,14.44,96
2939,11.14,96
2940,43.23,96
2941,41.69,96
2942,43.22,96
2943,45.61,96
2944,42.76,96
2945,42.32,96
2946,11.05,96
2947,16.58,96
2948,38.93,96
2949,14.97,96
2950,16.23,96
2951,46.52,96
2952,16.39,96
2953,16.09,96
2954,15.42,95
2955,15.34,95
2956,47.26,95
2957,11.15,95
2958,42.26,95
2959,14.07,95
2960,15.71,95
2961,15.18,95
2962,16.29,95
2963,15.97,95
2964,39.83,95
2965,44.11,95
2966,14.55,95
2967,40.13,95
2968,43.42,95
2969,11.27,94
2970,39.1,94
2971,37,94
2972,39.34,94
2973,38.42,94
2974,39.64,94
2975,14.95,94
2976,11.25,94
2977,16.55,94
2978,41.14,94
2979,38.82,94
2980,14.46,94
2981,14.67,94
2982,44.39,94
2983,46.09,94
2984,14.99,94
2985,14.86,94
2986,43.53,93
2987,11.58,93
2988,40.76,93
2989,44.08,93
2990,39.55,93
2991,15.64,93
2992,17.66,93
2993,15.73,93
2994,42.72,93
2995,42.25,93
2996,15.03,93
2997,17.24,93
2998,15.65,93
2999,43.33,93
3000,15.01,93
3001,11.24,92
3002,15.53,92
3003,38.8,92
3004,16.38,92
3005,16.17,92
3006,41.86,92
3007,39.63,92
3008,41.71,92
3009,14.73,92
3010,16.49,91
3011,15.67,91
3012,45.93,91
3013,15.79,91
3014,17.55,91
3015,40.33,91
3016,15.85,91
3017,43.46,91
3018,44.8,91
3019,44.09,91
3020,42.41,91
3021,46.86,91
3022,43.71,91
3023,11.01,91
3024,38.2,91
3025,11.35,90
3026,42.47,90
3027,15.41,90
3028,16.21,90
3029,15.15,90
3030,15.45,90
3031,46.06,90
3032,14.66,90
3033,43.07,90
3034,15.95,90
3035,46.81,90
3036,41.72,90
3037,39.35,90
3038,15.35,89
3039,40.86,89
3040,16.61,89
3041,11.18,89
3042,42.5,89
3043,11.1,89
3044,17.39,89
3045,10.8,89
3046,41.84,89
3047,42.7,89
3048,40.28,89
3049,41.8,89
3050,16.41,89
3051,46,89
3052,14.93,89
3053,43.95,89
3054,42.33,88
3055,17.45,88
3056,42.52,88
3057,11.21,88
3058,11.23,88
3059,44.46,88
3060,46.32,88
3061,15.47,88
3062,40.36,88
3063,11.49,88
3064,39.95,88
3065,40.07,88
3066,41.25,88
3067,14.77,88
3068,44.43,88
3069,40.65,88
3070,15.48,88
3071,39.76,88
3072,15.11,88
3073,40.5,88
3074,16.71,88
3075,15.7,87
3076,17.05,87
3077,48.82,87
3078,11.11,87
3079,39.37,87
3080,11.2,87
3081,44.25,87
3082,40.88,87
3083,42.88,87
3084,41.06,86
3085,16.05,86
3086,16.2,86
3087,15.68,86
3088,15.76,86
3089,40.93,86
3090,43.16,86
3091,15.9,86
3092,44.64,86
3093,40.78,86
3094,42.04,86
3095,41.36,85
3096,40.12,85
3097,14.87,85
3098,39.01,85
3099,38.68,85
3100,11.26,85
3101,15.99,85
3102,10.96,85
3103,16.75,85
3104,40.48,85
3105,40.73,85
3106,15.88,84
3107,42.02,84
3108,16.15,84
3109,43.62,84
3110,15.3,84
3111,42.14,84
3112,15.26,84
3113,15.92,84
3114,16.04,84
3115,40.54,84
3116,48.06,84
3117,11.02,84
3118,43.48,84
3119,15.72,84
3120,10.85,84
3121,11.22,84
3122,41.46,84
3123,43.54,83
3124,16.08,83
3125,16.85,83
3126,45.76,83
3127,42.15,83
3128,15.75,83
3129,43.65,83
3130,41.11,83
3131,39.97,83
3132,45.91,83
3133,42.59,82
3134,43.12,82
3135,41.68,82
3136,14.52,82
3137,45.89,82
3138,40.99,82
3139,41.49,82
3140,11.4,82
3141,43.29,82
3142,11.17,82
3143,41.76,81
3144,10.88,81
3145,16.67,81
3146,42.95,81
3147,45.03,81
3148,43.14,81
3149,40.8,81
3150,43.63,81
3151,43.92,81
3152,47.47,81
3153,41.74,81
3154,46.05,81
3155,39.9,80
3156,41.75,80
3157,10.94,80
3158,43.34,80
3159,42.17,80
3160,41.94,80
3161,38.13,80
3162,44.55,80
3163,14.84,80
3164,45.16,80
3165,15.54,80
3166,41.83,80
3167,16.59,80
3168,45.42,80
3169,39.21,80
3170,14.89,79
3171,43.55,79
3172,46.16,79
3173,39.88,79
3174,16,79
3175,42.46,79
3176,10.9,79
3177,47.55,79
3178,38.46,79
3179,15.38,79
3180,16.9,79
3181,42.48,78
3182,42.87,78
3183,41.3,78
3184,10.92,78
3185,45.49,78
3186,40.95,78
3187,44.01,78
3188,39.28,78
3189,16.22,78
3190,40.01,78
3191,41.56,78
3192,42.21,77
3193,10.82,77
3194,46.34,77
3195,42.98,77
3196,16.35,77
3197,44.06,77
3198,11.13,77
3199,10.91,77
3200,45.2,76
3201,10.98,76
3202,41.23,76
3203,40.08,76
3204,45.18,76
3205,42.82,76
3206,43.36,76
3207,45.6,76
3208,41.89,76
3209,11.03,75
3210,43.59,75
3211,15.13,75
3212,44.6,75
3213,11.04,75
3214,11.07,75
3215,15.39,75
3216,10.78,75
3217,44.72,74
3218,43.25,74
3219,46.48,74
