,index,length_of_stay
36323,29 days 08:37:00.000000000,1
36324,17 days 14:17:00.000000000,1
36325,29 days 04:05:00.000000000,1
36326,38 days 18:59:00.000000000,1
36327,27 days 17:08:00.000000000,1
36328,31 days 04:42:00.000000000,1
36329,36 days 06:28:00.000000000,1
36330,33 days 18:22:00.000000000,1
36331,37 days 02:29:00.000000000,1
36332,35 days 10:02:00.000000000,1
36333,37 days 21:03:00.000000000,1
36334,29 days 16:55:00.000000000,1
36335,24 days 19:43:00.000000000,1
36336,30 days 11:47:00.000000000,1
36337,23 days 08:50:00.000000000,1
36338,29 days 16:45:00.000000000,1
36339,35 days 01:16:00.000000000,1
36340,29 days 06:35:00.000000000,1
36341,31 days 17:01:00.000000000,1
36342,26 days 00:08:00.000000000,1
36343,13 days 10:07:00.000000000,1
36344,27 days 07:10:00.000000000,1
36345,24 days 16:02:00.000000000,1
36346,35 days 15:36:00.000000000,1
36347,38 days 19:12:00.000000000,1
36348,34 days 05:41:00.000000000,1
36349,23 days 00:26:00.000000000,1
36350,31 days 03:00:00.000000000,1
36351,21 days 13:21:00.000000000,1
36352,27 days 02:51:00.000000000,1
36353,24 days 14:17:00.000000000,1
36354,29 days 02:03:00.000000000,1
36355,24 days 01:29:00.000000000,1
36356,26 days 14:06:00.000000000,1
36357,22 days 09:47:00.000000000,1
36358,33 days 20:25:00.000000000,1
36359,33 days 17:42:00.000000000,1
36360,26 days 03:25:00.000000000,1
36361,21 days 15:11:00.000000000,1
36362,32 days 13:24:00.000000000,1
36363,26 days 21:53:00.000000000,1
36364,26 days 05:14:00.000000000,1
36365,22 days 17:55:00.000000000,1
36366,24 days 23:03:00.000000000,1
36367,14 days 06:51:00.000000000,1
36368,29 days 07:49:00.000000000,1
36369,25 days 01:19:00.000000000,1
36370,36 days 02:34:00.000000000,1
36371,24 days 09:49:00.000000000,1
36372,20 days 11:53:00.000000000,1
36373,30 days 02:55:00.000000000,1
36374,32 days 05:08:00.000000000,1
36375,37 days 10:59:00.000000000,1
36376,24 days 04:59:00.000000000,1
36377,21 days 12:56:00.000000000,1
36378,27 days 18:19:00.000000000,1
36379,29 days 06:28:00.000000000,1
36380,35 days 06:31:00.000000000,1
36381,39 days 20:48:00.000000000,1
36382,31 days 19:51:00.000000000,1
36383,17 days 03:08:00.000000000,1
36384,23 days 16:55:00.000000000,1
36385,35 days 20:32:00.000000000,1
36386,25 days 06:12:00.000000000,1
36387,20 days 05:50:00.000000000,1
36388,28 days 07:29:00.000000000,1
36389,30 days 16:01:00.000000000,1
36390,17 days 07:01:00.000000000,1
36391,24 days 20:02:00.000000000,1
36392,20 days 08:20:00.000000000,1
36393,25 days 12:52:00.000000000,1
36394,38 days 15:34:00.000000000,1
36395,24 days 02:10:00.000000000,1
36396,25 days 14:18:00.000000000,1
36397,23 days 21:53:00.000000000,1
36398,33 days 17:26:00.000000000,1
36399,34 days 15:29:00.000000000,1
36400,38 days 05:53:00.000000000,1
36401,25 days 21:14:00.000000000,1
36402,30 days 23:47:00.000000000,1
36403,31 days 03:09:00.000000000,1
36404,17 days 06:49:00.000000000,1
36405,29 days 12:48:00.000000000,1
36406,29 days 06:16:00.000000000,1
36407,34 days 16:30:00.000000000,1
36408,27 days 10:11:00.000000000,1
36409,38 days 19:38:00.000000000,1
36410,25 days 14:06:00.000000000,1
36411,23 days 18:01:00.000000000,1
36412,31 days 20:36:00.000000000,1
36413,23 days 12:09:00.000000000,1
36414,18 days 16:08:00.000000000,1
36415,21 days 11:20:00.000000000,1
36416,22 days 03:37:00.000000000,1
36417,19 days 06:59:00.000000000,1
36418,24 days 16:58:00.000000000,1
36419,24 days 08:58:00.000000000,1
36420,24 days 08:50:00.000000000,1
36421,20 days 09:21:00.000000000,1
36422,39 days 15:25:00.000000000,1
36423,27 days 16:16:00.000000000,1
36424,29 days 12:58:00.000000000,1
36425,26 days 13:19:00.000000000,1
36426,27 days 06:20:00.000000000,1
36427,31 days 15:50:00.000000000,1
36428,36 days 00:10:00.000000000,1
36429,31 days 18:50:00.000000000,1
36430,20 days 07:19:00.000000000,1
36431,24 days 14:07:00.000000000,1
36432,34 days 07:32:00.000000000,1
36433,34 days 02:51:00.000000000,1
36434,25 days 18:22:00.000000000,1
36435,27 days 17:41:00.000000000,1
36436,26 days 22:24:00.000000000,1
36437,24 days 21:14:00.000000000,1
36438,32 days 05:23:00.000000000,1
36439,38 days 16:46:00.000000000,1
36440,35 days 17:28:00.000000000,1
36441,35 days 23:09:00.000000000,1
36442,34 days 17:21:00.000000000,1
36443,17 days 09:56:00.000000000,1
36444,32 days 01:18:00.000000000,1
36445,28 days 14:49:00.000000000,1
36446,30 days 15:49:00.000000000,1
36447,25 days 18:11:00.000000000,1
36448,32 days 16:27:00.000000000,1
36449,32 days 11:54:00.000000000,1
36450,19 days 14:04:00.000000000,1
36451,26 days 09:28:00.000000000,1
36452,35 days 02:01:00.000000000,1
36453,26 days 14:17:00.000000000,1
36454,21 days 00:12:00.000000000,1
36455,38 days 19:54:00.000000000,1
36456,39 days 10:42:00.000000000,1
36457,31 days 15:21:00.000000000,1
36458,35 days 23:25:00.000000000,1
36459,26 days 23:00:00.000000000,1
36460,25 days 04:44:00.000000000,1
36461,29 days 09:29:00.000000000,1
36462,37 days 23:50:00.000000000,1
36463,29 days 16:26:00.000000000,1
36464,32 days 00:29:00.000000000,1
36465,30 days 18:36:00.000000000,1
36466,23 days 03:55:00.000000000,1
36467,34 days 23:40:00.000000000,1
36468,36 days 17:38:00.000000000,1
36469,38 days 15:50:00.000000000,1
36470,30 days 11:35:00.000000000,1
36471,30 days 00:33:00.000000000,1
36472,34 days 18:32:00.000000000,1
36473,22 days 13:06:00.000000000,1
36474,34 days 17:31:00.000000000,1
36475,25 days 16:20:00.000000000,1
36476,18 days 05:23:00.000000000,1
36477,27 days 19:33:00.000000000,1
36478,28 days 02:30:00.000000000,1
36479,17 days 10:04:00.000000000,1
36480,33 days 05:24:00.000000000,1
36481,32 days 09:52:00.000000000,1
36482,30 days 05:36:00.000000000,1
36483,26 days 08:27:00.000000000,1
36484,19 days 19:59:00.000000000,1
36485,37 days 10:42:00.000000000,1
36486,31 days 13:31:00.000000000,1
36487,24 days 07:57:00.000000000,1
36488,23 days 15:12:00.000000000,1
36489,24 days 07:36:00.000000000,1
36490,24 days 03:22:00.000000000,1
36491,38 days 18:17:00.000000000,1
36492,37 days 00:34:00.000000000,1
36493,25 days 13:17:00.000000000,1
36494,20 days 12:02:00.000000000,1
36495,22 days 21:07:00.000000000,1
36496,36 days 11:45:00.000000000,1
36497,39 days 08:19:00.000000000,1
36498,25 days 20:13:00.000000000,1
36499,22 days 09:08:00.000000000,1
36500,22 days 19:04:00.000000000,1
36501,32 days 23:14:00.000000000,1
36502,27 days 03:03:00.000000000,1
36503,15 days 10:06:00.000000000,1
36504,34 days 03:30:00.000000000,1
36505,32 days 08:51:00.000000000,1
36506,36 days 20:36:00.000000000,1
36507,32 days 11:38:00.000000000,1
36508,21 days 12:42:00.000000000,1
36509,23 days 17:48:00.000000000,1
36510,33 days 11:27:00.000000000,1
36511,26 days 21:27:00.000000000,1
36512,18 days 13:10:00.000000000,1
36513,34 days 00:13:00.000000000,1
36514,32 days 23:28:00.000000000,1
36515,36 days 10:33:00.000000000,1
36516,23 days 19:14:00.000000000,1
36517,36 days 23:33:00.000000000,1
36518,29 days 10:30:00.000000000,1
36519,18 days 12:49:00.000000000,1
36520,32 days 05:22:00.000000000,1
36521,28 days 09:31:00.000000000,1
36522,34 days 11:40:00.000000000,1
36523,32 days 20:25:00.000000000,1
36524,22 days 06:05:00.000000000,1
36525,29 days 16:25:00.000000000,1
36526,39 days 22:20:00.000000000,1
36527,26 days 00:24:00.000000000,1
36528,21 days 23:05:00.000000000,1
36529,37 days 10:37:00.000000000,1
36530,29 days 06:32:00.000000000,1
36531,24 days 16:35:00.000000000,1
36532,33 days 01:20:00.000000000,1
36533,22 days 20:53:00.000000000,1
36534,23 days 10:28:00.000000000,1
36535,36 days 07:46:00.000000000,1
36536,32 days 20:15:00.000000000,1
36537,35 days 16:27:00.000000000,1
36538,25 days 15:08:00.000000000,1
36539,34 days 05:17:00.000000000,1
36540,23 days 08:12:00.000000000,1
36541,28 days 15:26:00.000000000,1
36542,38 days 22:57:00.000000000,1
36543,20 days 08:57:00.000000000,1
36544,29 days 23:36:00.000000000,1
36545,32 days 07:36:00.000000000,1
36546,32 days 02:20:00.000000000,1
36547,17 days 11:05:00.000000000,1
36548,24 days 23:05:00.000000000,1
36549,32 days 16:43:00.000000000,1
36550,36 days 18:15:00.000000000,1
36551,17 days 12:19:00.000000000,1
36552,25 days 01:07:00.000000000,1
36553,37 days 18:37:00.000000000,1
36554,38 days 12:30:00.000000000,1
36555,27 days 18:18:00.000000000,1
36556,19 days 04:16:00.000000000,1
36557,30 days 17:51:00.000000000,1
36558,23 days 07:52:00.000000000,1
36559,30 days 09:29:00.000000000,1
36560,39 days 17:32:00.000000000,1
36561,36 days 06:35:00.000000000,1
36562,32 days 15:42:00.000000000,1
36563,30 days 01:51:00.000000000,1
36564,31 days 23:55:00.000000000,1
36565,29 days 19:04:00.000000000,1
36566,21 days 10:33:00.000000000,1
36567,36 days 17:26:00.000000000,1
36568,35 days 02:38:00.000000000,1
36569,29 days 22:45:00.000000000,1
36570,33 days 01:16:00.000000000,1
36571,20 days 09:20:00.000000000,1
36572,39 days 19:17:00.000000000,1
36573,34 days 23:35:00.000000000,1
36574,38 days 13:32:00.000000000,1
36575,18 days 15:12:00.000000000,1
36576,22 days 02:36:00.000000000,1
36577,39 days 04:56:00.000000000,1
36578,36 days 21:42:00.000000000,1
36579,28 days 06:18:00.000000000,1
36580,35 days 14:25:00.000000000,1
36581,32 days 03:20:00.000000000,1
36582,32 days 01:19:00.000000000,1
36583,30 days 02:10:00.000000000,1
36584,38 days 15:45:00.000000000,1
36585,28 days 13:48:00.000000000,1
36586,22 days 04:24:00.000000000,1
36587,39 days 04:49:00.000000000,1
36588,28 days 06:05:00.000000000,1
36589,34 days 10:59:00.000000000,1
36590,29 days 03:49:00.000000000,1
36591,31 days 03:48:00.000000000,1
36592,30 days 10:34:00.000000000,1
36593,37 days 04:54:00.000000000,1
36594,25 days 14:07:00.000000000,1
36595,33 days 05:32:00.000000000,1
36596,24 days 15:57:00.000000000,1
36597,23 days 20:52:00.000000000,1
36598,36 days 17:33:00.000000000,1
36599,28 days 12:47:00.000000000,1
36600,37 days 21:29:00.000000000,1
36601,39 days 05:16:00.000000000,1
36602,32 days 03:45:00.000000000,1
36603,30 days 08:04:00.000000000,1
36604,16 days 11:43:00.000000000,1
36605,36 days 00:24:00.000000000,1
36606,36 days 05:15:00.000000000,1
36607,27 days 17:17:00.000000000,1
36608,19 days 09:12:00.000000000,1
36609,25 days 00:06:00.000000000,1
36610,24 days 18:47:00.000000000,1
36611,34 days 19:23:00.000000000,1
36612,23 days 14:53:00.000000000,1
36613,29 days 16:01:00.000000000,1
36614,18 days 09:01:00.000000000,1
36615,22 days 06:40:00.000000000,1
36616,34 days 01:50:00.000000000,1
36617,26 days 22:35:00.000000000,1
36618,24 days 09:51:00.000000000,1
36619,30 days 03:11:00.000000000,1
36620,16 days 06:51:00.000000000,1
36621,39 days 07:18:00.000000000,1
36622,31 days 08:15:00.000000000,1
36623,26 days 23:36:00.000000000,1
36624,17 days 07:46:00.000000000,1
36625,39 days 15:54:00.000000000,1
36626,18 days 07:08:00.000000000,1
36627,18 days 10:15:00.000000000,1
36628,18 days 14:11:00.000000000,1
36629,27 days 19:19:00.000000000,1
36630,31 days 13:09:00.000000000,1
36631,30 days 03:53:00.000000000,1
36632,28 days 11:23:00.000000000,1
36633,29 days 15:00:00.000000000,1
36634,35 days 22:45:00.000000000,1
36635,37 days 17:25:00.000000000,1
36636,23 days 03:11:00.000000000,1
36637,38 days 17:36:00.000000000,1
36638,30 days 11:31:00.000000000,1
36639,26 days 21:34:00.000000000,1
36640,26 days 19:08:00.000000000,1
36641,35 days 04:40:00.000000000,1
36642,16 days 15:59:00.000000000,1
36643,31 days 04:10:00.000000000,1
36644,21 days 03:26:00.000000000,1
36645,30 days 12:36:00.000000000,1
36646,24 days 00:19:00.000000000,1
36647,34 days 22:58:00.000000000,1
36648,29 days 22:35:00.000000000,1
36649,37 days 20:39:00.000000000,1
36650,19 days 06:09:00.000000000,1
36651,36 days 10:52:00.000000000,1
36652,32 days 23:18:00.000000000,1
36653,29 days 05:15:00.000000000,1
36654,16 days 19:47:00.000000000,1
36655,22 days 08:49:00.000000000,1
36656,30 days 05:01:00.000000000,1
36657,31 days 02:50:00.000000000,1
36658,36 days 20:41:00.000000000,1
36659,27 days 22:46:00.000000000,1
36660,32 days 00:18:00.000000000,1
36661,37 days 21:40:00.000000000,1
36662,30 days 18:52:00.000000000,1
36663,34 days 09:58:00.000000000,1
36664,38 days 11:30:00.000000000,1
36665,31 days 13:20:00.000000000,1
36666,23 days 04:49:00.000000000,1
36667,39 days 20:59:00.000000000,1
36668,24 days 09:59:00.000000000,1
36669,24 days 20:09:00.000000000,1
36670,28 days 11:22:00.000000000,1
36671,23 days 17:49:00.000000000,1
36672,26 days 15:17:00.000000000,1
36673,30 days 18:03:00.000000000,1
36674,21 days 02:14:00.000000000,1
36675,20 days 05:17:00.000000000,1
36676,29 days 09:45:00.000000000,1
36677,34 days 22:34:00.000000000,1
36678,26 days 02:28:00.000000000,1
36679,34 days 00:49:00.000000000,1
36680,36 days 23:44:00.000000000,1
36681,36 days 01:11:00.000000000,1
36682,31 days 05:50:00.000000000,1
36683,27 days 06:32:00.000000000,1
36684,21 days 07:02:00.000000000,1
36685,26 days 14:04:00.000000000,1
36686,23 days 02:46:00.000000000,1
36687,36 days 18:34:00.000000000,1
36688,36 days 05:56:00.000000000,1
36689,35 days 08:31:00.000000000,1
36690,16 days 10:04:00.000000000,1
36691,14 days 05:51:00.000000000,1
36692,33 days 23:26:00.000000000,1
36693,30 days 22:59:00.000000000,1
36694,34 days 20:34:00.000000000,1
36695,38 days 19:18:00.000000000,1
36696,35 days 16:44:00.000000000,1
36697,20 days 08:59:00.000000000,1
36698,19 days 08:22:00.000000000,1
36699,33 days 07:25:00.000000000,1
36700,31 days 23:45:00.000000000,1
36701,28 days 18:40:00.000000000,1
36702,29 days 16:23:00.000000000,1
36703,23 days 14:22:00.000000000,1
36704,28 days 15:14:00.000000000,1
36705,18 days 11:14:00.000000000,1
36706,27 days 00:24:00.000000000,1
36707,34 days 07:37:00.000000000,1
36708,29 days 08:34:00.000000000,1
36709,38 days 02:26:00.000000000,1
36710,32 days 05:45:00.000000000,1
36711,26 days 13:40:00.000000000,1
36712,28 days 22:20:00.000000000,1
36713,37 days 22:01:00.000000000,1
36714,29 days 08:30:00.000000000,1
36715,28 days 05:54:00.000000000,1
36716,37 days 05:18:00.000000000,1
36717,27 days 20:31:00.000000000,1
36718,27 days 15:26:00.000000000,1
36719,33 days 22:25:00.000000000,1
36720,31 days 03:24:00.000000000,1
36721,21 days 06:07:00.000000000,1
36722,23 days 03:00:00.000000000,1
36723,21 days 13:56:00.000000000,1
36724,25 days 01:01:00.000000000,1
36725,26 days 23:23:00.000000000,1
36726,36 days 22:32:00.000000000,1
36727,25 days 06:06:00.000000000,1
36728,39 days 17:28:00.000000000,1
36729,28 days 04:53:00.000000000,1
36730,28 days 06:17:00.000000000,1
36731,35 days 00:31:00.000000000,1
36732,27 days 23:34:00.000000000,1
36733,35 days 02:26:00.000000000,1
36734,35 days 13:44:00.000000000,1
36735,29 days 20:27:00.000000000,1
36736,32 days 03:46:00.000000000,1
36737,22 days 17:16:00.000000000,1
36738,36 days 03:26:00.000000000,1
36739,34 days 13:33:00.000000000,1
36740,23 days 14:32:00.000000000,1
36741,28 days 00:38:00.000000000,1
36742,33 days 09:28:00.000000000,1
36743,27 days 21:35:00.000000000,1
36744,35 days 15:40:00.000000000,1
36745,36 days 01:27:00.000000000,1
36746,30 days 08:26:00.000000000,1
36747,25 days 01:20:00.000000000,1
36748,38 days 03:27:00.000000000,1
36749,33 days 18:48:00.000000000,1
36750,36 days 19:48:00.000000000,1
36751,29 days 21:31:00.000000000,1
36752,25 days 00:19:00.000000000,1
36753,17 days 14:06:00.000000000,1
36754,34 days 12:25:00.000000000,1
36755,35 days 16:41:00.000000000,1
36756,31 days 16:48:00.000000000,1
36757,21 days 17:39:00.000000000,1
36758,29 days 07:33:00.000000000,1
36759,26 days 17:17:00.000000000,1
36760,22 days 11:04:00.000000000,1
36761,18 days 06:24:00.000000000,1
36762,34 days 02:15:00.000000000,1
36763,30 days 10:05:00.000000000,1
36764,18 days 17:20:00.000000000,1
36765,29 days 04:43:00.000000000,1
36766,29 days 02:01:00.000000000,1
36767,38 days 10:45:00.000000000,1
36768,19 days 12:47:00.000000000,1
36769,16 days 11:26:00.000000000,1
36770,38 days 00:48:00.000000000,1
36771,14 days 05:24:00.000000000,1
36772,29 days 10:09:00.000000000,1
36773,24 days 01:22:00.000000000,1
36774,33 days 02:16:00.000000000,1
36775,23 days 10:53:00.000000000,1
36776,19 days 11:46:00.000000000,1
36777,30 days 00:08:00.000000000,1
36778,37 days 06:46:00.000000000,1
36779,29 days 03:42:00.000000000,1
36780,25 days 17:23:00.000000000,1
36781,37 days 10:34:00.000000000,1
36782,24 days 14:43:00.000000000,1
36783,34 days 22:36:00.000000000,1
36784,25 days 07:07:00.000000000,1
36785,18 days 07:44:00.000000000,1
36786,39 days 08:40:00.000000000,1
36787,28 days 19:17:00.000000000,1
36788,24 days 22:27:00.000000000,1
36789,28 days 14:13:00.000000000,1
36790,30 days 07:44:00.000000000,1
36791,23 days 11:21:00.000000000,1
36792,37 days 00:47:00.000000000,1
36793,38 days 10:48:00.000000000,1
36794,33 days 13:16:00.000000000,1
36795,24 days 10:15:00.000000000,1
36796,38 days 21:32:00.000000000,1
36797,19 days 11:25:00.000000000,1
36798,19 days 13:37:00.000000000,1
36799,39 days 10:25:00.000000000,1
36800,29 days 19:29:00.000000000,1
36801,37 days 02:15:00.000000000,1
36802,27 days 04:15:00.000000000,1
36803,31 days 05:47:00.000000000,1
36804,39 days 22:32:00.000000000,1
36805,32 days 06:23:00.000000000,1
36806,28 days 14:39:00.000000000,1
36807,35 days 22:21:00.000000000,1
36808,37 days 17:38:00.000000000,1
36809,19 days 21:21:00.000000000,1
36810,24 days 03:32:00.000000000,1
36811,27 days 19:30:00.000000000,1
36812,18 days 09:22:00.000000000,1
36813,35 days 06:29:00.000000000,1
36814,27 days 23:37:00.000000000,1
36815,38 days 09:47:00.000000000,1
36816,32 days 20:39:00.000000000,1
36817,20 days 11:22:00.000000000,1
36818,27 days 08:46:00.000000000,1
36819,17 days 07:09:00.000000000,1
36820,28 days 08:19:00.000000000,1
36821,36 days 08:10:00.000000000,1
36822,17 days 11:41:00.000000000,1
36823,39 days 17:43:00.000000000,1
36824,37 days 16:37:00.000000000,1
36825,33 days 22:28:00.000000000,1
36826,32 days 02:48:00.000000000,1
36827,24 days 18:13:00.000000000,1
36828,26 days 19:19:00.000000000,1
36829,24 days 03:05:00.000000000,1
36830,32 days 05:48:00.000000000,1
36831,32 days 14:22:00.000000000,1
36832,37 days 01:14:00.000000000,1
36833,17 days 04:03:00.000000000,1
36834,36 days 06:32:00.000000000,1
36835,28 days 12:00:00.000000000,1
36836,30 days 13:31:00.000000000,1
36837,29 days 09:35:00.000000000,1
36838,31 days 05:40:00.000000000,1
36839,27 days 16:27:00.000000000,1
36840,35 days 16:34:00.000000000,1
36841,31 days 23:31:00.000000000,1
36842,39 days 13:28:00.000000000,1
36843,19 days 09:00:00.000000000,1
36844,36 days 11:20:00.000000000,1
36845,29 days 23:09:00.000000000,1
36846,24 days 17:36:00.000000000,1
36847,34 days 20:37:00.000000000,1
36848,39 days 12:23:00.000000000,1
36849,34 days 01:31:00.000000000,1
36850,22 days 19:51:00.000000000,1
36851,38 days 13:03:00.000000000,1
36852,21 days 13:01:00.000000000,1
36853,36 days 09:32:00.000000000,1
36854,22 days 13:12:00.000000000,1
36855,27 days 05:29:00.000000000,1
36856,32 days 17:22:00.000000000,1
36857,26 days 19:21:00.000000000,1
36858,15 days 04:55:00.000000000,1
36859,26 days 05:20:00.000000000,1
36860,26 days 01:12:00.000000000,1
36861,24 days 07:15:00.000000000,1
36862,31 days 12:30:00.000000000,1
36863,22 days 11:44:00.000000000,1
36864,16 days 08:02:00.000000000,1
36865,36 days 19:40:00.000000000,1
36866,25 days 05:11:00.000000000,1
36867,35 days 01:42:00.000000000,1
36868,24 days 11:40:00.000000000,1
36869,28 days 13:24:00.000000000,1
36870,22 days 12:11:00.000000000,1
36871,34 days 12:26:00.000000000,1
36872,22 days 06:04:00.000000000,1
