,index,hours_from_admission_to_death_epic
863,5351.983333333334,4
864,250.5,4
865,202.46666666666667,4
866,1179.5833333333333,4
867,55.333333333333336,4
868,29.65,4
869,1396.6666666666667,4
870,9.983333333333333,4
871,36.5,4
872,84.11666666666666,4
873,28.9,4
874,58.516666666666666,4
875,30.466666666666665,4
876,294.8,4
877,3.95,4
878,13223.983333333334,4
879,173.53333333333333,4
880,4.616666666666666,4
881,174.45,4
882,250.06666666666666,4
883,293.31666666666666,4
884,54.766666666666666,4
885,194.5,4
886,5.916666666666667,4
887,2051.0,4
888,103.33333333333333,4
889,6.716666666666667,4
890,104.08333333333333,4
891,144.95,4
892,5423.983333333334,4
893,481.03333333333336,4
894,29.433333333333334,4
895,229.61666666666667,4
896,17999.983333333334,4
897,80.7,4
898,9.666666666666666,4
899,36.666666666666664,4
900,125.45,4
901,144.0,4
902,145.05,4
903,539.4666666666667,4
904,531.5,4
905,390.43333333333334,4
906,391.25,4
907,194.01666666666668,4
908,6.55,4
909,1491.75,4
910,177.16666666666666,4
911,99.8,4
912,10.283333333333333,4
913,267.98333333333335,4
914,3.5833333333333335,4
915,59.15,4
916,221.5,4
917,703.3333333333334,4
918,100.66666666666667,4
919,38255.98333333333,4
920,465.0,4
921,6.45,4
922,128.25,4
923,148.88333333333333,4
924,146.48333333333332,4
925,150.0,4
926,29.166666666666668,4
927,217.33333333333334,4
928,921.7166666666667,4
929,672.0,4
930,8.266666666666667,4
931,464.25,4
932,5.633333333333334,4
933,34.266666666666666,4
934,105.66666666666667,4
935,434.5,4
936,79.7,4
937,154.53333333333333,4
938,58.0,4
939,10.266666666666667,4
940,8399.983333333334,4
941,7.666666666666667,4
942,10.15,4
943,148.75,4
944,507.75,4
945,78.36666666666666,4
946,102.56666666666666,4
947,246.0,4
948,747.0,4
949,5.483333333333333,4
950,79.25,4
951,174.78333333333333,4
952,441.75,4
953,1607.9833333333333,4
