,index,primary_diagnosis_code
6937,M11231,9
6938,T7803XA,9
6939,6012,9
6940,M10021,9
6941,06641,9
6942,80221,9
6943,E1040,9
6944,97089,9
6945,D593,9
6946,F2089,9
6947,9896,9
6948,D3911,9
6949,C383,9
6950,S42001A,9
6951,M2011,9
6952,C44529,9
6953,T7421XA,9
6954,M47897,9
6955,M86272,9
6956,F1924,9
6957,42653,9
6958,D57819,9
6959,S29012A,9
6960,28481,9
6961,S82892A,9
6962,E781,9
6963,64693,9
6964,8406,9
6965,O99810,9
6966,Q677,9
6967,9340,9
6968,6172,9
6969,92810,9
6970,E1141,9
6971,2157,9
6972,I82522,9
6973,3070,9
6974,2513,9
6975,M4015,9
6976,I4430,9
6977,65803,9
6978,S32592D,9
6979,I5189,9
6980,3060,9
6981,O99844,9
6982,L905,9
6983,G40301,9
6984,O1412,9
6985,N040,9
6986,O34593,9
6987,J0110,9
6988,C253,9
6989,S81011A,9
6990,S22060A,9
6991,47412,9
6992,C6942,9
6993,C701,9
6994,Q870,9
6995,G44309,9
6996,M2619,9
6997,Q858,9
6998,M80852A,9
6999,B3323,9
7000,9582,9
7001,95205,9
7002,O3403,9
7003,G43819,9
7004,M79651,9
7005,C7492,9
7006,I8001,9
7007,M278,9
7008,B353,9
7009,S81012A,9
7010,M3313,9
7011,M86142,9
7012,S36438A,9
7013,M3500,9
7014,E1311,9
7015,T464X5A,9
7016,Q422,9
7017,C8589,9
7018,O2686,9
7019,C8335,9
7020,0339,9
7021,C8336,9
7022,Q442,9
7023,9010,9
7024,E273,9
7025,64204,9
7026,S42401A,9
7027,C3410,9
7028,T543X1A,9
7029,38533,9
7030,T8111XA,9
7031,84503,9
7032,M7072,9
7033,C328,9
7034,8441,9
7035,B449,9
7036,C6291,9
7037,O99011,9
7038,64951,9
7039,O43193,9
7040,4380,9
7041,37430,9
7042,43821,9
7043,M3322,9
7044,S82041A,8
7045,M40202,8
7046,O98313,8
7047,27482,8
7048,S82851B,8
7049,M40205,8
7050,83803,8
7051,1958,8
7052,27411,8
7053,I50813,8
7054,S0240EA,8
7055,M26213,8
7056,H7092,8
7057,53170,8
7058,4281,8
7059,A430,8
7060,D49519,8
7061,E0591,8
7062,M358,8
7063,73729,8
7064,2726,8
7065,I972,8
7066,S32021A,8
7067,C388,8
7068,O99210,8
7069,29641,8
7070,34683,8
7071,D733,8
7072,I288,8
7073,33379,8
7074,I97610,8
7075,M341,8
7076,84200,8
7077,Z436,8
7078,S31831A,8
7079,29980,8
7080,2727,8
7081,85141,8
7082,N452,8
7083,53241,8
7084,60020,8
7085,S32009A,8
7086,43400,8
7087,73340,8
7088,85146,8
7089,K592,8
7090,73393,8
7091,T849XXA,8
7092,65683,8
7093,I651,8
7094,4299,8
7095,O99311,8
7096,D5720,8
7097,T8549XA,8
7098,S22050A,8
7099,I820,8
7100,I2541,8
7101,2872,8
7102,K287,8
7103,Z4901,8
7104,C6292,8
7105,56481,8
7106,9213,8
7107,9211,8
7108,9190,8
7109,N644,8
7110,C8190,8
7111,61181,8
7112,S065X7A,8
7113,S065X6A,8
7114,C5701,8
7115,17359,8
7116,0039,8
7117,I82811,8
7118,S3992XA,8
7119,C8449,8
7120,S064X0A,8
7121,S52501B,8
7122,I70322,8
7123,T881XXA,8
7124,C8591,8
7125,8901,8
7126,28652,8
7127,K35891,8
7128,O365990,8
7129,1603,8
7130,O43233,8
7131,C7A019,8
7132,7177,8
7133,S12001A,8
7134,C6941,8
7135,9995,8
7136,28989,8
7137,I236,8
7138,N72,8
7139,C688,8
7140,K120,8
7141,2894,8
7142,40509,8
7143,1620,8
7144,O3443,8
7145,71907,8
7146,M84359A,8
7147,9598,8
7148,C778,8
7149,T370X5A,8
7150,S52124A,8
7151,K261,8
7152,I219,8
7153,C7919,8
7154,C7962,8
7155,9244,8
7156,C7A010,8
7157,O365932,8
7158,V220,8
7159,8850,8
7160,64961,8
7161,73023,8
7162,1899,8
7163,86509,8
7164,S0281XA,8
7165,6250,8
7166,27700,8
7167,V5402,8
7168,D414,8
7169,T443X1A,8
7170,1901,8
7171,O720,8
7172,H903,8
7173,Z4549,8
7174,O730,8
7175,H8149,8
7176,D4411,8
7177,Z4542,8
7178,S32038A,8
7179,53901,8
7180,D464,8
7181,K51812,8
7182,H8121,8
7183,D46A,8
7184,T85624A,8
7185,73014,8
7186,S02609A,8
7187,71517,8
7188,I82210,8
7189,73022,8
7190,K51014,8
7191,I70238,8
7192,N831,8
7193,Z4689,8
7194,2832,8
7195,S51852A,8
7196,S42221A,8
7197,S82841B,8
7198,71592,8
7199,O479,8
7200,T43011A,8
7201,S51851A,8
7202,V518,8
7203,34603,8
7204,64321,8
7205,S12200A,8
7206,3869,8
7207,I062,8
7208,C499,8
7209,65351,8
7210,O648XX0,8
7211,38658,8
7212,M84652A,8
7213,M5003,8
7214,O24111,8
7215,86813,8
7216,061,8
7217,86803,8
7218,9712,8
7219,06642,8
7220,71532,8
7221,S01311A,8
7222,M25362,8
7223,O99411,8
7224,20291,8
7225,20512,8
7226,S72431A,8
7227,2353,8
7228,2339,8
7229,5834,8
7230,J1520,8
7231,N2589,8
7232,69289,8
7233,6163,8
7234,66622,8
7235,F502,8
7236,66704,8
7237,20934,8
7238,Q2572,8
7239,F649,8
7240,M00071,8
7241,G001,8
7242,I401,8
7243,L989,8
7244,99584,8
7245,M96843,8
7246,30989,8
7247,S22019A,8
7248,76872,8
7249,G0401,8
7250,B178,8
7251,L982,8
7252,S22029A,8
7253,30551,8
7254,75461,8
7255,99560,8
7256,S27329A,8
7257,62989,8
7258,M12562,8
7259,7517,8
7260,F15959,8
7261,9942,8
7262,F1610,8
7263,G970,8
7264,P928,8
7265,F19159,8
7266,C161,8
7267,R4702,8
7268,64103,8
7269,2388,8
7270,80321,8
7271,J84114,8
7272,80026,8
7273,5968,8
7274,9947,8
7275,M11232,8
7276,J84113,8
7277,T7601XA,8
7278,C140,8
7279,Q048,8
7280,C090,8
7281,K614,8
7282,C069,8
7283,Z1501,8
7284,T7808XA,8
7285,M0689,8
7286,G9001,8
7287,1471,8
7288,T83020A,8
7289,O036,8
7290,I70292,8
7291,R100,8
7292,Q675,8
7293,T82310A,8
7294,B371,8
7295,7771,8
7296,Q790,8
7297,S83241A,8
7298,N041,8
7299,S42422A,8
7300,S22039A,8
7301,G588,8
7302,G5631,8
7303,2154,8
7304,L89323,8
7305,3069,8
7306,63590,8
7307,L739,8
7308,V8901,8
7309,30723,8
7310,G44011,8
7311,G44229,8
7312,4784,8
7313,N110,8
7314,L513,8
7315,S72012D,8
7316,S72042A,8
7317,S72041A,8
7318,L89313,8
7319,78442,8
7320,J45991,8
7321,4556,8
7322,63791,8
7323,36232,8
7324,O008,8
7325,L03022,8
7326,B970,8
7327,G248,8
7328,30561,8
7329,L97429,8
7330,L97419,8
7331,7871,8
7332,78704,8
7333,7716,8
7334,J341,8
7335,2107,8
7336,G729,8
7337,R12,8
7338,7869,8
7339,G319,8
7340,R1111,8
7341,4581,8
7342,Q615,8
7343,L89892,8
7344,L89623,8
7345,48231,8
7346,S71142A,8
7347,45931,8
7348,G801,8
7349,6861,8
7350,N318,8
7351,T7800XA,8
7352,F1524,8
7353,K710,8
7354,E7223,8
7355,T543X2A,8
7356,E83111,8
7357,81400,8
7358,74742,8
7359,71694,8
7360,S14124A,8
7361,M216X2,8
7362,E858,8
7363,81322,8
7364,J9312,8
7365,M21371,8
7366,M21331,8
7367,T5891XA,8
7368,25011,8
7369,24980,8
7370,7088,8
7371,5809,8
7372,H4312,8
7373,7485,8
7374,J918,8
7375,24921,8
7376,20208,8
7377,M1A9XX0,8
7378,H35143,8
7379,81304,8
7380,20218,8
7381,74912,8
7382,3550,8
7383,E538,8
7384,E328,8
7385,81302,8
7386,82310,8
7387,I97711,8
7388,7108,8
7389,2561,8
7390,436,8
7391,M25522,8
7392,S80212A,8
7393,M2550,8
7394,9858,8
7395,O99712,8
7396,I779,8
7397,O9972,8
7398,53110,8
7399,N3946,8
7400,T502X5A,8
7401,K640,8
7402,7453,8
7403,6214,8
7404,I6529,8
7405,J9502,8
7406,E1159,8
7407,K650,8
7408,V5876,8
7409,I5040,8
7410,E11641,8
7411,M25011,8
7412,3499,8
7413,A6920,8
7414,E240,8
7415,4387,8
7416,E8989,8
7417,S82452A,8
7418,30089,8
7419,F13230,8
7420,H04321,8
7421,0879,8
7422,S72462A,8
7423,66061,8
7424,74924,8
7425,9941,8
7426,S42322A,8
7427,81249,8
7428,2469,8
7429,M19211,8
7430,M87252,8
7431,T84048A,8
7432,O119,8
7433,66103,8
7434,2462,8
7435,N99114,8
7436,5260,8
7437,F12150,8
7438,K829,8
7439,N329,8
7440,S92354A,8
7441,F14159,8
7442,30392,8
7443,K8041,8
7444,5277,8
7445,F1510,8
7446,P9163,8
7447,20286,8
7448,I82521,7
7449,I69851,7
7450,J3800,7
7451,V8401,7
7452,S14109A,7
7453,I69898,7
7454,S42141A,7
7455,0398,7
7456,J0120,7
7457,1574,7
7458,64804,7
7459,70706,7
7460,0330,7
7461,6198,7
7462,64764,7
7463,I82221,7
7464,Z3A39,7
7465,S37021A,7
7466,S22068A,7
7467,J952,7
7468,00800,7
7469,I97620,7
7470,J09X3,7
7471,I823,7
7472,61689,7
7473,65591,7
7474,5881,7
7475,S32110A,7
7476,S32000A,7
7477,1461,7
7478,64673,7
7479,Z4009,7
7480,S12501A,7
7481,I607,7
7482,S329XXD,7
7483,J00,7
7484,J120,7
7485,I63449,7
7486,0743,7
7487,I70243,7
7488,S5011XA,7
7489,S2242XD,7
7490,66561,7
7491,J61,7
7492,V711,7
7493,I83218,7
7494,11599,7
7495,J705,7
7496,S32028A,7
7497,1488,7
7498,S32302A,7
7499,67154,7
7500,63412,7
7501,69282,7
7502,I636,7
7503,S225XXA,7
7504,I6021,7
7505,63320,7
7506,67131,7
7507,65631,7
7508,67101,7
7509,K046,7
7510,1401,7
7511,66714,7
7512,0043,7
7513,64933,7
7514,64813,7
7515,71534,7
7516,1516,7
7517,Z4541,7
7518,J701,7
7519,I97130,7
7520,V7281,7
7521,S14123A,7
7522,05419,7
7523,1500,7
7524,I83892,7
7525,I82623,7
7526,S3141XA,7
7527,I6503,7
7528,71612,7
7529,S40022A,7
7530,I69254,7
7531,I425,7
7532,I82812,7
7533,I63423,7
7534,64892,7
7535,67403,7
7536,J322,7
7537,65291,7
7538,S14125A,7
7539,I479,7
7540,1478,7
7541,S92062A,7
7542,T507X1A,7
7543,80230,7
7544,80600,7
7545,P9201,7
7546,F15150,7
7547,C44229,7
7548,C4339,7
7549,S82844A,7
7550,M86161,7
7551,F19939,7
7552,4473,7
7553,80222,7
7554,M0510,7
7555,O2243,7
7556,80130,7
7557,80125,7
7558,80020,7
7559,S72432A,7
7560,F4010,7
7561,Q232,7
7562,23332,7
7563,79551,7
7564,F1210,7
7565,F1193,7
7566,S72461A,7
7567,F10251,7
7568,S76211A,7
7569,96970,7
7570,81503,7
7571,81500,7
7572,E8301,7
7573,M21851,7
7574,29604,7
7575,E848,7
7576,M216X1,7
7577,T5802XA,7
7578,C4911,7
7579,81251,7
7580,F061,7
7581,M19031,7
7582,F10159,7
7583,2443,7
7584,T65892A,7
7585,T670XXA,7
7586,M166,7
7587,45184,7
7588,O2231,7
7589,3868,7
7590,L89894,7
7591,Q379,7
7592,78841,7
7593,M87180,7
7594,M87812,7
7595,G3101,7
7596,4570,7
7597,2241,7
7598,S72302D,7
7599,G40311,7
7600,L89893,7
7601,M0239,7
7602,C166,7
7603,45910,7
7604,L89610,7
7605,G40803,7
7606,30421,7
7607,C119,7
7608,G43509,7
7609,99527,7
7610,G43801,7
7611,38110,7
7612,G119,7
7613,G114,7
7614,4542,7
7615,38530,7
7616,2300,7
7617,C33,7
7618,M00852,7
7619,M00851,7
7620,38420,7
7621,Q2549,7
7622,7920,7
7623,F845,7
7624,C269,7
7625,29990,7
7626,38181,7
7627,45375,7
7628,Q332,7
7629,G031,7
7630,C249,7
7631,L98491,7
7632,Q359,7
7633,Q369,7
7634,82130,7
7635,M84559A,7
7636,Q796,7
7637,8702,7
7638,M530,7
7639,O610,7
7640,C8309,7
7641,O619,7
7642,M5114,7
7643,M50322,7
7644,M50221,7
7645,87200,7
7646,M5021,7
7647,T43594A,7
7648,C7A020,7
7649,O6982X0,7
7650,D3616,7
7651,D3617,7
7652,D367,7
7653,O368120,7
7654,86502,7
7655,41181,7
7656,86339,7
7657,86229,7
7658,M532X2,7
7659,87351,7
7660,M532X6,7
7661,87352,7
7662,C9010,7
7663,O43113,7
7664,D121,7
7665,O4453,7
7666,M60061,7
7667,8793,7
7668,41419,7
7669,41412,7
7670,42290,7
7671,C8448,7
7672,8782,7
7673,D137,7
7674,O468X2,7
7675,4231,7
7676,O481,7
7677,C8440,7
7678,O411220,7
7679,M5414,7
7680,D1779,7
7681,27661,7
7682,M7122,7
7683,T50905A,7
7684,O30003,7
7685,D734,7
7686,29011,7
7687,C6921,7
7688,9593,7
7689,D862,7
7690,2631,7
7691,9599,7
7692,T481X1A,7
7693,T368X5A,7
7694,O288,7
7695,41090,7
7696,E10641,7
7697,4376,7
7698,O2663,7
7699,T502X1A,7
7700,E1111,7
7701,82535,7
7702,71805,7
7703,82522,7
7704,O9A112,7
7705,C6961,7
7706,M3312,7
7707,O9903,7
7708,2897,7
7709,9245,7
7710,85409,7
7711,C7952,7
7712,M4642,7
7713,T404X5A,7
7714,2751,7
7715,92710,7
7716,D519,7
7717,M792,7
7718,S82034A,7
7719,O902,7
7720,M4144,7
7721,M4126,7
7722,T391X4A,7
7723,85101,7
7724,8483,7
7725,M4005,7
7726,8469,7
7727,95200,7
7728,4733,7
7729,38001,7
7730,O1003,7
7731,5309,7
7732,74101,7
7733,T8459XD,7
7734,S61511A,7
7735,73734,7
7736,3526,7
7737,K605,7
7738,H578,7
